year,geocode,section_key,municipio,pct_otras_prestaciones,pct_otros_ingresos,pct_pensiones,pct_prestaciones_desempleo,pct_sueldos_salarios
2021,20220101_38024_D01_S003,38024_D01_S003,Los Llanos de Aridane,4.5,16.3,21.5,5.9,51.8
2021,20220101_38024_D01_S004,38024_D01_S004,Los Llanos de Aridane,5.1,15.1,14.4,3.9,61.5
2021,20220101_38024_D01_S005,38024_D01_S005,Los Llanos de Aridane,5.1,21.1,17.9,3.9,52.0
2021,20220101_38024_D01_S006,38024_D01_S006,Los Llanos de Aridane,5.0,17.1,19.8,5.0,53.3
2021,20220101_38024_D01_S007,38024_D01_S007,Los Llanos de Aridane,6.6,11.3,19.9,5.6,56.7
2021,20220101_38024_D01_S008,38024_D01_S008,Los Llanos de Aridane,5.5,12.1,18.8,5.4,58.1
2021,20220101_38024_D02_S001,38024_D02_S001,Los Llanos de Aridane,4.1,15.3,17.8,4.8,57.9
2021,20220101_38024_D02_S002,38024_D02_S002,Los Llanos de Aridane,4.6,12.4,20.5,5.5,57.0
2021,20220101_38024_D03_S001,38024_D03_S001,Los Llanos de Aridane,6.4,17.7,20.9,5.3,49.8
2021,20220101_38024_D03_S002,38024_D03_S002,Los Llanos de Aridane,8.7,15.7,18.3,7.2,50.2
2021,20220101_38024_D03_S003,38024_D03_S003,Los Llanos de Aridane,7.1,22.6,21.2,6.4,42.7
2021,20220101_38025_D01_S001,38025_D01_S001,La Matanza de Acentejo,4.5,5.0,19.8,5.4,65.4
2021,20220101_38025_D01_S002,38025_D01_S002,La Matanza de Acentejo,4.6,9.5,19.2,6.3,60.5
2021,20220101_38025_D01_S003,38025_D01_S003,La Matanza de Acentejo,4.1,10.8,14.1,5.5,65.5
2021,20220101_38025_D01_S004,38025_D01_S004,La Matanza de Acentejo,4.1,13.6,15.6,4.5,62.1
2021,20220101_38025_D01_S005,38025_D01_S005,La Matanza de Acentejo,5.4,10.8,22.3,6.7,54.8
2021,20220101_38026_D01_S001,38026_D01_S001,La Orotava,3.9,22.2,22.9,3.3,47.7
2021,20220101_38026_D01_S002,38026_D01_S002,La Orotava,3.4,11.9,20.7,4.4,59.6
2021,20220101_38026_D01_S004,38026_D01_S004,La Orotava,4.3,12.1,27.0,4.5,52.1
2021,20220101_38026_D02_S001,38026_D02_S001,La Orotava,5.3,15.9,24.4,5.4,49.0
2021,20220101_38026_D02_S002,38026_D02_S002,La Orotava,5.8,7.0,22.9,7.1,57.2
2021,20220101_38026_D02_S003,38026_D02_S003,La Orotava,4.0,10.3,10.5,7.0,68.3
2021,20220101_38026_D02_S004,38026_D02_S004,La Orotava,4.8,10.5,24.7,5.5,54.5
2021,20220101_38026_D03_S001,38026_D03_S001,La Orotava,6.1,6.1,21.7,8.5,57.6
2021,20220101_38026_D03_S002,38026_D03_S002,La Orotava,4.5,15.9,22.7,6.1,50.9
2021,20220101_38026_D03_S003,38026_D03_S003,La Orotava,2.5,22.7,21.5,3.9,49.5
2021,20220101_38026_D03_S004,38026_D03_S004,La Orotava,4.5,8.5,11.1,7.1,68.8
2021,20220101_38026_D03_S005,38026_D03_S005,La Orotava,5.1,7.7,25.3,6.8,55.1
2021,20220101_38026_D03_S006,38026_D03_S006,La Orotava,3.8,9.6,26.3,5.0,55.3
2021,20220101_38026_D03_S007,38026_D03_S007,La Orotava,4.8,6.8,15.7,7.1,65.6
2021,20220101_38026_D04_S001,38026_D04_S001,La Orotava,2.9,24.8,14.3,5.2,52.8
2021,20220101_38026_D04_S002,38026_D04_S002,La Orotava,3.6,11.2,14.5,6.1,64.6
2021,20220101_38026_D04_S003,38026_D04_S003,La Orotava,2.7,21.9,19.3,3.8,52.3
2021,20220101_38026_D04_S004,38026_D04_S004,La Orotava,7.2,8.9,23.3,8.5,52.2
2021,20220101_38026_D04_S005,38026_D04_S005,La Orotava,3.2,17.1,17.5,4.8,57.4
2021,20220101_38026_D05_S001,38026_D05_S001,La Orotava,5.0,8.8,15.8,7.2,63.1
2021,20220101_38026_D05_S002,38026_D05_S002,La Orotava,5.1,10.5,20.6,6.6,57.2
2021,20220101_38026_D05_S003,38026_D05_S003,La Orotava,4.3,9.2,22.3,6.3,57.9
2021,20220101_38026_D05_S004,38026_D05_S004,La Orotava,7.8,2.7,31.5,9.1,48.9
2021,20220101_38026_D05_S005,38026_D05_S005,La Orotava,5.1,8.1,13.2,7.3,66.3
2021,20220101_38026_D06_S001,38026_D06_S001,La Orotava,7.0,4.3,26.7,7.0,55.0
2021,20220101_38026_D06_S002,38026_D06_S002,La Orotava,5.4,6.2,24.7,7.3,56.5
2021,20220101_38026_D06_S003,38026_D06_S003,La Orotava,7.1,10.5,20.4,8.1,54.0
2021,20220101_38026_D06_S004,38026_D06_S004,La Orotava,6.5,9.2,19.0,7.0,58.3
2021,20220101_38027_D01_S001,38027_D01_S001,El Paso,4.8,14.6,17.2,5.7,57.8
2021,20220101_38027_D02_S001,38027_D02_S001,El Paso,3.9,15.9,18.2,5.7,56.2
2021,20220101_38027_D03_S001,38027_D03_S001,El Paso,3.7,19.5,21.1,4.0,51.7
2021,20220101_38027_D03_S002,38027_D03_S002,El Paso,3.4,22.5,20.5,4.9,48.8
2021,20220101_38027_D04_S001,38027_D04_S001,El Paso,5.7,18.7,19.1,4.2,52.3
2021,20220101_38028_D01_S001,38028_D01_S001,Puerto de La Cruz,6.4,16.3,31.3,6.2,39.9
2021,20220101_38028_D01_S002,38028_D01_S002,Puerto de La Cruz,4.7,16.9,28.8,6.8,42.8
2021,20220101_38028_D01_S003,38028_D01_S003,Puerto de La Cruz,2.5,26.1,28.7,4.0,38.7
2021,20220101_38028_D01_S004,38028_D01_S004,Puerto de La Cruz,2.6,23.3,18.2,3.7,52.2
2021,20220101_38028_D02_S001,38028_D02_S001,Puerto de La Cruz,2.7,23.9,30.6,4.8,37.9
2021,20220101_38028_D02_S002,38028_D02_S002,Puerto de La Cruz,5.3,19.2,28.8,6.3,40.5
2021,20220101_38028_D02_S003,38028_D02_S003,Puerto de La Cruz,2.8,25.0,18.8,4.7,48.7
2021,20220101_38028_D02_S004,38028_D02_S004,Puerto de La Cruz,3.5,16.7,22.9,5.1,51.7
2021,20220101_38028_D02_S005,38028_D02_S005,Puerto de La Cruz,4.8,10.5,20.7,7.8,56.3
2021,20220101_38028_D03_S001,38028_D03_S001,Puerto de La Cruz,4.6,15.0,29.4,6.9,44.2
2021,20220101_38028_D03_S002,38028_D03_S002,Puerto de La Cruz,3.8,11.2,36.2,7.0,41.9
2021,20220101_38028_D03_S003,38028_D03_S003,Puerto de La Cruz,6.5,4.3,29.8,9.2,50.3
2021,20220101_38028_D03_S004,38028_D03_S004,Puerto de La Cruz,4.5,13.2,28.9,6.9,46.5
2021,20220101_38028_D03_S005,38028_D03_S005,Puerto de La Cruz,5.2,6.1,35.5,7.6,45.6
2021,20220101_38028_D03_S006,38028_D03_S006,Puerto de La Cruz,6.9,5.6,37.9,7.4,42.3
2021,20220101_38028_D04_S001,38028_D04_S001,Puerto de La Cruz,5.2,11.8,28.3,6.7,48.1
2021,20220101_38028_D04_S002,38028_D04_S002,Puerto de La Cruz,7.9,4.7,25.1,10.1,52.2
2021,20220101_38028_D04_S003,38028_D04_S003,Puerto de La Cruz,5.2,11.7,22.2,8.7,52.2
2021,20220101_38028_D04_S004,38028_D04_S004,Puerto de La Cruz,6.0,14.0,22.1,6.3,51.6
2021,20220101_38028_D04_S005,38028_D04_S005,Puerto de La Cruz,8.3,3.9,28.6,10.6,48.6
2021,20220101_38029_D01_S001,38029_D01_S001,Puntagorda,4.1,17.7,20.4,6.0,51.9
2021,20220101_38029_D01_S002,38029_D01_S002,Puntagorda,3.6,15.5,21.0,5.3,54.6
2021,20220101_38030_D01_S001,38030_D01_S001,Puntallana,4.1,13.4,19.3,3.9,59.4
2021,20220101_38030_D01_S002,38030_D01_S002,Puntallana,2.9,14.1,23.6,3.1,56.4
2021,20220101_38031_D01_S001,38031_D01_S001,Los Realejos,4.4,10.0,23.0,7.5,55.1
2021,20220101_38031_D01_S002,38031_D01_S002,Los Realejos,4.0,18.8,16.0,6.3,54.9
2021,20220101_38031_D01_S003,38031_D01_S003,Los Realejos,4.2,10.1,18.1,7.2,60.4
2021,20220101_38031_D01_S004,38031_D01_S004,Los Realejos,4.5,8.3,19.8,7.6,59.8
2021,20220101_38031_D01_S005,38031_D01_S005,Los Realejos,4.3,9.3,19.6,7.5,59.3
2021,20220101_38031_D01_S006,38031_D01_S006,Los Realejos,3.4,11.0,16.9,7.3,61.5
2021,20220101_38031_D01_S007,38031_D01_S007,Los Realejos,4.8,6.2,22.1,8.6,58.4
2021,20220101_38031_D01_S008,38031_D01_S008,Los Realejos,3.6,12.3,14.4,7.1,62.6
2021,20220101_38031_D02_S001,38031_D02_S001,Los Realejos,4.2,10.7,23.5,7.0,54.6
2021,20220101_38031_D02_S002,38031_D02_S002,Los Realejos,4.0,8.8,18.7,6.4,62.1
2021,20220101_38031_D02_S003,38031_D02_S003,Los Realejos,5.9,5.8,24.2,8.8,55.4
2021,20220101_38031_D03_S001,38031_D03_S001,Los Realejos,5.2,10.2,21.4,7.1,56.1
2021,20220101_38031_D03_S002,38031_D03_S002,Los Realejos,3.9,9.3,23.0,8.1,55.7
2021,20220101_38031_D03_S003,38031_D03_S003,Los Realejos,6.7,5.3,24.0,9.1,55.0
2021,20220101_38031_D03_S004,38031_D03_S004,Los Realejos,3.6,11.0,18.1,6.0,61.3
2021,20220101_38031_D03_S005,38031_D03_S005,Los Realejos,4.8,8.9,25.5,7.7,53.1
2021,20220101_38031_D04_S001,38031_D04_S001,Los Realejos,4.5,10.7,20.3,9.8,54.7
2021,20220101_38031_D04_S002,38031_D04_S002,Los Realejos,2.8,15.8,15.1,5.7,60.5
2021,20220101_38031_D04_S003,38031_D04_S003,Los Realejos,3.0,18.0,24.0,3.7,51.3
2021,20220101_38031_D04_S004,38031_D04_S004,Los Realejos,4.4,13.7,22.4,7.9,51.6
2021,20220101_38031_D05_S001,38031_D05_S001,Los Realejos,5.5,4.1,28.2,9.7,52.5
2021,20220101_38031_D05_S002,38031_D05_S002,Los Realejos,6.7,3.8,27.1,10.3,52.2
2021,20220101_38031_D05_S003,38031_D05_S003,Los Realejos,6.1,5.0,23.2,12.0,53.7
2021,20220101_38031_D06_S001,38031_D06_S001,Los Realejos,8.1,7.3,22.1,6.7,55.9
2021,20220101_38031_D06_S002,38031_D06_S002,Los Realejos,7.5,7.5,22.4,8.2,54.3
2021,20220101_38032_D01_S001,38032_D01_S001,El Rosario,4.2,12.6,18.3,3.5,61.5
2021,20220101_38032_D01_S002,38032_D01_S002,El Rosario,3.8,9.3,23.4,4.9,58.6
2021,20220101_38032_D01_S003,38032_D01_S003,El Rosario,2.9,11.8,20.1,3.6,61.6
2021,20220101_38032_D01_S004,38032_D01_S004,El Rosario,2.7,14.4,10.6,3.0,69.2
2021,20220101_38032_D01_S005,38032_D01_S005,El Rosario,4.6,6.4,28.2,5.6,55.2
2021,20220101_38032_D01_S006,38032_D01_S006,El Rosario,2.9,15.5,12.1,2.7,66.8
2021,20220101_38032_D01_S007,38032_D01_S007,El Rosario,4.6,10.6,20.6,3.7,60.5
2021,20220101_38032_D01_S008,38032_D01_S008,El Rosario,2.6,13.3,19.0,2.5,62.7
2021,20220101_38032_D01_S009,38032_D01_S009,El Rosario,3.9,11.7,21.6,3.8,59.1
2021,20220101_38032_D01_S010,38032_D01_S010,El Rosario,3.7,9.1,23.8,4.3,59.1
2021,20220101_38032_D01_S011,38032_D01_S011,El Rosario,2.7,18.2,8.8,2.2,68.1
2021,20220101_38032_D01_S012,38032_D01_S012,El Rosario,2.0,22.0,13.2,1.9,60.9
2021,20220101_38032_D01_S013,38032_D01_S013,El Rosario,2.7,15.1,11.6,2.9,67.8
2021,20220101_38033_D01_S001,38033_D01_S001,San Andrés y Sauces,3.1,19.7,22.2,3.1,52.0
2021,20220101_38033_D01_S002,38033_D01_S002,San Andrés y Sauces,3.3,21.5,16.8,2.9,55.6
2021,20220101_38033_D01_S003,38033_D01_S003,San Andrés y Sauces,4.3,19.6,22.8,2.3,50.9
2021,20220101_38033_D02_S001,38033_D02_S001,San Andrés y Sauces,4.5,16.5,26.0,2.6,50.4
2021,20220101_38034_D01_S001,38034_D01_S001,San Juan de la Rambla,4.3,14.3,25.3,4.1,52.1
2021,20220101_38034_D01_S002,38034_D01_S002,San Juan de la Rambla,5.3,7.0,15.8,7.8,64.1
2021,20220101_38034_D01_S003,38034_D01_S003,San Juan de la Rambla,5.3,5.9,23.0,8.7,57.1
2021,20220101_38034_D01_S004,38034_D01_S004,San Juan de la Rambla,5.5,8.2,16.9,10.3,59.1
2021,20220101_38035_D01_S001,38035_D01_S001,San Miguel de Abona,3.9,7.5,20.5,8.9,59.2
2021,20220101_38035_D01_S002,38035_D01_S002,San Miguel de Abona,3.7,13.4,17.9,9.9,55.1
2021,20220101_38035_D01_S003,38035_D01_S003,San Miguel de Abona,3.8,15.4,15.9,9.3,55.7
2021,20220101_38035_D01_S004,38035_D01_S004,San Miguel de Abona,3.2,14.8,15.6,12.6,53.8
2021,20220101_38035_D01_S005,38035_D01_S005,San Miguel de Abona,4.0,18.7,16.4,8.9,52.0
2021,20220101_38035_D01_S006,38035_D01_S006,San Miguel de Abona,5.1,9.0,10.1,16.7,59.0
2021,20220101_38035_D01_S007,38035_D01_S007,San Miguel de Abona,3.7,11.3,5.9,11.7,67.4
2021,20220101_38035_D01_S008,38035_D01_S008,San Miguel de Abona,2.7,16.9,6.8,9.8,63.8
2021,20220101_38035_D01_S009,38035_D01_S009,San Miguel de Abona,4.5,8.3,11.4,14.5,61.3
2021,20220101_38036_D01_S001,38036_D01_S001,San Sebastián de La Gomera,3.0,12.9,15.1,3.1,65.9
2021,20220101_38036_D01_S002,38036_D01_S002,San Sebastián de La Gomera,4.3,9.8,20.0,5.0,61.0
2021,20220101_38036_D01_S003,38036_D01_S003,San Sebastián de La Gomera,4.5,13.9,18.8,3.9,58.9
2021,20220101_38036_D01_S005,38036_D01_S005,San Sebastián de La Gomera,3.7,8.3,15.6,4.1,68.4
2021,20220101_38036_D01_S006,38036_D01_S006,San Sebastián de La Gomera,3.9,11.5,19.5,3.4,61.8
2021,20220101_38036_D01_S007,38036_D01_S007,San Sebastián de La Gomera,6.0,7.2,14.9,5.2,66.7
2021,20220101_38037_D01_S001,38037_D01_S001,Santa Cruz de La Palma,2.6,19.2,21.6,2.8,53.8
2021,20220101_38037_D01_S002,38037_D01_S002,Santa Cruz de La Palma,4.7,6.5,25.2,4.9,58.7
2021,20220101_38037_D01_S003,38037_D01_S003,Santa Cruz de La Palma,3.1,12.1,21.0,3.1,60.7
2021,20220101_38037_D02_S001,38037_D02_S001,Santa Cruz de La Palma,2.2,17.1,26.1,3.0,51.7
2021,20220101_38037_D02_S002,38037_D02_S002,Santa Cruz de La Palma,4.1,10.7,27.2,3.2,54.9
2021,20220101_38037_D02_S003,38037_D02_S003,Santa Cruz de La Palma,4.5,7.1,29.6,3.8,55.1
2021,20220101_38037_D02_S005,38037_D02_S005,Santa Cruz de La Palma,3.0,12.2,18.1,2.9,63.8
2021,20220101_38037_D03_S001,38037_D03_S001,Santa Cruz de La Palma,3.4,9.7,17.8,2.6,66.6
2021,20220101_38037_D03_S002,38037_D03_S002,Santa Cruz de La Palma,4.1,8.3,28.2,3.7,55.7
2021,20220101_38037_D03_S003,38037_D03_S003,Santa Cruz de La Palma,5.6,3.1,31.5,5.6,54.3
2021,20220101_38037_D03_S004,38037_D03_S004,Santa Cruz de La Palma,3.6,11.4,26.1,3.2,55.6
2021,20220101_38037_D03_S005,38037_D03_S005,Santa Cruz de La Palma,4.9,8.6,23.1,4.5,58.9
2021,20220101_38038_D01_S001,38038_D01_S001,Santa Cruz de Tenerife,2.1,29.9,16.9,1.4,49.7
2021,20220101_38038_D01_S002,38038_D01_S002,Santa Cruz de Tenerife,4.4,11.5,21.3,3.0,59.8
2021,20220101_38038_D01_S003,38038_D01_S003,Santa Cruz de Tenerife,3.4,14.2,22.7,2.3,57.4
2021,20220101_38038_D01_S004,38038_D01_S004,Santa Cruz de Tenerife,3.2,24.9,20.0,2.2,49.8
2021,20220101_38038_D01_S006,38038_D01_S006,Santa Cruz de Tenerife,3.1,15.5,23.9,2.4,55.1
2021,20220101_38038_D01_S007,38038_D01_S007,Santa Cruz de Tenerife,3.7,16.6,22.7,2.3,54.7
2021,20220101_38038_D01_S008,38038_D01_S008,Santa Cruz de Tenerife,2.1,31.2,15.8,1.4,49.5
2021,20220101_38038_D01_S009,38038_D01_S009,Santa Cruz de Tenerife,1.9,21.4,29.0,0.9,46.8
2021,20220101_38038_D01_S010,38038_D01_S010,Santa Cruz de Tenerife,3.0,18.8,19.1,1.2,57.9
2021,20220101_38038_D01_S011,38038_D01_S011,Santa Cruz de Tenerife,3.6,26.4,21.6,1.5,47.0
2021,20220101_38038_D01_S012,38038_D01_S012,Santa Cruz de Tenerife,1.5,27.4,13.9,0.9,56.4
2021,20220101_38038_D02_S001,38038_D02_S001,Santa Cruz de Tenerife,3.7,20.6,19.5,2.1,54.1
2021,20220101_38038_D02_S002,38038_D02_S002,Santa Cruz de Tenerife,2.4,27.7,17.1,2.2,50.7
2021,20220101_38038_D02_S003,38038_D02_S003,Santa Cruz de Tenerife,3.4,19.5,19.2,2.0,56.0
2021,20220101_38038_D02_S004,38038_D02_S004,Santa Cruz de Tenerife,3.4,23.7,20.3,1.4,51.2
2021,20220101_38038_D02_S005,38038_D02_S005,Santa Cruz de Tenerife,3.7,19.0,22.0,1.8,53.5
2021,20220101_38038_D02_S006,38038_D02_S006,Santa Cruz de Tenerife,2.6,20.8,18.2,1.9,56.5
2021,20220101_38038_D02_S007,38038_D02_S007,Santa Cruz de Tenerife,2.3,23.6,23.8,1.9,48.4
2021,20220101_38038_D02_S008,38038_D02_S008,Santa Cruz de Tenerife,2.8,26.4,13.3,1.8,55.8
2021,20220101_38038_D02_S009,38038_D02_S009,Santa Cruz de Tenerife,3.5,13.4,21.1,2.3,59.7
2021,20220101_38038_D03_S001,38038_D03_S001,Santa Cruz de Tenerife,2.0,14.9,9.5,1.3,72.4
2021,20220101_38038_D03_S002,38038_D03_S002,Santa Cruz de Tenerife,3.7,13.5,23.4,2.1,57.2
2021,20220101_38038_D03_S003,38038_D03_S003,Santa Cruz de Tenerife,3.6,13.5,20.5,2.5,59.9
2021,20220101_38038_D03_S004,38038_D03_S004,Santa Cruz de Tenerife,5.9,6.1,29.2,3.3,55.6
2021,20220101_38038_D03_S005,38038_D03_S005,Santa Cruz de Tenerife,4.0,11.4,23.5,3.3,57.7
2021,20220101_38038_D03_S006,38038_D03_S006,Santa Cruz de Tenerife,2.3,15.8,24.0,1.6,56.4
2021,20220101_38038_D03_S007,38038_D03_S007,Santa Cruz de Tenerife,4.6,8.5,29.2,3.7,54.0
2021,20220101_38038_D03_S008,38038_D03_S008,Santa Cruz de Tenerife,4.5,11.9,24.4,3.3,55.9
2021,20220101_38038_D03_S009,38038_D03_S009,Santa Cruz de Tenerife,3.7,11.7,14.5,2.4,67.7
2021,20220101_38038_D03_S010,38038_D03_S010,Santa Cruz de Tenerife,5.5,11.8,22.4,3.1,57.3
2021,20220101_38038_D03_S011,38038_D03_S011,Santa Cruz de Tenerife,2.7,15.4,16.1,1.7,64.2
2021,20220101_38038_D03_S013,38038_D03_S013,Santa Cruz de Tenerife,2.5,11.1,22.6,2.5,61.4
2021,20220101_38038_D03_S014,38038_D03_S014,Santa Cruz de Tenerife,3.4,12.5,33.6,2.5,48.1
2021,20220101_38038_D03_S015,38038_D03_S015,Santa Cruz de Tenerife,3.7,12.6,26.6,2.5,54.7
2021,20220101_38038_D03_S016,38038_D03_S016,Santa Cruz de Tenerife,4.3,11.6,23.9,3.7,56.5
2021,20220101_38038_D03_S017,38038_D03_S017,Santa Cruz de Tenerife,2.7,11.6,18.4,2.5,64.8
2021,20220101_38038_D03_S018,38038_D03_S018,Santa Cruz de Tenerife,7.0,9.5,23.5,4.8,55.2
2021,20220101_38038_D03_S019,38038_D03_S019,Santa Cruz de Tenerife,2.8,12.4,30.4,2.3,52.2
2021,20220101_38038_D03_S020,38038_D03_S020,Santa Cruz de Tenerife,2.0,19.2,11.0,1.9,66.0
2021,20220101_38038_D04_S001,38038_D04_S001,Santa Cruz de Tenerife,7.4,13.2,21.2,6.6,51.6
2021,20220101_38038_D04_S002,38038_D04_S002,Santa Cruz de Tenerife,6.7,7.2,27.0,5.8,53.3
2021,20220101_38038_D04_S003,38038_D04_S003,Santa Cruz de Tenerife,6.7,6.8,20.7,5.8,60.1
2021,20220101_38038_D04_S004,38038_D04_S004,Santa Cruz de Tenerife,5.5,9.0,25.2,6.0,54.3
2021,20220101_38038_D04_S005,38038_D04_S005,Santa Cruz de Tenerife,7.1,10.5,24.0,6.4,52.0
2021,20220101_38038_D04_S006,38038_D04_S006,Santa Cruz de Tenerife,7.6,6.1,29.2,6.5,50.7
2021,20220101_38038_D04_S007,38038_D04_S007,Santa Cruz de Tenerife,5.8,2.3,35.4,5.8,50.7
2021,20220101_38038_D04_S009,38038_D04_S009,Santa Cruz de Tenerife,8.2,1.8,34.4,6.5,49.2
2021,20220101_38038_D04_S011,38038_D04_S011,Santa Cruz de Tenerife,8.6,4.7,29.0,6.4,51.2
2021,20220101_38038_D04_S012,38038_D04_S012,Santa Cruz de Tenerife,7.0,3.4,36.0,5.0,48.7
2021,20220101_38038_D04_S014,38038_D04_S014,Santa Cruz de Tenerife,5.6,2.5,32.8,5.5,53.7
2021,20220101_38038_D04_S015,38038_D04_S015,Santa Cruz de Tenerife,10.0,4.5,25.8,9.5,50.2
2021,20220101_38038_D05_S001,38038_D05_S001,Santa Cruz de Tenerife,2.2,39.5,15.9,1.2,41.2
2021,20220101_38038_D05_S002,38038_D05_S002,Santa Cruz de Tenerife,2.9,26.3,17.9,1.8,51.2
2021,20220101_38038_D05_S003,38038_D05_S003,Santa Cruz de Tenerife,3.5,17.8,21.7,2.3,54.8
2021,20220101_38038_D05_S004,38038_D05_S004,Santa Cruz de Tenerife,2.6,20.5,19.6,2.5,54.8
2021,20220101_38038_D05_S005,38038_D05_S005,Santa Cruz de Tenerife,3.3,16.3,21.1,2.2,57.1
2021,20220101_38038_D05_S006,38038_D05_S006,Santa Cruz de Tenerife,3.7,17.5,21.6,2.7,54.5
2021,20220101_38038_D05_S007,38038_D05_S007,Santa Cruz de Tenerife,3.6,16.3,22.4,2.9,54.8
2021,20220101_38038_D05_S008,38038_D05_S008,Santa Cruz de Tenerife,3.0,21.7,21.4,2.2,51.9
2021,20220101_38038_D05_S009,38038_D05_S009,Santa Cruz de Tenerife,1.9,46.9,14.0,1.1,36.1
2021,20220101_38038_D05_S010,38038_D05_S010,Santa Cruz de Tenerife,1.6,36.4,16.8,0.9,44.3
2021,20220101_38038_D05_S011,38038_D05_S011,Santa Cruz de Tenerife,3.7,19.4,26.7,2.0,48.2
2021,20220101_38038_D05_S012,38038_D05_S012,Santa Cruz de Tenerife,2.4,22.4,18.9,1.5,54.8
2021,20220101_38038_D05_S013,38038_D05_S013,Santa Cruz de Tenerife,4.1,14.5,23.6,3.2,54.6
2021,20220101_38038_D05_S014,38038_D05_S014,Santa Cruz de Tenerife,4.0,12.1,20.9,3.2,59.8
2021,20220101_38038_D05_S015,38038_D05_S015,Santa Cruz de Tenerife,3.0,17.6,24.0,2.7,52.8
2021,20220101_38038_D06_S001,38038_D06_S001,Santa Cruz de Tenerife,3.4,15.8,18.3,3.3,59.3
2021,20220101_38038_D06_S002,38038_D06_S002,Santa Cruz de Tenerife,2.4,16.8,24.9,1.6,54.3
2021,20220101_38038_D06_S003,38038_D06_S003,Santa Cruz de Tenerife,6.3,7.5,26.7,5.0,54.7
2021,20220101_38038_D06_S004,38038_D06_S004,Santa Cruz de Tenerife,7.8,4.4,27.9,5.5,54.4
2021,20220101_38038_D06_S005,38038_D06_S005,Santa Cruz de Tenerife,4.7,7.2,30.3,2.9,54.9
2021,20220101_38038_D06_S006,38038_D06_S006,Santa Cruz de Tenerife,2.1,22.7,21.0,1.4,52.8
2021,20220101_38038_D06_S007,38038_D06_S007,Santa Cruz de Tenerife,3.2,11.7,20.1,3.3,61.8
2021,20220101_38038_D06_S008,38038_D06_S008,Santa Cruz de Tenerife,3.2,22.1,21.2,2.0,51.6
2021,20220101_38038_D06_S010,38038_D06_S010,Santa Cruz de Tenerife,5.4,8.4,18.8,4.0,63.4
2021,20220101_38038_D06_S011,38038_D06_S011,Santa Cruz de Tenerife,4.8,7.5,21.3,4.7,61.6
2021,20220101_38038_D06_S012,38038_D06_S012,Santa Cruz de Tenerife,3.2,10.3,27.2,2.9,56.4
2021,20220101_38038_D06_S013,38038_D06_S013,Santa Cruz de Tenerife,3.7,17.7,27.0,2.3,49.3
2021,20220101_38038_D06_S014,38038_D06_S014,Santa Cruz de Tenerife,3.5,7.9,31.5,3.2,53.9
2021,20220101_38038_D06_S016,38038_D06_S016,Santa Cruz de Tenerife,8.7,2.6,32.7,6.6,49.4
2021,20220101_38038_D06_S017,38038_D06_S017,Santa Cruz de Tenerife,6.2,11.3,32.4,4.3,45.9
2021,20220101_38038_D06_S018,38038_D06_S018,Santa Cruz de Tenerife,4.3,6.9,33.5,3.2,52.1
2021,20220101_38038_D06_S019,38038_D06_S019,Santa Cruz de Tenerife,3.0,12.3,20.8,2.9,61.1
2021,20220101_38038_D06_S020,38038_D06_S020,Santa Cruz de Tenerife,5.3,7.4,24.3,4.7,58.3
2021,20220101_38038_D06_S021,38038_D06_S021,Santa Cruz de Tenerife,5.5,8.1,29.7,3.4,53.3
2021,20220101_38038_D06_S022,38038_D06_S022,Santa Cruz de Tenerife,3.2,10.5,26.6,2.3,57.4
2021,20220101_38038_D06_S023,38038_D06_S023,Santa Cruz de Tenerife,7.2,4.0,35.4,4.8,48.7
2021,20220101_38038_D06_S025,38038_D06_S025,Santa Cruz de Tenerife,3.6,15.2,25.0,1.4,54.8
2021,20220101_38038_D06_S026,38038_D06_S026,Santa Cruz de Tenerife,8.1,3.2,32.9,6.6,49.1
2021,20220101_38038_D06_S028,38038_D06_S028,Santa Cruz de Tenerife,4.5,5.9,27.5,3.3,58.8
2021,20220101_38038_D06_S029,38038_D06_S029,Santa Cruz de Tenerife,2.7,11.7,29.1,2.1,54.5
2021,20220101_38038_D07_S001,38038_D07_S001,Santa Cruz de Tenerife,4.0,8.8,12.1,3.4,71.8
2021,20220101_38038_D07_S002,38038_D07_S002,Santa Cruz de Tenerife,5.3,8.4,26.3,4.5,55.5
2021,20220101_38038_D07_S003,38038_D07_S003,Santa Cruz de Tenerife,5.2,6.9,30.7,4.3,53.0
2021,20220101_38038_D07_S004,38038_D07_S004,Santa Cruz de Tenerife,7.4,1.9,35.1,6.1,49.6
2021,20220101_38038_D07_S005,38038_D07_S005,Santa Cruz de Tenerife,4.4,5.3,26.1,3.9,60.3
2021,20220101_38038_D07_S006,38038_D07_S006,Santa Cruz de Tenerife,9.4,6.4,28.3,5.6,50.4
2021,20220101_38038_D07_S007,38038_D07_S007,Santa Cruz de Tenerife,6.9,6.9,26.7,5.0,54.4
2021,20220101_38038_D07_S009,38038_D07_S009,Santa Cruz de Tenerife,3.9,7.6,26.7,4.3,57.6
2021,20220101_38038_D08_S001,38038_D08_S001,Santa Cruz de Tenerife,5.2,5.2,32.9,5.1,51.6
2021,20220101_38038_D09_S001,38038_D09_S001,Santa Cruz de Tenerife,7.5,4.3,27.4,5.3,55.5
2021,20220101_38038_D09_S002,38038_D09_S002,Santa Cruz de Tenerife,7.4,3.4,26.2,5.7,57.4
