year,geo_renta,section_key,municipio,distrito,seccion,renta_bruta_media_hogar,renta_bruta_media_persona,renta_neta_uc_media,renta_neta_uc_mediana,renta_ratio_media_mediana,map_year_renta,geo_distribucion_ingresos,pct_otras_prestaciones,pct_otros_ingresos,pct_pensiones,pct_prestaciones_desempleo,pct_sueldos_salarios,geo_ocupacion,casos_alta_cualificacion,casos_ocupacion_no_consta,casos_ocupaciones_elementales,casos_cualificados_bajo,ocupacion_total,ocupacion_total_conocida,pct_alta_cualificacion,pct_ocupaciones_elementales,geo_actividad,casos_agricultura,casos_construccion,casos_industria,casos_actividad_no_consta,casos_servicios,actividad_total_conocida,pct_servicios,pct_industria_construccion,perfil_renta
2021,20220101_38025_D01_S001,38025_D01_S001,La Matanza de Acentejo,1,1,33971.0,10876.0,15209.0,14350.0,1.0598606271777002,2022,20220101_38025_D01_S001,4.5,5.0,19.8,5.4,65.4,20210101_38025_D01_S001,159.0,20.0,126.0,483.0,788.0,768.0,20.703125,16.40625,20210101_38025_D01_S001,16.0,130.0,45.0,0.0,597.0,788.0,75.76142131979695,22.20812182741117,baja
2021,20220101_38025_D01_S002,38025_D01_S002,La Matanza de Acentejo,1,2,33527.0,11102.0,15218.0,13650.0,1.1148717948717948,2022,20220101_38025_D01_S002,4.6,9.5,19.2,6.3,60.5,20210101_38025_D01_S002,127.0,17.0,91.0,364.0,599.0,582.0,21.8213058419244,15.63573883161512,20210101_38025_D01_S002,10.0,68.0,33.0,1.0,487.0,598.0,81.43812709030101,16.889632107023413,baja
2021,20220101_38025_D01_S003,38025_D01_S003,La Matanza de Acentejo,1,3,34090.0,12438.0,16587.0,15050.0,1.1021262458471761,2022,20220101_38025_D01_S003,4.1,10.8,14.1,5.5,65.5,20210101_38025_D01_S003,267.0,16.0,114.0,505.0,902.0,886.0,30.135440180586908,12.866817155756207,20210101_38025_D01_S003,10.0,79.0,47.0,0.0,766.0,902.0,84.92239467849224,13.968957871396896,media-baja
2021,20220101_38025_D01_S004,38025_D01_S004,La Matanza de Acentejo,1,4,36970.0,13792.0,17399.0,14350.0,1.2124738675958189,2022,20220101_38025_D01_S004,4.1,13.6,15.6,4.5,62.1,20210101_38025_D01_S004,273.0,21.0,100.0,469.0,863.0,842.0,32.42280285035629,11.876484560570072,20210101_38025_D01_S004,13.0,77.0,50.0,0.0,723.0,863.0,83.77752027809966,14.716106604866743,media-baja
2021,20220101_38025_D01_S005,38025_D01_S005,La Matanza de Acentejo,1,5,30026.0,11511.0,15094.0,12950.0,1.1655598455598455,2022,20220101_38025_D01_S005,5.4,10.8,22.3,6.7,54.8,20210101_38025_D01_S005,86.0,12.0,49.0,158.0,305.0,293.0,29.351535836177476,16.72354948805461,20210101_38025_D01_S005,7.0,41.0,10.0,1.0,246.0,304.0,80.92105263157895,16.776315789473685,baja
2021,20220101_38026_D01_S001,38026_D01_S001,La Orotava,1,1,44651.0,16772.0,20976.0,16450.0,1.2751367781155014,2022,20220101_38026_D01_S001,3.9,22.2,22.9,3.3,47.7,20210101_38026_D01_S001,246.0,21.0,45.0,234.0,546.0,525.0,46.857142857142854,8.571428571428571,20210101_38026_D01_S001,11.0,32.0,21.0,1.0,481.0,545.0,88.25688073394495,9.724770642201834,media-alta
2021,20220101_38026_D01_S002,38026_D01_S002,La Orotava,1,2,47126.0,15465.0,20116.0,17850.0,1.1269467787114846,2022,20220101_38026_D01_S002,3.4,11.9,20.7,4.4,59.6,20210101_38026_D01_S002,308.0,27.0,49.0,317.0,701.0,674.0,45.6973293768546,7.270029673590504,20210101_38026_D01_S002,11.0,38.0,19.0,0.0,633.0,701.0,90.29957203994294,8.131241084165477,media-baja
2021,20220101_38026_D01_S004,38026_D01_S004,La Orotava,1,4,37055.0,13431.0,17491.0,15050.0,1.1621926910299003,2022,20220101_38026_D01_S004,4.3,12.1,27.0,4.5,52.1,20210101_38026_D01_S004,255.0,15.0,55.0,317.0,642.0,627.0,40.66985645933014,8.771929824561404,20210101_38026_D01_S004,10.0,28.0,26.0,1.0,577.0,641.0,90.01560062402496,8.424336973478939,media-baja
2021,20220101_38026_D02_S001,38026_D02_S001,La Orotava,2,1,30705.0,11896.0,15155.0,13650.0,1.1102564102564103,2022,20220101_38026_D02_S001,5.3,15.9,24.4,5.4,49.0,20210101_38026_D02_S001,176.0,18.0,64.0,308.0,566.0,548.0,32.11678832116788,11.678832116788321,20210101_38026_D02_S001,12.0,40.0,27.0,0.0,487.0,566.0,86.04240282685512,11.837455830388693,baja
2021,20220101_38026_D02_S002,38026_D02_S002,La Orotava,2,2,29633.0,10238.0,14190.0,12950.0,1.0957528957528957,2022,20220101_38026_D02_S002,5.8,7.0,22.9,7.1,57.2,20210101_38026_D02_S002,98.0,12.0,60.0,277.0,447.0,435.0,22.528735632183906,13.793103448275861,20210101_38026_D02_S002,6.0,36.0,23.0,0.0,382.0,447.0,85.4586129753915,13.19910514541387,baja
2021,20220101_38026_D02_S003,38026_D02_S003,La Orotava,2,3,33972.0,11534.0,15737.0,14350.0,1.0966550522648084,2022,20220101_38026_D02_S003,4.0,10.3,10.5,7.0,68.3,20210101_38026_D02_S003,255.0,25.0,111.0,542.0,933.0,908.0,28.083700440528634,12.224669603524228,20210101_38026_D02_S003,8.0,82.0,46.0,0.0,797.0,933.0,85.42336548767418,13.719185423365488,baja
2021,20220101_38026_D02_S004,38026_D02_S004,La Orotava,2,4,30832.0,12017.0,15844.0,14350.0,1.1041114982578397,2022,20220101_38026_D02_S004,4.8,10.5,24.7,5.5,54.5,20210101_38026_D02_S004,131.0,11.0,36.0,213.0,391.0,380.0,34.473684210526315,9.473684210526315,20210101_38026_D02_S004,8.0,23.0,16.0,0.0,344.0,391.0,87.97953964194373,9.974424552429667,media-baja
2021,20220101_38026_D03_S001,38026_D03_S001,La Orotava,3,1,29934.0,9971.0,14027.0,13650.0,1.0276190476190477,2022,20220101_38026_D03_S001,6.1,6.1,21.7,8.5,57.6,20210101_38026_D03_S001,89.0,16.0,100.0,310.0,515.0,499.0,17.83567134268537,20.04008016032064,20210101_38026_D03_S001,21.0,67.0,29.0,1.0,397.0,514.0,77.23735408560312,18.67704280155642,baja
2021,20220101_38026_D03_S002,38026_D03_S002,La Orotava,3,2,32028.0,11348.0,15512.0,12950.0,1.1978378378378378,2022,20220101_38026_D03_S002,4.5,15.9,22.7,6.1,50.9,20210101_38026_D03_S002,112.0,13.0,56.0,240.0,421.0,408.0,27.45098039215686,13.72549019607843,20210101_38026_D03_S002,9.0,39.0,28.0,0.0,345.0,421.0,81.94774346793349,15.914489311163896,baja
2021,20220101_38026_D03_S003,38026_D03_S003,La Orotava,3,3,46032.0,16615.0,21050.0,17850.0,1.1792717086834734,2022,20220101_38026_D03_S003,2.5,22.7,21.5,3.9,49.5,20210101_38026_D03_S003,290.0,22.0,37.0,336.0,685.0,663.0,43.74057315233786,5.580693815987933,20210101_38026_D03_S003,8.0,37.0,26.0,0.0,614.0,685.0,89.63503649635037,9.197080291970803,media-alta
2021,20220101_38026_D03_S004,38026_D03_S004,La Orotava,3,4,32934.0,11828.0,15754.0,14350.0,1.0978397212543554,2022,20220101_38026_D03_S004,4.5,8.5,11.1,7.1,68.8,20210101_38026_D03_S004,264.0,12.0,94.0,452.0,822.0,810.0,32.592592592592595,11.604938271604938,20210101_38026_D03_S004,14.0,59.0,42.0,0.0,707.0,822.0,86.00973236009732,12.287104622871047,baja
2021,20220101_38026_D03_S005,38026_D03_S005,La Orotava,3,5,29271.0,10289.0,14244.0,13650.0,1.0435164835164834,2022,20220101_38026_D03_S005,5.1,7.7,25.3,6.8,55.1,20210101_38026_D03_S005,77.0,11.0,56.0,254.0,398.0,387.0,19.896640826873384,14.470284237726098,20210101_38026_D03_S005,13.0,39.0,31.0,0.0,315.0,398.0,79.14572864321607,17.587939698492463,baja
2021,20220101_38026_D03_S006,38026_D03_S006,La Orotava,3,6,36830.0,13040.0,17271.0,15050.0,1.1475747508305647,2022,20220101_38026_D03_S006,3.8,9.6,26.3,5.0,55.3,20210101_38026_D03_S006,238.0,14.0,70.0,409.0,731.0,717.0,33.19386331938633,9.762900976290098,20210101_38026_D03_S006,9.0,49.0,27.0,0.0,646.0,731.0,88.37209302325581,10.39671682626539,media-baja
2021,20220101_38026_D03_S007,38026_D03_S007,La Orotava,3,7,32050.0,11298.0,15338.0,14350.0,1.068850174216028,2022,20220101_38026_D03_S007,4.8,6.8,15.7,7.1,65.6,20210101_38026_D03_S007,129.0,5.0,71.0,299.0,504.0,499.0,25.851703406813627,14.228456913827655,20210101_38026_D03_S007,4.0,46.0,23.0,0.0,431.0,504.0,85.51587301587301,13.69047619047619,baja
2021,20220101_38026_D04_S001,38026_D04_S001,La Orotava,4,1,44158.0,16086.0,20158.0,15750.0,1.2798730158730158,2022,20220101_38026_D04_S001,2.9,24.8,14.3,5.2,52.8,20210101_38026_D04_S001,313.0,35.0,73.0,457.0,878.0,843.0,37.12930011862396,8.659549228944247,20210101_38026_D04_S001,13.0,45.0,34.0,0.0,786.0,878.0,89.52164009111617,8.997722095671982,media-alta
2021,20220101_38026_D04_S002,38026_D04_S002,La Orotava,4,2,37402.0,12496.0,16875.0,15050.0,1.1212624584717608,2022,20220101_38026_D04_S002,3.6,11.2,14.5,6.1,64.6,20210101_38026_D04_S002,151.0,11.0,70.0,323.0,555.0,544.0,27.75735294117647,12.867647058823529,20210101_38026_D04_S002,10.0,55.0,30.0,0.0,460.0,555.0,82.88288288288288,15.315315315315315,media-baja
2021,20220101_38026_D04_S003,38026_D04_S003,La Orotava,4,3,48167.0,16934.0,21226.0,15750.0,1.3476825396825396,2022,20220101_38026_D04_S003,2.7,21.9,19.3,3.8,52.3,20210101_38026_D04_S003,175.0,18.0,37.0,197.0,427.0,409.0,42.78728606356968,9.04645476772616,20210101_38026_D04_S003,12.0,29.0,22.0,0.0,364.0,427.0,85.24590163934427,11.943793911007026,media-alta
2021,20220101_38026_D04_S004,38026_D04_S004,La Orotava,4,4,29203.0,9832.0,13605.0,12250.0,1.1106122448979592,2022,20220101_38026_D04_S004,7.2,8.9,23.3,8.5,52.2,20210101_38026_D04_S004,60.0,4.0,28.0,167.0,259.0,255.0,23.529411764705884,10.980392156862745,20210101_38026_D04_S004,5.0,17.0,13.0,0.0,224.0,259.0,86.48648648648648,11.583011583011583,baja
2021,20220101_38026_D04_S005,38026_D04_S005,La Orotava,4,5,43667.0,15610.0,19652.0,16450.0,1.1946504559270517,2022,20220101_38026_D04_S005,3.2,17.1,17.5,4.8,57.4,20210101_38026_D04_S005,278.0,29.0,45.0,364.0,716.0,687.0,40.46579330422125,6.550218340611353,20210101_38026_D04_S005,12.0,35.0,29.0,0.0,640.0,716.0,89.3854748603352,8.938547486033519,media-baja
2021,20220101_38026_D05_S001,38026_D05_S001,La Orotava,5,1,30565.0,10540.0,14475.0,12950.0,1.1177606177606179,2022,20220101_38026_D05_S001,5.0,8.8,15.8,7.2,63.1,20210101_38026_D05_S001,145.0,22.0,126.0,441.0,734.0,712.0,20.365168539325843,17.696629213483146,20210101_38026_D05_S001,19.0,104.0,38.0,0.0,573.0,734.0,78.06539509536785,19.346049046321525,baja
2021,20220101_38026_D05_S002,38026_D05_S002,La Orotava,5,2,31020.0,10602.0,14537.0,13650.0,1.0649816849816849,2022,20220101_38026_D05_S002,5.1,10.5,20.6,6.6,57.2,20210101_38026_D05_S002,103.0,13.0,73.0,248.0,437.0,424.0,24.29245283018868,17.21698113207547,20210101_38026_D05_S002,13.0,55.0,24.0,1.0,344.0,436.0,78.89908256880734,18.119266055045873,baja
2021,20220101_38026_D05_S003,38026_D05_S003,La Orotava,5,3,29591.0,10385.0,14294.0,12950.0,1.1037837837837838,2022,20220101_38026_D05_S003,4.3,9.2,22.3,6.3,57.9,20210101_38026_D05_S003,147.0,18.0,120.0,412.0,697.0,679.0,21.649484536082475,17.673048600883654,20210101_38026_D05_S003,22.0,91.0,37.0,0.0,547.0,697.0,78.47919655667145,18.36441893830703,baja
2021,20220101_38026_D05_S004,38026_D05_S004,La Orotava,5,4,22409.0,8233.0,11505.0,10850.0,1.06036866359447,2022,20220101_38026_D05_S004,7.8,2.7,31.5,9.1,48.9,20210101_38026_D05_S004,46.0,4.0,78.0,213.0,341.0,337.0,13.649851632047477,23.14540059347181,20210101_38026_D05_S004,5.0,36.0,14.0,0.0,286.0,341.0,83.87096774193549,14.662756598240469,baja
2021,20220101_38026_D05_S005,38026_D05_S005,La Orotava,5,5,30050.0,10772.0,14925.0,13650.0,1.0934065934065933,2022,20220101_38026_D05_S005,5.1,8.1,13.2,7.3,66.3,20210101_38026_D05_S005,134.0,14.0,77.0,422.0,647.0,633.0,21.169036334913113,12.164296998420221,20210101_38026_D05_S005,9.0,73.0,43.0,0.0,522.0,647.0,80.68006182380216,17.928902627511594,baja
2021,20220101_38026_D06_S001,38026_D06_S001,La Orotava,6,1,26503.0,8909.0,12563.0,11550.0,1.0877056277056276,2022,20220101_38026_D06_S001,7.0,4.3,26.7,7.0,55.0,20210101_38026_D06_S001,22.0,7.0,77.0,181.0,287.0,280.0,7.857142857142857,27.5,20210101_38026_D06_S001,20.0,56.0,6.0,0.0,205.0,287.0,71.42857142857143,21.60278745644599,baja
2021,20220101_38026_D06_S002,38026_D06_S002,La Orotava,6,2,26617.0,9121.0,12783.0,12250.0,1.0435102040816326,2022,20220101_38026_D06_S002,5.4,6.2,24.7,7.3,56.5,20210101_38026_D06_S002,54.0,14.0,112.0,232.0,412.0,398.0,13.5678391959799,28.14070351758794,20210101_38026_D06_S002,15.0,75.0,18.0,0.0,304.0,412.0,73.7864077669903,22.57281553398058,baja
2021,20220101_38026_D06_S003,38026_D06_S003,La Orotava,6,3,26649.0,9308.0,12944.0,11550.0,1.1206926406926407,2022,20220101_38026_D06_S003,7.1,10.5,20.4,8.1,54.0,20210101_38026_D06_S003,76.0,17.0,104.0,372.0,569.0,552.0,13.768115942028986,18.840579710144926,20210101_38026_D06_S003,7.0,78.0,35.0,0.0,449.0,569.0,78.9103690685413,19.85940246045694,baja
2021,20220101_38026_D06_S004,38026_D06_S004,La Orotava,6,4,30136.0,8868.0,13064.0,12250.0,1.0664489795918368,2022,20220101_38026_D06_S004,6.5,9.2,19.0,7.0,58.3,20210101_38026_D06_S004,46.0,31.0,186.0,333.0,596.0,565.0,8.141592920353983,32.92035398230089,20210101_38026_D06_S004,75.0,142.0,26.0,3.0,350.0,593.0,59.02192242833052,28.33052276559865,baja
2021,20220101_38027_D01_S001,38027_D01_S001,El Paso,1,1,35370.0,12100.0,16663.0,15050.0,1.1071760797342192,2022,20220101_38027_D01_S001,4.8,14.6,17.2,5.7,57.8,20210101_38027_D01_S001,145.0,22.0,69.0,315.0,551.0,529.0,27.410207939508506,13.043478260869565,20210101_38027_D01_S001,29.0,70.0,32.0,1.0,419.0,550.0,76.18181818181819,18.545454545454547,media-baja
2021,20220101_38027_D02_S001,38027_D02_S001,El Paso,2,1,35386.0,12166.0,16396.0,14350.0,1.1425783972125436,2022,20220101_38027_D02_S001,3.9,15.9,18.2,5.7,56.2,20210101_38027_D02_S001,243.0,31.0,121.0,492.0,887.0,856.0,28.38785046728972,14.13551401869159,20210101_38027_D02_S001,57.0,65.0,39.0,2.0,724.0,885.0,81.80790960451978,11.751412429378531,media-baja
2021,20220101_38027_D03_S001,38027_D03_S001,El Paso,3,1,38049.0,12858.0,17251.0,14350.0,1.2021602787456447,2022,20220101_38027_D03_S001,3.7,19.5,21.1,4.0,51.7,20210101_38027_D03_S001,136.0,27.0,68.0,249.0,480.0,453.0,30.02207505518764,15.01103752759382,20210101_38027_D03_S001,42.0,46.0,18.0,4.0,370.0,476.0,77.73109243697479,13.445378151260504,media-baja
2021,20220101_38027_D03_S002,38027_D03_S002,El Paso,3,2,34559.0,13089.0,17019.0,14350.0,1.1859930313588851,2022,20220101_38027_D03_S002,3.4,22.5,20.5,4.9,48.8,20210101_38027_D03_S002,154.0,24.0,62.0,233.0,473.0,449.0,34.29844097995546,13.808463251670378,20210101_38027_D03_S002,28.0,48.0,22.0,1.0,374.0,472.0,79.23728813559322,14.830508474576272,media-baja
2021,20220101_38027_D04_S001,38027_D04_S001,El Paso,4,1,34775.0,12071.0,16757.0,14350.0,1.1677351916376306,2022,20220101_38027_D04_S001,5.7,18.7,19.1,4.2,52.3,20210101_38027_D04_S001,117.0,24.0,74.0,266.0,481.0,457.0,25.601750547045953,16.192560175054705,20210101_38027_D04_S001,63.0,54.0,25.0,0.0,339.0,481.0,70.47817047817048,16.424116424116423,media-baja
2021,20220101_38028_D01_S001,38028_D01_S001,Puerto de La Cruz,1,1,25978.0,13066.0,16009.0,12250.0,1.306857142857143,2022,20220101_38028_D01_S001,6.4,16.3,31.3,6.2,39.9,20210101_38028_D01_S001,104.0,9.0,32.0,149.0,294.0,285.0,36.49122807017544,11.228070175438596,20210101_38028_D01_S001,4.0,3.0,7.0,0.0,280.0,294.0,95.23809523809524,3.401360544217687,media-baja
2021,20220101_38028_D01_S002,38028_D01_S002,Puerto de La Cruz,1,2,24158.0,12665.0,14968.0,11550.0,1.295930735930736,2022,20220101_38028_D01_S002,4.7,16.9,28.8,6.8,42.8,20210101_38028_D01_S002,171.0,20.0,57.0,325.0,573.0,553.0,30.922242314647377,10.30741410488246,20210101_38028_D01_S002,12.0,17.0,13.0,0.0,531.0,573.0,92.67015706806282,5.2356020942408374,media-baja
2021,20220101_38028_D01_S003,38028_D01_S003,Puerto de La Cruz,1,3,38304.0,18958.0,22395.0,17850.0,1.2546218487394958,2022,20220101_38028_D01_S003,2.5,26.1,28.7,4.0,38.7,20210101_38028_D01_S003,414.0,38.0,39.0,456.0,947.0,909.0,45.54455445544554,4.29042904290429,20210101_38028_D01_S003,19.0,29.0,29.0,1.0,869.0,946.0,91.86046511627907,6.13107822410148,media-alta
2021,20220101_38028_D01_S004,38028_D01_S004,Puerto de La Cruz,1,4,43518.0,19122.0,22963.0,19250.0,1.1928831168831169,2022,20220101_38028_D01_S004,2.6,23.3,18.2,3.7,52.2,20210101_38028_D01_S004,423.0,28.0,36.0,348.0,835.0,807.0,52.41635687732342,4.4609665427509295,20210101_38028_D01_S004,7.0,39.0,22.0,1.0,766.0,834.0,91.84652278177458,7.314148681055156,media-alta
2021,20220101_38028_D02_S001,38028_D02_S001,Puerto de La Cruz,2,1,31693.0,16360.0,18667.0,14350.0,1.300836236933798,2022,20220101_38028_D02_S001,2.7,23.9,30.6,4.8,37.9,20210101_38028_D02_S001,112.0,14.0,20.0,163.0,309.0,295.0,37.96610169491525,6.779661016949152,20210101_38028_D02_S001,3.0,13.0,8.0,1.0,284.0,308.0,92.20779220779221,6.818181818181818,media-alta
2021,20220101_38028_D02_S002,38028_D02_S002,Puerto de La Cruz,2,2,29032.0,14058.0,17349.0,14350.0,1.2089895470383276,2022,20220101_38028_D02_S002,5.3,19.2,28.8,6.3,40.5,20210101_38028_D02_S002,77.0,8.0,22.0,110.0,217.0,209.0,36.8421052631579,10.526315789473685,20210101_38028_D02_S002,3.0,6.0,7.0,0.0,201.0,217.0,92.62672811059907,5.990783410138249,media-baja
2021,20220101_38028_D02_S003,38028_D02_S003,Puerto de La Cruz,2,3,38343.0,17562.0,20950.0,15750.0,1.33015873015873,2022,20220101_38028_D02_S003,2.8,25.0,18.8,4.7,48.7,20210101_38028_D02_S003,180.0,17.0,28.0,213.0,438.0,421.0,42.75534441805225,6.65083135391924,20210101_38028_D02_S003,9.0,14.0,17.0,0.0,398.0,438.0,90.8675799086758,7.077625570776256,media-alta
2021,20220101_38028_D02_S004,38028_D02_S004,Puerto de La Cruz,2,4,36818.0,14877.0,18630.0,15050.0,1.237873754152824,2022,20220101_38028_D02_S004,3.5,16.7,22.9,5.1,51.7,20210101_38028_D02_S004,345.0,29.0,71.0,381.0,826.0,797.0,43.28732747804266,8.90840652446675,20210101_38028_D02_S004,7.0,31.0,19.0,0.0,769.0,826.0,93.09927360774819,6.053268765133172,media-baja
2021,20220101_38028_D02_S005,38028_D02_S005,Puerto de La Cruz,2,5,35444.0,12193.0,16267.0,13650.0,1.1917216117216116,2022,20220101_38028_D02_S005,4.8,10.5,20.7,7.8,56.3,20210101_38028_D02_S005,176.0,17.0,92.0,381.0,666.0,649.0,27.11864406779661,14.175654853620955,20210101_38028_D02_S005,8.0,25.0,27.0,0.0,606.0,666.0,90.990990990991,7.807807807807808,media-baja
2021,20220101_38028_D03_S001,38028_D03_S001,Puerto de La Cruz,3,1,30969.0,13286.0,16322.0,14350.0,1.1374216027874564,2022,20220101_38028_D03_S001,4.6,15.0,29.4,6.9,44.2,20210101_38028_D03_S001,112.0,7.0,33.0,178.0,330.0,323.0,34.6749226006192,10.21671826625387,20210101_38028_D03_S001,2.0,13.0,9.0,0.0,306.0,330.0,92.72727272727273,6.666666666666667,media-baja
2021,20220101_38028_D03_S002,38028_D03_S002,Puerto de La Cruz,3,2,28347.0,12767.0,15888.0,14350.0,1.107177700348432,2022,20220101_38028_D03_S002,3.8,11.2,36.2,7.0,41.9,20210101_38028_D03_S002,95.0,7.0,42.0,202.0,346.0,339.0,28.023598820058996,12.389380530973451,20210101_38028_D03_S002,5.0,17.0,16.0,0.0,308.0,346.0,89.01734104046243,9.53757225433526,media-baja
2021,20220101_38028_D03_S003,38028_D03_S003,Puerto de La Cruz,3,3,24463.0,10813.0,13979.0,12950.0,1.0794594594594595,2022,20220101_38028_D03_S003,6.5,4.3,29.8,9.2,50.3,20210101_38028_D03_S003,53.0,13.0,46.0,182.0,294.0,281.0,18.86120996441281,16.370106761565836,20210101_38028_D03_S003,0.0,5.0,16.0,0.0,273.0,294.0,92.85714285714286,7.142857142857143,baja
2021,20220101_38028_D03_S004,38028_D03_S004,Puerto de La Cruz,3,4,28393.0,12872.0,15935.0,14350.0,1.1104529616724739,2022,20220101_38028_D03_S004,4.5,13.2,28.9,6.9,46.5,20210101_38028_D03_S004,147.0,18.0,47.0,263.0,475.0,457.0,32.16630196936543,10.284463894967177,20210101_38028_D03_S004,8.0,21.0,12.0,0.0,434.0,475.0,91.36842105263158,6.947368421052632,media-baja
2021,20220101_38028_D03_S005,38028_D03_S005,Puerto de La Cruz,3,5,30286.0,11703.0,15439.0,14350.0,1.0758885017421602,2022,20220101_38028_D03_S005,5.2,6.1,35.5,7.6,45.6,20210101_38028_D03_S005,74.0,7.0,60.0,242.0,383.0,376.0,19.680851063829788,15.957446808510639,20210101_38028_D03_S005,0.0,19.0,14.0,0.0,350.0,383.0,91.38381201044386,8.616187989556137,baja
2021,20220101_38028_D03_S006,38028_D03_S006,Puerto de La Cruz,3,6,26775.0,12029.0,15437.0,14350.0,1.0757491289198606,2022,20220101_38028_D03_S006,6.9,5.6,37.9,7.4,42.3,20210101_38028_D03_S006,79.0,16.0,53.0,224.0,372.0,356.0,22.191011235955056,14.887640449438202,20210101_38028_D03_S006,6.0,9.0,12.0,0.0,345.0,372.0,92.74193548387096,5.645161290322581,media-baja
2021,20220101_38028_D04_S001,38028_D04_S001,Puerto de La Cruz,4,1,31796.0,12237.0,16228.0,15050.0,1.0782724252491693,2022,20220101_38028_D04_S001,5.2,11.8,28.3,6.7,48.1,20210101_38028_D04_S001,93.0,19.0,62.0,272.0,446.0,427.0,21.779859484777518,14.519906323185012,20210101_38028_D04_S001,5.0,28.0,17.0,0.0,396.0,446.0,88.78923766816143,10.089686098654708,media-baja
2021,20220101_38028_D04_S002,38028_D04_S002,Puerto de La Cruz,4,2,27493.0,9281.0,13079.0,12250.0,1.0676734693877552,2022,20220101_38028_D04_S002,7.9,4.7,25.1,10.1,52.2,20210101_38028_D04_S002,75.0,15.0,68.0,208.0,366.0,351.0,21.367521367521366,19.373219373219374,20210101_38028_D04_S002,13.0,22.0,10.0,0.0,321.0,366.0,87.70491803278688,8.743169398907105,baja
2021,20220101_38028_D04_S003,38028_D04_S003,Puerto de La Cruz,4,3,31012.0,10657.0,14476.0,12950.0,1.1178378378378377,2022,20220101_38028_D04_S003,5.2,11.7,22.2,8.7,52.2,20210101_38028_D04_S003,121.0,16.0,122.0,451.0,710.0,694.0,17.435158501440924,17.579250720461093,20210101_38028_D04_S003,13.0,34.0,26.0,0.0,637.0,710.0,89.71830985915493,8.450704225352112,baja
2021,20220101_38028_D04_S004,38028_D04_S004,Puerto de La Cruz,4,4,33631.0,12323.0,16339.0,14350.0,1.1386062717770036,2022,20220101_38028_D04_S004,6.0,14.0,22.1,6.3,51.6,20210101_38028_D04_S004,205.0,18.0,53.0,284.0,560.0,542.0,37.82287822878229,9.77859778597786,20210101_38028_D04_S004,13.0,28.0,15.0,1.0,503.0,559.0,89.98211091234347,7.6923076923076925,media-baja
2021,20220101_38028_D04_S005,38028_D04_S005,Puerto de La Cruz,4,5,26271.0,9232.0,12895.0,11550.0,1.1164502164502164,2022,20220101_38028_D04_S005,8.3,3.9,28.6,10.6,48.6,20210101_38028_D04_S005,25.0,5.0,43.0,125.0,198.0,193.0,12.953367875647668,22.27979274611399,20210101_38028_D04_S005,6.0,14.0,12.0,0.0,166.0,198.0,83.83838383838383,13.131313131313131,baja
2021,20220101_38029_D01_S001,38029_D01_S001,Puntagorda,1,1,24503.0,8732.0,12216.0,10500.0,1.1634285714285715,2022,20220101_38029_D01_S001,4.1,17.7,20.4,6.0,51.9,20210101_38029_D01_S001,72.0,17.0,68.0,193.0,350.0,333.0,21.62162162162162,20.42042042042042,20210101_38029_D01_S001,35.0,57.0,23.0,0.0,235.0,350.0,67.14285714285714,22.857142857142858,baja
2021,20220101_38029_D01_S002,38029_D01_S002,Puntagorda,1,2,28245.0,9592.0,13350.0,11550.0,1.155844155844156,2022,20220101_38029_D01_S002,3.6,15.5,21.0,5.3,54.6,20210101_38029_D01_S002,83.0,26.0,45.0,200.0,354.0,328.0,25.304878048780488,13.71951219512195,20210101_38029_D01_S002,37.0,38.0,19.0,3.0,257.0,351.0,73.21937321937322,16.23931623931624,baja
2021,20220101_38030_D01_S001,38030_D01_S001,Puntallana,1,1,35297.0,12907.0,17026.0,15050.0,1.131295681063123,2022,20220101_38030_D01_S001,4.1,13.4,19.3,3.9,59.4,20210101_38030_D01_S001,133.0,24.0,106.0,300.0,563.0,539.0,24.675324675324674,19.666048237476808,20210101_38030_D01_S001,40.0,66.0,22.0,0.0,435.0,563.0,77.26465364120781,15.630550621669627,media-baja
2021,20220101_38030_D01_S002,38030_D01_S002,Puntallana,1,2,36965.0,13014.0,17706.0,15750.0,1.1241904761904762,2022,20220101_38030_D01_S002,2.9,14.1,23.6,3.1,56.4,20210101_38030_D01_S002,126.0,22.0,53.0,226.0,427.0,405.0,31.11111111111111,13.08641975308642,20210101_38030_D01_S002,55.0,27.0,29.0,1.0,315.0,426.0,73.94366197183099,13.145539906103286,media-baja
2021,20220101_38031_D01_S001,38031_D01_S001,Los Realejos,1,1,29809.0,10509.0,14571.0,13650.0,1.0674725274725274,2022,20220101_38031_D01_S001,4.4,10.0,23.0,7.5,55.1,20210101_38031_D01_S001,78.0,7.0,60.0,200.0,345.0,338.0,23.076923076923077,17.75147928994083,20210101_38031_D01_S001,12.0,28.0,17.0,0.0,288.0,345.0,83.47826086956522,13.043478260869565,baja
2021,20220101_38031_D01_S002,38031_D01_S002,Los Realejos,1,2,37453.0,12945.0,17079.0,14350.0,1.1901742160278745,2022,20220101_38031_D01_S002,4.0,18.8,16.0,6.3,54.9,20210101_38031_D01_S002,240.0,35.0,98.0,529.0,902.0,867.0,27.68166089965398,11.303344867358708,20210101_38031_D01_S002,12.0,59.0,58.0,1.0,772.0,901.0,85.68257491675915,12.985571587125417,media-baja
