year,geo_actividad,section_key,municipio,casos_agricultura,casos_construccion,casos_industria,casos_actividad_no_consta,casos_servicios,actividad_total_conocida,pct_servicios,pct_industria_construccion
2021,20210101_38038_D09_S002,38038_D09_S002,Santa Cruz de Tenerife,4.0,13.0,10.0,0.0,206.0,233.0,88.41201716738198,9.871244635193133
2021,20210101_38038_D09_S003,38038_D09_S003,Santa Cruz de Tenerife,4.0,18.0,19.0,0.0,319.0,360.0,88.61111111111111,10.277777777777779
2021,20210101_38038_D09_S006,38038_D09_S006,Santa Cruz de Tenerife,3.0,30.0,20.0,0.0,363.0,416.0,87.25961538461539,12.01923076923077
2021,20210101_38038_D09_S007,38038_D09_S007,Santa Cruz de Tenerife,1.0,13.0,15.0,0.0,253.0,282.0,89.71631205673759,9.929078014184396
2021,20210101_38038_D09_S009,38038_D09_S009,Santa Cruz de Tenerife,2.0,30.0,18.0,0.0,415.0,465.0,89.24731182795699,10.32258064516129
2021,20210101_38038_D09_S010,38038_D09_S010,Santa Cruz de Tenerife,1.0,24.0,27.0,0.0,333.0,385.0,86.49350649350649,13.246753246753247
2021,20210101_38038_D09_S011,38038_D09_S011,Santa Cruz de Tenerife,5.0,26.0,23.0,0.0,294.0,348.0,84.48275862068965,14.080459770114942
2021,20210101_38038_D09_S012,38038_D09_S012,Santa Cruz de Tenerife,11.0,37.0,22.0,0.0,490.0,560.0,87.5,10.535714285714286
2021,20210101_38038_D09_S014,38038_D09_S014,Santa Cruz de Tenerife,2.0,16.0,13.0,0.0,228.0,259.0,88.03088803088804,11.196911196911197
2021,20210101_38038_D09_S015,38038_D09_S015,Santa Cruz de Tenerife,2.0,10.0,18.0,0.0,281.0,311.0,90.35369774919614,9.003215434083602
2021,20210101_38038_D09_S016,38038_D09_S016,Santa Cruz de Tenerife,2.0,14.0,12.0,0.0,299.0,327.0,91.43730886850153,7.951070336391437
2021,20210101_38038_D09_S018,38038_D09_S018,Santa Cruz de Tenerife,5.0,8.0,11.0,0.0,184.0,208.0,88.46153846153847,9.134615384615385
2021,20210101_38038_D09_S019,38038_D09_S019,Santa Cruz de Tenerife,5.0,25.0,18.0,0.0,481.0,529.0,90.92627599243856,8.128544423440454
2021,20210101_38038_D09_S021,38038_D09_S021,Santa Cruz de Tenerife,1.0,21.0,15.0,0.0,226.0,263.0,85.93155893536121,13.688212927756654
2021,20210101_38038_D09_S022,38038_D09_S022,Santa Cruz de Tenerife,4.0,18.0,20.0,0.0,358.0,400.0,89.5,9.5
2021,20210101_38038_D10_S001,38038_D10_S001,Santa Cruz de Tenerife,0.0,17.0,21.0,0.0,217.0,255.0,85.09803921568627,14.901960784313726
2021,20210101_38038_D10_S002,38038_D10_S002,Santa Cruz de Tenerife,0.0,21.0,15.0,0.0,282.0,318.0,88.67924528301887,11.320754716981131
2021,20210101_38038_D10_S003,38038_D10_S003,Santa Cruz de Tenerife,4.0,19.0,12.0,0.0,320.0,355.0,90.14084507042253,8.732394366197184
2021,20210101_38038_D10_S004,38038_D10_S004,Santa Cruz de Tenerife,0.0,10.0,14.0,0.0,185.0,209.0,88.51674641148325,11.483253588516746
2021,20210101_38038_D10_S005,38038_D10_S005,Santa Cruz de Tenerife,2.0,18.0,9.0,0.0,223.0,252.0,88.4920634920635,10.714285714285714
2021,20210101_38038_D10_S006,38038_D10_S006,Santa Cruz de Tenerife,5.0,20.0,26.0,0.0,492.0,543.0,90.60773480662984,8.47145488029466
2021,20210101_38038_D10_S007,38038_D10_S007,Santa Cruz de Tenerife,4.0,16.0,11.0,0.0,264.0,295.0,89.49152542372882,9.152542372881356
2021,20210101_38038_D10_S008,38038_D10_S008,Santa Cruz de Tenerife,3.0,17.0,18.0,0.0,295.0,333.0,88.58858858858859,10.51051051051051
2021,20210101_38038_D10_S009,38038_D10_S009,Santa Cruz de Tenerife,3.0,18.0,15.0,0.0,284.0,320.0,88.75,10.3125
2021,20210101_38038_D10_S010,38038_D10_S010,Santa Cruz de Tenerife,3.0,10.0,10.0,0.0,194.0,217.0,89.40092165898618,9.216589861751151
2021,20210101_38038_D10_S011,38038_D10_S011,Santa Cruz de Tenerife,2.0,13.0,16.0,0.0,464.0,495.0,93.73737373737374,5.858585858585859
2021,20210101_38038_D10_S012,38038_D10_S012,Santa Cruz de Tenerife,5.0,20.0,18.0,0.0,277.0,320.0,86.5625,11.875
2021,20210101_38038_D10_S013,38038_D10_S013,Santa Cruz de Tenerife,3.0,9.0,10.0,0.0,169.0,191.0,88.48167539267016,9.947643979057592
2021,20210101_38038_D10_S014,38038_D10_S014,Santa Cruz de Tenerife,1.0,26.0,11.0,0.0,302.0,340.0,88.82352941176471,10.882352941176471
2021,20210101_38038_D10_S015,38038_D10_S015,Santa Cruz de Tenerife,1.0,15.0,18.0,1.0,410.0,444.0,92.34234234234235,7.4324324324324325
2021,20210101_38038_D10_S016,38038_D10_S016,Santa Cruz de Tenerife,0.0,21.0,19.0,0.0,395.0,435.0,90.80459770114942,9.195402298850574
2021,20210101_38038_D11_S001,38038_D11_S001,Santa Cruz de Tenerife,4.0,40.0,33.0,0.0,510.0,587.0,86.88245315161839,12.43611584327087
2021,20210101_38038_D11_S002,38038_D11_S002,Santa Cruz de Tenerife,8.0,42.0,55.0,0.0,662.0,767.0,86.3102998696219,12.646675358539765
2021,20210101_38038_D11_S003,38038_D11_S003,Santa Cruz de Tenerife,3.0,55.0,56.0,0.0,1035.0,1149.0,90.07832898172323,9.660574412532638
2021,20210101_38038_D11_S004,38038_D11_S004,Santa Cruz de Tenerife,7.0,51.0,53.0,0.0,658.0,769.0,85.56566970091028,13.524057217165149
2021,20210101_38038_D11_S005,38038_D11_S005,Santa Cruz de Tenerife,2.0,35.0,43.0,0.0,383.0,463.0,82.72138228941685,16.846652267818573
2021,20210101_38038_D11_S006,38038_D11_S006,Santa Cruz de Tenerife,7.0,48.0,41.0,0.0,598.0,694.0,86.1671469740634,12.82420749279539
2021,20210101_38038_D11_S007,38038_D11_S007,Santa Cruz de Tenerife,2.0,34.0,21.0,0.0,412.0,469.0,87.84648187633262,11.727078891257996
2021,20210101_38038_D11_S008,38038_D11_S008,Santa Cruz de Tenerife,1.0,30.0,32.0,0.0,505.0,568.0,88.90845070422536,10.915492957746478
2021,20210101_38038_D11_S009,38038_D11_S009,Santa Cruz de Tenerife,3.0,25.0,20.0,0.0,333.0,381.0,87.4015748031496,11.811023622047244
2021,20210101_38038_D11_S010,38038_D11_S010,Santa Cruz de Tenerife,6.0,37.0,29.0,0.0,510.0,582.0,87.62886597938144,11.34020618556701
2021,20210101_38038_D11_S011,38038_D11_S011,Santa Cruz de Tenerife,5.0,17.0,6.0,0.0,291.0,319.0,91.22257053291536,7.210031347962382
2021,20210101_38038_D11_S012,38038_D11_S012,Santa Cruz de Tenerife,8.0,27.0,22.0,0.0,443.0,500.0,88.6,9.8
2021,20210101_38038_D11_S013,38038_D11_S013,Santa Cruz de Tenerife,4.0,44.0,40.0,0.0,597.0,685.0,87.15328467153284,12.262773722627736
2021,20210101_38038_D11_S014,38038_D11_S014,Santa Cruz de Tenerife,2.0,22.0,29.0,0.0,454.0,507.0,89.54635108481263,10.059171597633137
2021,20210101_38038_D11_S015,38038_D11_S015,Santa Cruz de Tenerife,4.0,42.0,39.0,0.0,518.0,603.0,85.90381426202322,13.432835820895523
2021,20210101_38038_D11_S016,38038_D11_S016,Santa Cruz de Tenerife,8.0,17.0,18.0,0.0,288.0,331.0,87.00906344410876,10.574018126888218
2021,20210101_38038_D11_S017,38038_D11_S017,Santa Cruz de Tenerife,5.0,24.0,19.0,0.0,352.0,400.0,88.0,10.75
2021,20210101_38038_D11_S018,38038_D11_S018,Santa Cruz de Tenerife,3.0,24.0,36.0,0.0,693.0,756.0,91.66666666666667,7.936507936507937
2021,20210101_38038_D11_S019,38038_D11_S019,Santa Cruz de Tenerife,3.0,29.0,25.0,0.0,374.0,431.0,86.77494199535963,12.529002320185615
2021,20210101_38038_D11_S020,38038_D11_S020,Santa Cruz de Tenerife,4.0,38.0,26.0,0.0,614.0,682.0,90.02932551319648,9.3841642228739
2021,20210101_38038_D11_S021,38038_D11_S021,Santa Cruz de Tenerife,1.0,29.0,63.0,0.0,923.0,1016.0,90.84645669291339,9.05511811023622
2021,20210101_38038_D12_S001,38038_D12_S001,Santa Cruz de Tenerife,6.0,57.0,36.0,0.0,574.0,673.0,85.28974739970282,13.818722139673106
2021,20210101_38038_D12_S002,38038_D12_S002,Santa Cruz de Tenerife,8.0,46.0,66.0,0.0,680.0,800.0,85.0,14.0
2021,20210101_38038_D12_S003,38038_D12_S003,Santa Cruz de Tenerife,3.0,15.0,22.0,0.0,292.0,332.0,87.95180722891567,11.144578313253012
2021,20210101_38038_D12_S004,38038_D12_S004,Santa Cruz de Tenerife,7.0,30.0,23.0,0.0,440.0,500.0,88.0,10.6
2021,20210101_38038_D12_S005,38038_D12_S005,Santa Cruz de Tenerife,3.0,65.0,79.0,0.0,785.0,932.0,84.2274678111588,15.450643776824034
2021,20210101_38038_D12_S006,38038_D12_S006,Santa Cruz de Tenerife,1.0,40.0,45.0,0.0,586.0,672.0,87.20238095238095,12.648809523809524
2021,20210101_38038_D12_S007,38038_D12_S007,Santa Cruz de Tenerife,2.0,21.0,31.0,0.0,319.0,373.0,85.52278820375335,13.941018766756033
2021,20210101_38038_D12_S008,38038_D12_S008,Santa Cruz de Tenerife,5.0,51.0,53.0,0.0,857.0,966.0,88.71635610766046,10.766045548654244
2021,20210101_38038_D12_S009,38038_D12_S009,Santa Cruz de Tenerife,6.0,49.0,79.0,1.0,883.0,1017.0,86.82399213372665,12.586037364798427
2021,20210101_38038_D12_S010,38038_D12_S010,Santa Cruz de Tenerife,5.0,31.0,36.0,0.0,653.0,725.0,90.06896551724138,9.241379310344827
2021,20210101_38038_D12_S011,38038_D12_S011,Santa Cruz de Tenerife,2.0,47.0,40.0,0.0,691.0,780.0,88.58974358974359,11.153846153846153
2021,20210101_38039_D01_S001,38039_D01_S001,Santa Úrsula,12.0,81.0,38.0,0.0,567.0,698.0,81.23209169054441,17.048710601719197
2021,20210101_38039_D01_S002,38039_D01_S002,Santa Úrsula,16.0,83.0,14.0,0.0,441.0,554.0,79.6028880866426,17.509025270758123
2021,20210101_38039_D01_S003,38039_D01_S003,Santa Úrsula,11.0,82.0,24.0,1.0,373.0,490.0,76.12244897959184,21.632653061224488
2021,20210101_38039_D01_S004,38039_D01_S004,Santa Úrsula,6.0,45.0,32.0,2.0,625.0,708.0,88.2768361581921,10.875706214689265
2021,20210101_38039_D01_S005,38039_D01_S005,Santa Úrsula,6.0,52.0,20.0,1.0,426.0,504.0,84.52380952380952,14.285714285714286
2021,20210101_38039_D01_S006,38039_D01_S006,Santa Úrsula,6.0,58.0,30.0,1.0,576.0,670.0,85.97014925373135,13.134328358208956
2021,20210101_38039_D01_S007,38039_D01_S007,Santa Úrsula,6.0,74.0,42.0,0.0,617.0,739.0,83.49120433017592,15.696887686062245
2021,20210101_38039_D01_S008,38039_D01_S008,Santa Úrsula,7.0,46.0,21.0,0.0,355.0,429.0,82.75058275058275,15.617715617715618
2021,20210101_38039_D01_S009,38039_D01_S009,Santa Úrsula,7.0,43.0,38.0,0.0,861.0,949.0,90.72708113804005,8.535300316122234
2021,20210101_38040_D01_S001,38040_D01_S001,Santiago del Teide,19.0,33.0,35.0,0.0,450.0,537.0,83.79888268156425,12.66294227188082
2021,20210101_38040_D01_S002,38040_D01_S002,Santiago del Teide,30.0,46.0,13.0,0.0,855.0,944.0,90.57203389830508,6.25
2021,20210101_38040_D01_S003,38040_D01_S003,Santiago del Teide,55.0,67.0,36.0,0.0,857.0,1015.0,84.43349753694581,10.147783251231527
2021,20210101_38040_D01_S004,38040_D01_S004,Santiago del Teide,32.0,50.0,31.0,0.0,1027.0,1140.0,90.08771929824562,7.105263157894737
2021,20210101_38041_D01_S001,38041_D01_S001,"Sauzal, El",8.0,53.0,43.0,0.0,712.0,816.0,87.25490196078431,11.764705882352942
2021,20210101_38041_D01_S002,38041_D01_S002,"Sauzal, El",7.0,44.0,32.0,1.0,275.0,358.0,76.81564245810056,21.22905027932961
2021,20210101_38041_D01_S003,38041_D01_S003,"Sauzal, El",13.0,62.0,37.0,0.0,365.0,477.0,76.51991614255765,20.754716981132077
2021,20210101_38041_D01_S004,38041_D01_S004,"Sauzal, El",6.0,48.0,26.0,0.0,591.0,671.0,88.07749627421758,11.028315946348734
2021,20210101_38041_D01_S005,38041_D01_S005,"Sauzal, El",5.0,43.0,34.0,0.0,569.0,651.0,87.40399385560676,11.827956989247312
2021,20210101_38041_D01_S006,38041_D01_S006,"Sauzal, El",18.0,63.0,49.0,0.0,413.0,543.0,76.05893186003684,20.626151012891345
2021,20210101_38042_D01_S001,38042_D01_S001,"Silos, Los",74.0,29.0,15.0,1.0,361.0,479.0,75.36534446764092,9.18580375782881
2021,20210101_38042_D01_S002,38042_D01_S002,"Silos, Los",72.0,28.0,16.0,0.0,249.0,365.0,68.21917808219177,12.054794520547945
2021,20210101_38042_D01_S003,38042_D01_S003,"Silos, Los",76.0,19.0,9.0,0.0,251.0,355.0,70.70422535211267,7.887323943661972
2021,20210101_38042_D01_S004,38042_D01_S004,"Silos, Los",95.0,25.0,10.0,0.0,218.0,348.0,62.64367816091954,10.057471264367816
2021,20210101_38043_D01_S001,38043_D01_S001,Tacoronte,13.0,55.0,44.0,1.0,665.0,777.0,85.58558558558559,12.741312741312742
2021,20210101_38043_D01_S002,38043_D01_S002,Tacoronte,29.0,68.0,41.0,0.0,531.0,669.0,79.37219730941705,16.292974588938716
2021,20210101_38043_D01_S003,38043_D01_S003,Tacoronte,11.0,45.0,41.0,0.0,572.0,669.0,85.50074738415546,12.855007473841555
2021,20210101_38043_D01_S004,38043_D01_S004,Tacoronte,6.0,42.0,34.0,0.0,344.0,426.0,80.75117370892019,17.84037558685446
2021,20210101_38043_D01_S005,38043_D01_S005,Tacoronte,14.0,68.0,45.0,0.0,482.0,609.0,79.14614121510674,18.555008210180624
2021,20210101_38043_D01_S006,38043_D01_S006,Tacoronte,6.0,24.0,18.0,1.0,243.0,291.0,83.50515463917526,14.43298969072165
2021,20210101_38043_D01_S007,38043_D01_S007,Tacoronte,12.0,55.0,49.0,1.0,490.0,606.0,80.85808580858085,17.16171617161716
2021,20210101_38043_D01_S008,38043_D01_S008,Tacoronte,12.0,43.0,37.0,0.0,553.0,645.0,85.73643410852713,12.4031007751938
2021,20210101_38043_D01_S009,38043_D01_S009,Tacoronte,48.0,80.0,50.0,0.0,731.0,909.0,80.41804180418042,14.3014301430143
2021,20210101_38043_D01_S010,38043_D01_S010,Tacoronte,6.0,51.0,33.0,0.0,552.0,642.0,85.98130841121495,13.08411214953271
2021,20210101_38043_D01_S011,38043_D01_S011,Tacoronte,10.0,57.0,38.0,0.0,819.0,924.0,88.63636363636364,10.281385281385282
2021,20210101_38043_D01_S012,38043_D01_S012,Tacoronte,11.0,80.0,50.0,0.0,502.0,643.0,78.0715396578538,20.21772939346812
2021,20210101_38043_D01_S013,38043_D01_S013,Tacoronte,7.0,48.0,35.0,0.0,406.0,496.0,81.85483870967742,16.733870967741936
2021,20210101_38043_D01_S014,38043_D01_S014,Tacoronte,10.0,22.0,27.0,0.0,496.0,555.0,89.36936936936937,8.82882882882883
2021,20210101_38043_D01_S015,38043_D01_S015,Tacoronte,4.0,33.0,25.0,0.0,485.0,547.0,88.6654478976234,10.603290676416819
2021,20210101_38044_D01_S001,38044_D01_S001,"Tanque, El",42.0,58.0,18.0,0.0,399.0,517.0,77.17601547388782,14.700193423597678
2021,20210101_38044_D01_S002,38044_D01_S002,"Tanque, El",34.0,46.0,15.0,0.0,301.0,396.0,76.01010101010101,15.404040404040405
2021,20210101_38045_D01_S001,38045_D01_S001,Tazacorte,20.0,22.0,11.0,2.0,136.0,189.0,71.95767195767196,17.46031746031746
2021,20210101_38045_D01_S002,38045_D01_S002,Tazacorte,60.0,44.0,29.0,1.0,553.0,686.0,80.61224489795919,10.641399416909621
2021,20210101_38045_D01_S003,38045_D01_S003,Tazacorte,30.0,32.0,12.0,7.0,255.0,329.0,77.50759878419453,13.373860182370821
2021,20210101_38045_D01_S004,38045_D01_S004,Tazacorte,48.0,38.0,11.0,1.0,238.0,335.0,71.04477611940298,14.626865671641792
2021,20210101_38046_D01_S001,38046_D01_S001,Tegueste,12.0,38.0,44.0,0.0,785.0,879.0,89.30602957906711,9.328782707622299
2021,20210101_38046_D01_S002,38046_D01_S002,Tegueste,24.0,43.0,54.0,0.0,621.0,742.0,83.69272237196766,13.07277628032345
2021,20210101_38046_D01_S003,38046_D01_S003,Tegueste,26.0,56.0,54.0,0.0,583.0,719.0,81.08484005563282,15.299026425591098
2021,20210101_38046_D01_S004,38046_D01_S004,Tegueste,29.0,70.0,61.0,0.0,797.0,957.0,83.28108672936258,13.688610240334379
2021,20210101_38046_D01_S005,38046_D01_S005,Tegueste,17.0,33.0,20.0,0.0,349.0,419.0,83.29355608591885,12.649164677804295
2021,20210101_38046_D01_S006,38046_D01_S006,Tegueste,7.0,35.0,36.0,0.0,471.0,549.0,85.79234972677595,12.932604735883425
2021,20210101_38046_D01_S007,38046_D01_S007,Tegueste,15.0,35.0,44.0,0.0,520.0,614.0,84.69055374592834,12.866449511400651
2021,20210101_38047_D01_S001,38047_D01_S001,Tijarafe,44.0,99.0,13.0,2.0,436.0,592.0,73.64864864864865,18.91891891891892
2021,20210101_38047_D01_S002,38047_D01_S002,Tijarafe,63.0,33.0,12.0,1.0,219.0,327.0,66.97247706422019,13.761467889908257
2021,20210101_38048_D01_S001,38048_D01_S001,Valverde,16.0,54.0,28.0,0.0,685.0,783.0,87.48403575989784,10.472541507024266
2021,20210101_38048_D01_S002,38048_D01_S002,Valverde,30.0,57.0,52.0,0.0,618.0,757.0,81.63804491413474,14.39894319682959
2021,20210101_38048_D01_S004,38048_D01_S004,Valverde,7.0,20.0,12.0,0.0,431.0,470.0,91.70212765957447,6.808510638297872
2021,20210101_38049_D01_S001,38049_D01_S001,Valle Gran Rey,32.0,43.0,19.0,0.0,902.0,996.0,90.56224899598394,6.224899598393574
2021,20210101_38049_D01_S002,38049_D01_S002,Valle Gran Rey,11.0,41.0,15.0,0.0,486.0,553.0,87.88426763110307,10.126582278481013
2021,20210101_38050_D01_S001,38050_D01_S001,Vallehermoso,38.0,53.0,38.0,0.0,516.0,645.0,80.0,14.108527131782946
2021,20210101_38050_D03_S001,38050_D03_S001,Vallehermoso,65.0,26.0,10.0,1.0,179.0,280.0,63.92857142857143,12.857142857142858
2021,20210101_38051_D01_S001,38051_D01_S001,"Victoria de Acentejo, La",6.0,42.0,11.0,0.0,211.0,270.0,78.14814814814815,19.62962962962963
2021,20210101_38051_D01_S002,38051_D01_S002,"Victoria de Acentejo, La",7.0,49.0,26.0,0.0,378.0,460.0,82.17391304347827,16.304347826086957
2021,20210101_38051_D01_S003,38051_D01_S003,"Victoria de Acentejo, La",18.0,88.0,23.0,0.0,286.0,415.0,68.91566265060241,26.746987951807228
2021,20210101_38051_D01_S004,38051_D01_S004,"Victoria de Acentejo, La",4.0,41.0,16.0,3.0,227.0,288.0,78.81944444444444,19.791666666666668
2021,20210101_38051_D01_S005,38051_D01_S005,"Victoria de Acentejo, La",9.0,59.0,39.0,0.0,461.0,568.0,81.16197183098592,17.253521126760564
2021,20210101_38051_D01_S006,38051_D01_S006,"Victoria de Acentejo, La",8.0,89.0,38.0,1.0,623.0,758.0,82.18997361477572,16.75461741424802
2021,20210101_38051_D01_S007,38051_D01_S007,"Victoria de Acentejo, La",5.0,63.0,36.0,1.0,416.0,520.0,80.0,19.03846153846154
2021,20210101_38052_D01_S001,38052_D01_S001,Vilaflor de Chasna,25.0,28.0,52.0,1.0,557.0,662.0,84.13897280966768,12.084592145015106
2021,20210101_38053_D01_S001,38053_D01_S001,Villa de Mazo,19.0,32.0,25.0,1.0,388.0,464.0,83.62068965517241,12.28448275862069
2021,20210101_38053_D01_S002,38053_D01_S002,Villa de Mazo,21.0,38.0,16.0,1.0,301.0,376.0,80.05319148936171,14.361702127659575
2021,20210101_38053_D01_S003,38053_D01_S003,Villa de Mazo,32.0,34.0,22.0,0.0,340.0,428.0,79.4392523364486,13.08411214953271
2021,20210101_38053_D01_S004,38053_D01_S004,Villa de Mazo,18.0,45.0,11.0,0.0,222.0,296.0,75.0,18.91891891891892
2021,20210101_38053_D01_S005,38053_D01_S005,Villa de Mazo,31.0,50.0,19.0,0.0,250.0,350.0,71.42857142857143,19.714285714285715
2021,20210101_38901_D01_S001,38901_D01_S001,"Pinar de El Hierro, El",69.0,56.0,32.0,0.0,546.0,703.0,77.66714082503556,12.517780938833571
2022,20220101_38001_D01_S001,38001_D01_S001,Adeje,3.0,44.0,24.0,0.0,690.0,761.0,90.67017082785809,8.935611038107753
2022,20220101_38001_D01_S002,38001_D01_S002,Adeje,9.0,36.0,20.0,0.0,1096.0,1161.0,94.40137812230836,4.823428079242032
2022,20220101_38001_D01_S003,38001_D01_S003,Adeje,18.0,39.0,20.0,1.0,1075.0,1152.0,93.31597222222223,5.121527777777778
2022,20220101_38001_D01_S004,38001_D01_S004,Adeje,34.0,40.0,24.0,0.0,803.0,901.0,89.12319644839067,7.103218645948946
2022,20220101_38001_D01_S005,38001_D01_S005,Adeje,53.0,60.0,41.0,0.0,990.0,1144.0,86.53846153846153,8.828671328671328
2022,20220101_38001_D01_S006,38001_D01_S006,Adeje,35.0,52.0,47.0,0.0,1090.0,1224.0,89.05228758169935,8.088235294117647
2022,20220101_38001_D01_S007,38001_D01_S007,Adeje,18.0,42.0,23.0,0.0,1493.0,1576.0,94.73350253807106,4.124365482233503
2022,20220101_38001_D01_S008,38001_D01_S008,Adeje,7.0,61.0,16.0,0.0,1004.0,1088.0,92.27941176470588,7.077205882352941
2022,20220101_38001_D01_S009,38001_D01_S009,Adeje,7.0,52.0,33.0,1.0,1196.0,1288.0,92.85714285714286,6.599378881987578
2022,20220101_38001_D01_S010,38001_D01_S010,Adeje,9.0,26.0,31.0,0.0,570.0,636.0,89.62264150943396,8.962264150943396
2022,20220101_38001_D01_S011,38001_D01_S011,Adeje,43.0,62.0,17.0,0.0,1388.0,1510.0,91.9205298013245,5.231788079470198
2022,20220101_38001_D01_S012,38001_D01_S012,Adeje,15.0,45.0,32.0,0.0,856.0,948.0,90.29535864978902,8.122362869198312
2022,20220101_38001_D01_S013,38001_D01_S013,Adeje,8.0,68.0,24.0,0.0,1487.0,1587.0,93.69880277252678,5.797101449275362
2022,20220101_38001_D01_S014,38001_D01_S014,Adeje,11.0,16.0,8.0,0.0,593.0,628.0,94.4267515923567,3.821656050955414
2022,20220101_38001_D01_S015,38001_D01_S015,Adeje,12.0,40.0,25.0,0.0,885.0,962.0,91.995841995842,6.756756756756757
2022,20220101_38001_D01_S016,38001_D01_S016,Adeje,10.0,34.0,17.0,0.0,545.0,606.0,89.93399339933994,8.415841584158416
2022,20220101_38001_D01_S017,38001_D01_S017,Adeje,16.0,47.0,18.0,0.0,1038.0,1119.0,92.76139410187668,5.80875781948168
2022,20220101_38001_D01_S018,38001_D01_S018,Adeje,3.0,87.0,30.0,0.0,1632.0,1752.0,93.15068493150685,6.678082191780822
2022,20220101_38002_D01_S001,38002_D01_S001,Agulo,18.0,37.0,8.0,0.0,316.0,379.0,83.37730870712402,11.87335092348285
2022,20220101_38003_D01_S001,38003_D01_S001,Alajeró,25.0,81.0,20.0,0.0,743.0,869.0,85.5005753739931,11.622554660529344
2022,20220101_38004_D01_S001,38004_D01_S001,Arafo,22.0,56.0,81.0,0.0,709.0,868.0,81.68202764976958,15.783410138248849
2022,20220101_38004_D01_S002,38004_D01_S002,Arafo,14.0,47.0,61.0,0.0,539.0,661.0,81.54311649016641,16.338880484114977
2022,20220101_38004_D01_S003,38004_D01_S003,Arafo,23.0,52.0,60.0,0.0,665.0,800.0,83.125,14.0
2022,20220101_38005_D01_S001,38005_D01_S001,Arico,85.0,20.0,26.0,0.0,185.0,316.0,58.54430379746835,14.556962025316455
2022,20220101_38005_D01_S002,38005_D01_S002,Arico,46.0,14.0,38.0,0.0,207.0,305.0,67.8688524590164,17.049180327868854
2022,20220101_38005_D01_S003,38005_D01_S003,Arico,39.0,36.0,46.0,0.0,362.0,483.0,74.94824016563147,16.977225672877847
2022,20220101_38005_D01_S004,38005_D01_S004,Arico,32.0,80.0,94.0,1.0,934.0,1140.0,81.9298245614035,15.263157894736842
2022,20220101_38005_D01_S005,38005_D01_S005,Arico,65.0,86.0,89.0,1.0,719.0,959.0,74.97393117831074,18.248175182481752
2022,20220101_38005_D01_S006,38005_D01_S006,Arico,29.0,15.0,42.0,0.0,189.0,275.0,68.72727272727273,20.727272727272727
2022,20220101_38006_D01_S001,38006_D01_S001,Arona,10.0,33.0,40.0,0.0,420.0,503.0,83.49900596421472,14.512922465208748
2022,20220101_38006_D01_S002,38006_D01_S002,Arona,14.0,46.0,27.0,0.0,672.0,759.0,88.53754940711462,9.617918313570488
2022,20220101_38006_D01_S003,38006_D01_S003,Arona,15.0,87.0,48.0,0.0,1089.0,1239.0,87.89346246973366,10.895883777239709
2022,20220101_38006_D01_S004,38006_D01_S004,Arona,16.0,73.0,41.0,0.0,968.0,1098.0,88.16029143897997,10.382513661202186
2022,20220101_38006_D01_S005,38006_D01_S005,Arona,14.0,31.0,16.0,0.0,846.0,907.0,93.27453142227122,5.181918412348401
2022,20220101_38006_D01_S006,38006_D01_S006,Arona,5.0,26.0,16.0,0.0,634.0,681.0,93.09838472834068,6.167400881057269
2022,20220101_38006_D01_S007,38006_D01_S007,Arona,61.0,45.0,14.0,0.0,648.0,768.0,84.375,7.682291666666667
2022,20220101_38006_D01_S008,38006_D01_S008,Arona,33.0,39.0,23.0,0.0,737.0,832.0,88.58173076923077,7.451923076923077
2022,20220101_38006_D01_S009,38006_D01_S009,Arona,15.0,70.0,46.0,0.0,1036.0,1167.0,88.77463581833761,9.940017137960583
2022,20220101_38006_D01_S010,38006_D01_S010,Arona,12.0,61.0,61.0,0.0,893.0,1027.0,86.95228821811101,11.879259980525804
2022,20220101_38006_D01_S011,38006_D01_S011,Arona,15.0,45.0,18.0,1.0,1481.0,1559.0,94.99679281590764,4.041051956382296
2022,20220101_38006_D01_S012,38006_D01_S012,Arona,7.0,37.0,26.0,0.0,444.0,514.0,86.38132295719845,12.256809338521402
2022,20220101_38006_D01_S013,38006_D01_S013,Arona,92.0,69.0,32.0,0.0,900.0,1093.0,82.34217749313815,9.240622140896615
2022,20220101_38006_D01_S014,38006_D01_S014,Arona,12.0,31.0,20.0,0.0,1018.0,1081.0,94.17206290471785,4.717853839037928
2022,20220101_38006_D01_S015,38006_D01_S015,Arona,7.0,26.0,16.0,1.0,999.0,1048.0,95.32442748091603,4.00763358778626
2022,20220101_38006_D01_S016,38006_D01_S016,Arona,16.0,103.0,43.0,0.0,1368.0,1530.0,89.41176470588235,9.542483660130719
2022,20220101_38006_D01_S017,38006_D01_S017,Arona,9.0,15.0,7.0,0.0,327.0,358.0,91.34078212290503,6.145251396648045
2022,20220101_38006_D01_S018,38006_D01_S018,Arona,18.0,83.0,52.0,0.0,1488.0,1641.0,90.6764168190128,8.226691042047532
2022,20220101_38006_D01_S019,38006_D01_S019,Arona,8.0,19.0,20.0,0.0,603.0,650.0,92.76923076923077,6.0
2022,20220101_38006_D01_S020,38006_D01_S020,Arona,7.0,43.0,12.0,0.0,1181.0,1243.0,95.01206757843926,4.424778761061947
2022,20220101_38006_D01_S021,38006_D01_S021,Arona,63.0,72.0,52.0,0.0,803.0,990.0,81.11111111111111,12.525252525252526
2022,20220101_38006_D01_S022,38006_D01_S022,Arona,33.0,78.0,33.0,0.0,938.0,1082.0,86.69131238447319,10.258780036968577
