year,geo_actividad,section_key,municipio,casos_agricultura,casos_construccion,casos_industria,casos_actividad_no_consta,casos_servicios,actividad_total_conocida,pct_servicios,pct_industria_construccion
2022,20220101_38037_D02_S003,38037_D02_S003,Santa Cruz de la Palma,19.0,56.0,33.0,0.0,901.0,1009.0,89.29633300297324,8.820614469772051
2022,20220101_38037_D02_S005,38037_D02_S005,Santa Cruz de la Palma,1.0,2.0,0.0,0.0,30.0,33.0,90.9090909090909,6.0606060606060606
2022,20220101_38037_D03_S001,38037_D03_S001,Santa Cruz de la Palma,10.0,19.0,10.0,0.0,405.0,444.0,91.21621621621621,6.531531531531532
2022,20220101_38037_D03_S002,38037_D03_S002,Santa Cruz de la Palma,13.0,19.0,16.0,0.0,315.0,363.0,86.77685950413223,9.641873278236915
2022,20220101_38037_D03_S003,38037_D03_S003,Santa Cruz de la Palma,5.0,32.0,19.0,0.0,386.0,442.0,87.33031674208145,11.538461538461538
2022,20220101_38037_D03_S004,38037_D03_S004,Santa Cruz de la Palma,23.0,45.0,22.0,0.0,401.0,491.0,81.67006109979633,13.64562118126273
2022,20220101_38037_D03_S005,38037_D03_S005,Santa Cruz de la Palma,14.0,62.0,33.0,0.0,499.0,608.0,82.07236842105263,15.625
2022,20220101_38038_D01_S001,38038_D01_S001,Santa Cruz de Tenerife,9.0,21.0,24.0,1.0,593.0,647.0,91.65378670788253,6.955177743431221
2022,20220101_38038_D01_S002,38038_D01_S002,Santa Cruz de Tenerife,2.0,12.0,10.0,0.0,380.0,404.0,94.05940594059406,5.445544554455446
2022,20220101_38038_D01_S003,38038_D01_S003,Santa Cruz de Tenerife,3.0,18.0,21.0,1.0,582.0,624.0,93.26923076923077,6.25
2022,20220101_38038_D01_S004,38038_D01_S004,Santa Cruz de Tenerife,7.0,12.0,10.0,0.0,462.0,491.0,94.09368635437882,4.480651731160896
2022,20220101_38038_D01_S006,38038_D01_S006,Santa Cruz de Tenerife,6.0,24.0,27.0,0.0,759.0,816.0,93.01470588235294,6.25
2022,20220101_38038_D01_S007,38038_D01_S007,Santa Cruz de Tenerife,1.0,7.0,11.0,0.0,293.0,312.0,93.91025641025641,5.769230769230769
2022,20220101_38038_D01_S008,38038_D01_S008,Santa Cruz de Tenerife,7.0,23.0,40.0,0.0,806.0,876.0,92.00913242009132,7.191780821917808
2022,20220101_38038_D01_S009,38038_D01_S009,Santa Cruz de Tenerife,3.0,13.0,20.0,1.0,402.0,438.0,91.78082191780823,7.534246575342466
2022,20220101_38038_D01_S010,38038_D01_S010,Santa Cruz de Tenerife,2.0,14.0,16.0,1.0,611.0,643.0,95.02332814930016,4.665629860031104
2022,20220101_38038_D01_S011,38038_D01_S011,Santa Cruz de Tenerife,4.0,12.0,16.0,0.0,370.0,402.0,92.03980099502488,6.965174129353234
2022,20220101_38038_D01_S012,38038_D01_S012,Santa Cruz de Tenerife,2.0,29.0,30.0,1.0,747.0,808.0,92.45049504950495,7.301980198019802
2022,20220101_38038_D02_S001,38038_D02_S001,Santa Cruz de Tenerife,3.0,10.0,17.0,1.0,460.0,490.0,93.87755102040816,5.510204081632653
2022,20220101_38038_D02_S002,38038_D02_S002,Santa Cruz de Tenerife,5.0,6.0,8.0,0.0,366.0,385.0,95.06493506493507,3.6363636363636362
2022,20220101_38038_D02_S003,38038_D02_S003,Santa Cruz de Tenerife,1.0,22.0,16.0,1.0,542.0,581.0,93.28743545611016,6.540447504302926
2022,20220101_38038_D02_S004,38038_D02_S004,Santa Cruz de Tenerife,4.0,9.0,14.0,0.0,317.0,344.0,92.15116279069767,6.686046511627907
2022,20220101_38038_D02_S005,38038_D02_S005,Santa Cruz de Tenerife,3.0,17.0,16.0,1.0,632.0,668.0,94.61077844311377,4.940119760479042
2022,20220101_38038_D02_S006,38038_D02_S006,Santa Cruz de Tenerife,4.0,13.0,20.0,2.0,658.0,695.0,94.67625899280576,4.748201438848921
2022,20220101_38038_D02_S007,38038_D02_S007,Santa Cruz de Tenerife,0.0,9.0,10.0,1.0,310.0,329.0,94.22492401215806,5.775075987841945
2022,20220101_38038_D02_S008,38038_D02_S008,Santa Cruz de Tenerife,3.0,17.0,15.0,0.0,460.0,495.0,92.92929292929293,6.4646464646464645
2022,20220101_38038_D02_S009,38038_D02_S009,Santa Cruz de Tenerife,2.0,18.0,16.0,1.0,702.0,738.0,95.1219512195122,4.607046070460704
2022,20220101_38038_D03_S001,38038_D03_S001,Santa Cruz de Tenerife,8.0,45.0,43.0,0.0,1335.0,1431.0,93.29140461215933,6.149545772187282
2022,20220101_38038_D03_S002,38038_D03_S002,Santa Cruz de Tenerife,2.0,11.0,10.0,0.0,370.0,393.0,94.14758269720102,5.343511450381679
2022,20220101_38038_D03_S003,38038_D03_S003,Santa Cruz de Tenerife,2.0,14.0,15.0,0.0,579.0,610.0,94.91803278688525,4.754098360655738
2022,20220101_38038_D03_S004,38038_D03_S004,Santa Cruz de Tenerife,1.0,12.0,16.0,0.0,239.0,268.0,89.17910447761194,10.447761194029852
2022,20220101_38038_D03_S005,38038_D03_S005,Santa Cruz de Tenerife,4.0,14.0,10.0,1.0,531.0,559.0,94.99105545617174,4.293381037567084
2022,20220101_38038_D03_S006,38038_D03_S006,Santa Cruz de Tenerife,0.0,10.0,5.0,0.0,276.0,291.0,94.84536082474227,5.154639175257732
2022,20220101_38038_D03_S007,38038_D03_S007,Santa Cruz de Tenerife,4.0,8.0,21.0,0.0,339.0,372.0,91.12903225806451,7.795698924731183
2022,20220101_38038_D03_S008,38038_D03_S008,Santa Cruz de Tenerife,3.0,21.0,20.0,0.0,413.0,457.0,90.37199124726477,8.971553610503282
2022,20220101_38038_D03_S009,38038_D03_S009,Santa Cruz de Tenerife,4.0,17.0,26.0,0.0,514.0,561.0,91.62210338680927,7.664884135472371
2022,20220101_38038_D03_S010,38038_D03_S010,Santa Cruz de Tenerife,2.0,14.0,9.0,0.0,329.0,354.0,92.93785310734464,6.497175141242938
2022,20220101_38038_D03_S011,38038_D03_S011,Santa Cruz de Tenerife,2.0,10.0,14.0,0.0,470.0,496.0,94.75806451612904,4.838709677419355
2022,20220101_38038_D03_S013,38038_D03_S013,Santa Cruz de Tenerife,4.0,15.0,16.0,0.0,481.0,516.0,93.21705426356588,6.007751937984496
2022,20220101_38038_D03_S014,38038_D03_S014,Santa Cruz de Tenerife,7.0,20.0,24.0,0.0,525.0,576.0,91.14583333333333,7.638888888888889
2022,20220101_38038_D03_S015,38038_D03_S015,Santa Cruz de Tenerife,7.0,24.0,20.0,0.0,485.0,536.0,90.48507462686567,8.208955223880597
2022,20220101_38038_D03_S016,38038_D03_S016,Santa Cruz de Tenerife,3.0,14.0,13.0,1.0,316.0,346.0,91.32947976878613,7.803468208092486
2022,20220101_38038_D03_S017,38038_D03_S017,Santa Cruz de Tenerife,1.0,12.0,10.0,0.0,307.0,330.0,93.03030303030303,6.666666666666667
2022,20220101_38038_D03_S018,38038_D03_S018,Santa Cruz de Tenerife,1.0,16.0,8.0,0.0,292.0,317.0,92.11356466876971,7.570977917981073
2022,20220101_38038_D03_S019,38038_D03_S019,Santa Cruz de Tenerife,4.0,20.0,16.0,0.0,435.0,475.0,91.57894736842105,7.578947368421052
2022,20220101_38038_D03_S020,38038_D03_S020,Santa Cruz de Tenerife,4.0,27.0,21.0,0.0,656.0,708.0,92.65536723163842,6.779661016949152
2022,20220101_38038_D03_S021,38038_D03_S021,Santa Cruz de Tenerife,0.0,0.0,0.0,0.0,0.0,0.0,,
2022,20220101_38038_D04_S001,38038_D04_S001,Santa Cruz de Tenerife,1.0,26.0,8.0,0.0,165.0,200.0,82.5,17.0
2022,20220101_38038_D04_S002,38038_D04_S002,Santa Cruz de Tenerife,2.0,30.0,12.0,0.0,262.0,306.0,85.62091503267973,13.72549019607843
2022,20220101_38038_D04_S003,38038_D04_S003,Santa Cruz de Tenerife,7.0,32.0,19.0,0.0,412.0,470.0,87.65957446808511,10.851063829787234
2022,20220101_38038_D04_S004,38038_D04_S004,Santa Cruz de Tenerife,2.0,32.0,18.0,0.0,310.0,362.0,85.6353591160221,13.812154696132596
2022,20220101_38038_D04_S005,38038_D04_S005,Santa Cruz de Tenerife,10.0,31.0,12.0,0.0,335.0,388.0,86.34020618556701,11.082474226804123
2022,20220101_38038_D04_S006,38038_D04_S006,Santa Cruz de Tenerife,3.0,26.0,23.0,0.0,371.0,423.0,87.70685579196217,11.583924349881796
2022,20220101_38038_D04_S007,38038_D04_S007,Santa Cruz de Tenerife,5.0,15.0,14.0,1.0,287.0,321.0,89.40809968847353,9.034267912772586
2022,20220101_38038_D04_S009,38038_D04_S009,Santa Cruz de Tenerife,8.0,29.0,21.0,0.0,402.0,460.0,87.3913043478261,10.869565217391305
2022,20220101_38038_D04_S011,38038_D04_S011,Santa Cruz de Tenerife,5.0,25.0,19.0,0.0,331.0,380.0,87.10526315789474,11.578947368421053
2022,20220101_38038_D04_S012,38038_D04_S012,Santa Cruz de Tenerife,2.0,16.0,14.0,0.0,265.0,297.0,89.22558922558923,10.1010101010101
2022,20220101_38038_D04_S014,38038_D04_S014,Santa Cruz de Tenerife,0.0,12.0,14.0,0.0,241.0,267.0,90.2621722846442,9.737827715355806
2022,20220101_38038_D04_S015,38038_D04_S015,Santa Cruz de Tenerife,3.0,31.0,8.0,0.0,191.0,233.0,81.97424892703863,16.738197424892704
2022,20220101_38038_D05_S001,38038_D05_S001,Santa Cruz de Tenerife,12.0,19.0,19.0,0.0,560.0,610.0,91.80327868852459,6.229508196721311
2022,20220101_38038_D05_S002,38038_D05_S002,Santa Cruz de Tenerife,7.0,23.0,15.0,0.0,651.0,696.0,93.53448275862068,5.459770114942529
2022,20220101_38038_D05_S003,38038_D05_S003,Santa Cruz de Tenerife,7.0,12.0,23.0,0.0,477.0,519.0,91.90751445086705,6.74373795761079
2022,20220101_38038_D05_S004,38038_D05_S004,Santa Cruz de Tenerife,6.0,12.0,12.0,0.0,381.0,411.0,92.7007299270073,5.839416058394161
2022,20220101_38038_D05_S005,38038_D05_S005,Santa Cruz de Tenerife,0.0,18.0,16.0,0.0,562.0,596.0,94.29530201342281,5.704697986577181
2022,20220101_38038_D05_S006,38038_D05_S006,Santa Cruz de Tenerife,7.0,19.0,20.0,0.0,494.0,540.0,91.48148148148148,7.222222222222222
2022,20220101_38038_D05_S007,38038_D05_S007,Santa Cruz de Tenerife,4.0,22.0,17.0,1.0,488.0,531.0,91.90207156308851,7.344632768361582
2022,20220101_38038_D05_S008,38038_D05_S008,Santa Cruz de Tenerife,4.0,21.0,22.0,0.0,539.0,586.0,91.97952218430034,7.337883959044369
2022,20220101_38038_D05_S009,38038_D05_S009,Santa Cruz de Tenerife,10.0,19.0,14.0,0.0,416.0,459.0,90.6318082788671,7.189542483660131
2022,20220101_38038_D05_S010,38038_D05_S010,Santa Cruz de Tenerife,13.0,38.0,14.0,0.0,636.0,701.0,90.72753209700429,7.417974322396576
2022,20220101_38038_D05_S011,38038_D05_S011,Santa Cruz de Tenerife,3.0,4.0,7.0,0.0,313.0,327.0,95.71865443425077,3.363914373088685
2022,20220101_38038_D05_S012,38038_D05_S012,Santa Cruz de Tenerife,9.0,14.0,18.0,0.0,725.0,766.0,94.64751958224544,4.177545691906006
2022,20220101_38038_D05_S013,38038_D05_S013,Santa Cruz de Tenerife,9.0,16.0,7.0,0.0,424.0,456.0,92.98245614035088,5.043859649122807
2022,20220101_38038_D05_S014,38038_D05_S014,Santa Cruz de Tenerife,6.0,21.0,14.0,0.0,513.0,554.0,92.59927797833934,6.317689530685921
2022,20220101_38038_D05_S015,38038_D05_S015,Santa Cruz de Tenerife,2.0,11.0,10.0,0.0,309.0,332.0,93.07228915662651,6.325301204819277
2022,20220101_38038_D06_S001,38038_D06_S001,Santa Cruz de Tenerife,7.0,21.0,10.0,1.0,561.0,599.0,93.65609348914857,5.175292153589315
2022,20220101_38038_D06_S002,38038_D06_S002,Santa Cruz de Tenerife,2.0,5.0,10.0,0.0,284.0,301.0,94.35215946843854,4.983388704318937
2022,20220101_38038_D06_S003,38038_D06_S003,Santa Cruz de Tenerife,8.0,19.0,18.0,0.0,364.0,409.0,88.99755501222494,9.04645476772616
2022,20220101_38038_D06_S004,38038_D06_S004,Santa Cruz de Tenerife,9.0,18.0,12.0,0.0,284.0,323.0,87.92569659442725,9.287925696594428
2022,20220101_38038_D06_S005,38038_D06_S005,Santa Cruz de Tenerife,1.0,19.0,15.0,1.0,366.0,401.0,91.2718204488778,8.478802992518704
2022,20220101_38038_D06_S006,38038_D06_S006,Santa Cruz de Tenerife,1.0,13.0,14.0,0.0,237.0,265.0,89.43396226415095,10.18867924528302
2022,20220101_38038_D06_S007,38038_D06_S007,Santa Cruz de Tenerife,6.0,35.0,34.0,0.0,846.0,921.0,91.85667752442997,7.49185667752443
2022,20220101_38038_D06_S008,38038_D06_S008,Santa Cruz de Tenerife,3.0,19.0,16.0,0.0,378.0,416.0,90.86538461538461,8.413461538461538
2022,20220101_38038_D06_S010,38038_D06_S010,Santa Cruz de Tenerife,2.0,16.0,23.0,0.0,367.0,408.0,89.95098039215686,9.558823529411764
2022,20220101_38038_D06_S011,38038_D06_S011,Santa Cruz de Tenerife,2.0,19.0,10.0,0.0,373.0,404.0,92.32673267326733,7.178217821782178
2022,20220101_38038_D06_S012,38038_D06_S012,Santa Cruz de Tenerife,4.0,21.0,17.0,0.0,562.0,604.0,93.04635761589404,6.291390728476821
2022,20220101_38038_D06_S013,38038_D06_S013,Santa Cruz de Tenerife,6.0,16.0,11.0,0.0,339.0,372.0,91.12903225806451,7.258064516129032
2022,20220101_38038_D06_S014,38038_D06_S014,Santa Cruz de Tenerife,5.0,26.0,18.0,0.0,361.0,410.0,88.04878048780488,10.731707317073171
2022,20220101_38038_D06_S016,38038_D06_S016,Santa Cruz de Tenerife,2.0,28.0,8.0,0.0,255.0,293.0,87.03071672354949,12.286689419795222
2022,20220101_38038_D06_S017,38038_D06_S017,Santa Cruz de Tenerife,6.0,25.0,17.0,0.0,386.0,434.0,88.94009216589862,9.67741935483871
2022,20220101_38038_D06_S018,38038_D06_S018,Santa Cruz de Tenerife,1.0,15.0,9.0,0.0,365.0,390.0,93.58974358974359,6.153846153846154
2022,20220101_38038_D06_S019,38038_D06_S019,Santa Cruz de Tenerife,4.0,14.0,17.0,0.0,367.0,402.0,91.29353233830845,7.711442786069652
2022,20220101_38038_D06_S020,38038_D06_S020,Santa Cruz de Tenerife,2.0,33.0,12.0,0.0,361.0,408.0,88.48039215686275,11.029411764705882
2022,20220101_38038_D06_S021,38038_D06_S021,Santa Cruz de Tenerife,3.0,32.0,20.0,0.0,505.0,560.0,90.17857142857143,9.285714285714286
2022,20220101_38038_D06_S022,38038_D06_S022,Santa Cruz de Tenerife,4.0,21.0,31.0,0.0,818.0,874.0,93.59267734553775,5.949656750572083
2022,20220101_38038_D06_S023,38038_D06_S023,Santa Cruz de Tenerife,4.0,14.0,7.0,0.0,309.0,334.0,92.51497005988024,6.287425149700598
2022,20220101_38038_D06_S025,38038_D06_S025,Santa Cruz de Tenerife,8.0,30.0,38.0,0.0,781.0,857.0,91.13185530921821,7.934655775962661
2022,20220101_38038_D06_S026,38038_D06_S026,Santa Cruz de Tenerife,3.0,19.0,6.0,0.0,229.0,257.0,89.10505836575875,9.727626459143968
2022,20220101_38038_D06_S028,38038_D06_S028,Santa Cruz de Tenerife,4.0,17.0,25.0,0.0,608.0,654.0,92.96636085626912,6.422018348623853
2022,20220101_38038_D06_S029,38038_D06_S029,Santa Cruz de Tenerife,1.0,4.0,2.0,0.0,121.0,128.0,94.53125,4.6875
2022,20220101_38038_D07_S001,38038_D07_S001,Santa Cruz de Tenerife,7.0,20.0,41.0,0.0,655.0,723.0,90.59474412171508,8.437067773167358
2022,20220101_38038_D07_S002,38038_D07_S002,Santa Cruz de Tenerife,11.0,25.0,31.0,0.0,509.0,576.0,88.36805555555556,9.722222222222221
2022,20220101_38038_D07_S003,38038_D07_S003,Santa Cruz de Tenerife,12.0,31.0,37.0,0.0,567.0,647.0,87.63523956723338,10.510046367851622
2022,20220101_38038_D07_S004,38038_D07_S004,Santa Cruz de Tenerife,0.0,16.0,11.0,0.0,200.0,227.0,88.10572687224669,11.894273127753303
2022,20220101_38038_D07_S005,38038_D07_S005,Santa Cruz de Tenerife,0.0,24.0,23.0,0.0,281.0,328.0,85.67073170731707,14.329268292682928
2022,20220101_38038_D07_S006,38038_D07_S006,Santa Cruz de Tenerife,7.0,20.0,23.0,0.0,375.0,425.0,88.23529411764706,10.117647058823529
2022,20220101_38038_D07_S007,38038_D07_S007,Santa Cruz de Tenerife,4.0,26.0,26.0,0.0,429.0,485.0,88.45360824742268,10.721649484536082
2022,20220101_38038_D07_S009,38038_D07_S009,Santa Cruz de Tenerife,7.0,20.0,33.0,0.0,452.0,512.0,88.28125,10.3515625
2022,20220101_38038_D08_S001,38038_D08_S001,Santa Cruz de Tenerife,17.0,49.0,23.0,0.0,302.0,391.0,77.2378516624041,18.414322250639387
2022,20220101_38038_D09_S001,38038_D09_S001,Santa Cruz de Tenerife,4.0,24.0,13.0,1.0,310.0,351.0,88.31908831908832,10.54131054131054
2022,20220101_38038_D09_S002,38038_D09_S002,Santa Cruz de Tenerife,4.0,9.0,13.0,0.0,215.0,241.0,89.2116182572614,9.12863070539419
2022,20220101_38038_D09_S003,38038_D09_S003,Santa Cruz de Tenerife,3.0,18.0,25.0,0.0,327.0,373.0,87.66756032171581,11.528150134048257
2022,20220101_38038_D09_S006,38038_D09_S006,Santa Cruz de Tenerife,5.0,30.0,21.0,0.0,418.0,474.0,88.18565400843882,10.759493670886076
2022,20220101_38038_D09_S007,38038_D09_S007,Santa Cruz de Tenerife,1.0,21.0,15.0,0.0,275.0,312.0,88.14102564102564,11.538461538461538
2022,20220101_38038_D09_S009,38038_D09_S009,Santa Cruz de Tenerife,2.0,29.0,16.0,0.0,426.0,473.0,90.06342494714588,9.513742071881607
2022,20220101_38038_D09_S010,38038_D09_S010,Santa Cruz de Tenerife,0.0,24.0,21.0,0.0,355.0,400.0,88.75,11.25
2022,20220101_38038_D09_S011,38038_D09_S011,Santa Cruz de Tenerife,4.0,25.0,22.0,0.0,300.0,351.0,85.47008547008546,13.39031339031339
2022,20220101_38038_D09_S012,38038_D09_S012,Santa Cruz de Tenerife,7.0,47.0,24.0,0.0,545.0,623.0,87.47993579454254,11.396468699839486
2022,20220101_38038_D09_S014,38038_D09_S014,Santa Cruz de Tenerife,2.0,13.0,6.0,0.0,240.0,261.0,91.95402298850574,7.2796934865900385
2022,20220101_38038_D09_S015,38038_D09_S015,Santa Cruz de Tenerife,1.0,12.0,14.0,0.0,275.0,302.0,91.05960264900662,8.609271523178808
2022,20220101_38038_D09_S016,38038_D09_S016,Santa Cruz de Tenerife,3.0,17.0,12.0,0.0,305.0,337.0,90.50445103857567,8.6053412462908
2022,20220101_38038_D09_S018,38038_D09_S018,Santa Cruz de Tenerife,4.0,5.0,13.0,0.0,196.0,218.0,89.90825688073394,8.256880733944953
2022,20220101_38038_D09_S019,38038_D09_S019,Santa Cruz de Tenerife,5.0,20.0,27.0,0.0,519.0,571.0,90.89316987740806,8.231173380035026
2022,20220101_38038_D09_S021,38038_D09_S021,Santa Cruz de Tenerife,3.0,21.0,14.0,0.0,261.0,299.0,87.29096989966555,11.705685618729097
2022,20220101_38038_D09_S022,38038_D09_S022,Santa Cruz de Tenerife,2.0,21.0,23.0,0.0,384.0,430.0,89.30232558139535,10.232558139534884
2022,20220101_38038_D10_S001,38038_D10_S001,Santa Cruz de Tenerife,1.0,18.0,21.0,1.0,239.0,279.0,85.66308243727599,13.978494623655914
2022,20220101_38038_D10_S002,38038_D10_S002,Santa Cruz de Tenerife,2.0,26.0,16.0,0.0,302.0,346.0,87.28323699421965,12.138728323699421
2022,20220101_38038_D10_S003,38038_D10_S003,Santa Cruz de Tenerife,2.0,21.0,12.0,0.0,322.0,357.0,90.19607843137256,9.243697478991596
2022,20220101_38038_D10_S004,38038_D10_S004,Santa Cruz de Tenerife,0.0,11.0,15.0,0.0,189.0,215.0,87.90697674418605,12.093023255813954
2022,20220101_38038_D10_S005,38038_D10_S005,Santa Cruz de Tenerife,5.0,16.0,7.0,0.0,235.0,263.0,89.35361216730038,8.745247148288973
2022,20220101_38038_D10_S006,38038_D10_S006,Santa Cruz de Tenerife,7.0,25.0,20.0,0.0,506.0,558.0,90.68100358422939,8.064516129032258
2022,20220101_38038_D10_S007,38038_D10_S007,Santa Cruz de Tenerife,2.0,14.0,15.0,1.0,283.0,314.0,90.12738853503184,9.235668789808917
2022,20220101_38038_D10_S008,38038_D10_S008,Santa Cruz de Tenerife,2.0,19.0,15.0,0.0,311.0,347.0,89.62536023054756,9.798270893371757
2022,20220101_38038_D10_S009,38038_D10_S009,Santa Cruz de Tenerife,3.0,12.0,15.0,0.0,289.0,319.0,90.59561128526646,8.463949843260188
2022,20220101_38038_D10_S010,38038_D10_S010,Santa Cruz de Tenerife,4.0,14.0,11.0,0.0,213.0,242.0,88.01652892561984,10.330578512396695
2022,20220101_38038_D10_S011,38038_D10_S011,Santa Cruz de Tenerife,2.0,18.0,17.0,0.0,474.0,511.0,92.75929549902153,6.8493150684931505
2022,20220101_38038_D10_S012,38038_D10_S012,Santa Cruz de Tenerife,4.0,13.0,17.0,0.0,276.0,310.0,89.03225806451613,9.67741935483871
2022,20220101_38038_D10_S013,38038_D10_S013,Santa Cruz de Tenerife,4.0,10.0,9.0,0.0,184.0,207.0,88.88888888888889,9.178743961352657
2022,20220101_38038_D10_S014,38038_D10_S014,Santa Cruz de Tenerife,3.0,25.0,10.0,0.0,315.0,353.0,89.23512747875354,9.91501416430595
2022,20220101_38038_D10_S015,38038_D10_S015,Santa Cruz de Tenerife,0.0,21.0,20.0,0.0,399.0,440.0,90.68181818181819,9.318181818181818
2022,20220101_38038_D10_S016,38038_D10_S016,Santa Cruz de Tenerife,2.0,20.0,19.0,0.0,412.0,453.0,90.94922737306844,8.609271523178808
2022,20220101_38038_D11_S001,38038_D11_S001,Santa Cruz de Tenerife,5.0,47.0,30.0,0.0,528.0,610.0,86.55737704918033,12.62295081967213
2022,20220101_38038_D11_S002,38038_D11_S002,Santa Cruz de Tenerife,6.0,43.0,57.0,0.0,691.0,797.0,86.70012547051444,12.547051442910917
2022,20220101_38038_D11_S003,38038_D11_S003,Santa Cruz de Tenerife,2.0,56.0,54.0,0.0,1073.0,1185.0,90.54852320675106,9.282700421940929
2022,20220101_38038_D11_S004,38038_D11_S004,Santa Cruz de Tenerife,6.0,62.0,53.0,0.0,745.0,866.0,86.02771362586606,13.27944572748268
2022,20220101_38038_D11_S005,38038_D11_S005,Santa Cruz de Tenerife,2.0,34.0,45.0,0.0,417.0,498.0,83.73493975903614,15.863453815261044
2022,20220101_38038_D11_S006,38038_D11_S006,Santa Cruz de Tenerife,10.0,48.0,35.0,0.0,640.0,733.0,87.31241473396999,11.323328785811732
2022,20220101_38038_D11_S007,38038_D11_S007,Santa Cruz de Tenerife,1.0,46.0,27.0,0.0,411.0,485.0,84.74226804123711,15.051546391752577
2022,20220101_38038_D11_S008,38038_D11_S008,Santa Cruz de Tenerife,3.0,34.0,35.0,0.0,534.0,606.0,88.11881188118812,11.386138613861386
2022,20220101_38038_D11_S009,38038_D11_S009,Santa Cruz de Tenerife,4.0,19.0,16.0,0.0,374.0,413.0,90.55690072639226,8.474576271186441
2022,20220101_38038_D11_S010,38038_D11_S010,Santa Cruz de Tenerife,7.0,36.0,31.0,0.0,522.0,596.0,87.58389261744966,11.241610738255034
2022,20220101_38038_D11_S011,38038_D11_S011,Santa Cruz de Tenerife,7.0,19.0,6.0,0.0,295.0,327.0,90.21406727828746,7.6452599388379205
2022,20220101_38038_D11_S012,38038_D11_S012,Santa Cruz de Tenerife,3.0,35.0,24.0,0.0,462.0,524.0,88.16793893129771,11.259541984732824
2022,20220101_38038_D11_S013,38038_D11_S013,Santa Cruz de Tenerife,4.0,44.0,45.0,0.0,628.0,721.0,87.1012482662968,12.343966712898752
2022,20220101_38038_D11_S014,38038_D11_S014,Santa Cruz de Tenerife,0.0,18.0,32.0,0.0,480.0,530.0,90.56603773584905,9.433962264150944
2022,20220101_38038_D11_S015,38038_D11_S015,Santa Cruz de Tenerife,3.0,46.0,32.0,0.0,551.0,632.0,87.18354430379746,12.341772151898734
2022,20220101_38038_D11_S016,38038_D11_S016,Santa Cruz de Tenerife,9.0,13.0,14.0,0.0,302.0,338.0,89.3491124260355,7.988165680473373
2022,20220101_38038_D11_S017,38038_D11_S017,Santa Cruz de Tenerife,4.0,22.0,22.0,0.0,371.0,419.0,88.54415274463007,10.501193317422434
2022,20220101_38038_D11_S018,38038_D11_S018,Santa Cruz de Tenerife,2.0,28.0,39.0,0.0,736.0,805.0,91.42857142857143,8.322981366459627
2022,20220101_38038_D11_S019,38038_D11_S019,Santa Cruz de Tenerife,2.0,40.0,23.0,0.0,411.0,476.0,86.34453781512605,13.235294117647058
2022,20220101_38038_D11_S020,38038_D11_S020,Santa Cruz de Tenerife,4.0,34.0,31.0,0.0,640.0,709.0,90.26798307475318,9.16784203102962
2022,20220101_38038_D11_S021,38038_D11_S021,Santa Cruz de Tenerife,2.0,25.0,62.0,0.0,951.0,1040.0,91.4423076923077,8.365384615384615
2022,20220101_38038_D12_S001,38038_D12_S001,Santa Cruz de Tenerife,6.0,71.0,43.0,1.0,577.0,697.0,82.78335724533716,16.3558106169297
2022,20220101_38038_D12_S002,38038_D12_S002,Santa Cruz de Tenerife,8.0,43.0,59.0,0.0,705.0,815.0,86.50306748466258,12.515337423312884
2022,20220101_38038_D12_S003,38038_D12_S003,Santa Cruz de Tenerife,2.0,15.0,23.0,0.0,292.0,332.0,87.95180722891567,11.44578313253012
2022,20220101_38038_D12_S004,38038_D12_S004,Santa Cruz de Tenerife,4.0,30.0,29.0,1.0,460.0,523.0,87.95411089866157,11.281070745697896
2022,20220101_38038_D12_S005,38038_D12_S005,Santa Cruz de Tenerife,2.0,75.0,74.0,0.0,844.0,995.0,84.82412060301507,14.974874371859297
2022,20220101_38038_D12_S006,38038_D12_S006,Santa Cruz de Tenerife,2.0,41.0,38.0,0.0,609.0,690.0,88.26086956521739,11.44927536231884
2022,20220101_38038_D12_S007,38038_D12_S007,Santa Cruz de Tenerife,6.0,20.0,32.0,0.0,323.0,381.0,84.7769028871391,13.648293963254593
2022,20220101_38038_D12_S008,38038_D12_S008,Santa Cruz de Tenerife,7.0,50.0,52.0,0.0,896.0,1005.0,89.1542288557214,10.149253731343284
2022,20220101_38038_D12_S009,38038_D12_S009,Santa Cruz de Tenerife,6.0,44.0,61.0,0.0,921.0,1032.0,89.24418604651163,10.174418604651162
2022,20220101_38038_D12_S010,38038_D12_S010,Santa Cruz de Tenerife,4.0,31.0,34.0,0.0,676.0,745.0,90.73825503355705,8.724832214765101
2022,20220101_38038_D12_S011,38038_D12_S011,Santa Cruz de Tenerife,4.0,47.0,39.0,0.0,743.0,833.0,89.19567827130852,10.324129651860744
2022,20220101_38039_D01_S001,38039_D01_S001,Santa Úrsula,8.0,86.0,39.0,0.0,609.0,742.0,82.0754716981132,16.846361185983827
2022,20220101_38039_D01_S002,38039_D01_S002,Santa Úrsula,14.0,94.0,20.0,0.0,483.0,611.0,79.050736497545,18.657937806873978
2022,20220101_38039_D01_S003,38039_D01_S003,Santa Úrsula,14.0,79.0,25.0,0.0,379.0,497.0,76.25754527162978,20.925553319919516
2022,20220101_38039_D01_S004,38039_D01_S004,Santa Úrsula,7.0,45.0,35.0,1.0,658.0,745.0,88.32214765100672,10.738255033557047
2022,20220101_38039_D01_S005,38039_D01_S005,Santa Úrsula,6.0,51.0,19.0,1.0,433.0,509.0,85.06876227897838,13.7524557956778
