year,geo_ocupacion,section_key,municipio,casos_alta_cualificacion,casos_ocupacion_no_consta,casos_ocupaciones_elementales,casos_cualificados_bajo,ocupacion_total,ocupacion_total_conocida,pct_alta_cualificacion,pct_ocupaciones_elementales
2021,20210101_38023_D05_S007,38023_D05_S007,San Cristóbal de La Laguna,245,26,72,333,676,650,37.69230769230769,11.076923076923077
2021,20210101_38023_D05_S008,38023_D05_S008,San Cristóbal de La Laguna,75,10,90,188,363,353,21.246458923512748,25.495750708215297
2021,20210101_38023_D05_S009,38023_D05_S009,San Cristóbal de La Laguna,460,31,93,496,1080,1049,43.8512869399428,8.865586272640611
2021,20210101_38023_D05_S010,38023_D05_S010,San Cristóbal de La Laguna,162,23,101,364,650,627,25.83732057416268,16.108452950558213
2021,20210101_38023_D05_S011,38023_D05_S011,San Cristóbal de La Laguna,105,11,58,186,360,349,30.08595988538682,16.6189111747851
2021,20210101_38023_D05_S012,38023_D05_S012,San Cristóbal de La Laguna,115,16,113,295,539,523,21.988527724665392,21.606118546845124
2021,20210101_38023_D05_S013,38023_D05_S013,San Cristóbal de La Laguna,75,9,62,173,319,310,24.193548387096776,20.0
2021,20210101_38023_D05_S014,38023_D05_S014,San Cristóbal de La Laguna,143,14,95,365,617,603,23.71475953565506,15.754560530679933
2021,20210101_38023_D06_S001,38023_D06_S001,San Cristóbal de La Laguna,180,18,92,298,588,570,31.57894736842105,16.140350877192983
2021,20210101_38023_D06_S002,38023_D06_S002,San Cristóbal de La Laguna,376,18,32,237,663,645,58.29457364341085,4.961240310077519
2021,20210101_38023_D06_S003,38023_D06_S003,San Cristóbal de La Laguna,142,23,71,263,499,476,29.831932773109244,14.915966386554622
2021,20210101_38023_D06_S004,38023_D06_S004,San Cristóbal de La Laguna,118,18,65,288,489,471,25.05307855626327,13.800424628450106
2021,20210101_38024_D01_S001,38024_D01_S001,"Llanos de Aridane, Los",333,39,110,490,972,933,35.69131832797428,11.789924973204716
2021,20210101_38024_D01_S002,38024_D01_S002,"Llanos de Aridane, Los",185,25,90,409,709,684,27.046783625730995,13.157894736842104
2021,20210101_38024_D01_S003,38024_D01_S003,"Llanos de Aridane, Los",168,29,103,343,643,614,27.36156351791531,16.775244299674267
2021,20210101_38024_D01_S004,38024_D01_S004,"Llanos de Aridane, Los",115,18,73,196,402,384,29.947916666666668,19.010416666666668
2021,20210101_38024_D01_S005,38024_D01_S005,"Llanos de Aridane, Los",181,19,63,222,485,466,38.8412017167382,13.51931330472103
2021,20210101_38024_D01_S006,38024_D01_S006,"Llanos de Aridane, Los",157,25,79,280,541,516,30.426356589147286,15.310077519379846
2021,20210101_38024_D01_S007,38024_D01_S007,"Llanos de Aridane, Los",122,22,94,350,588,566,21.554770318021202,16.607773851590107
2021,20210101_38024_D01_S008,38024_D01_S008,"Llanos de Aridane, Los",187,28,88,338,641,613,30.505709624796086,14.35562805872757
2021,20210101_38024_D02_S001,38024_D02_S001,"Llanos de Aridane, Los",167,12,86,263,528,516,32.36434108527132,16.666666666666668
2021,20210101_38024_D02_S002,38024_D02_S002,"Llanos de Aridane, Los",129,15,102,316,562,547,23.583180987202926,18.647166361974406
2021,20210101_38024_D03_S001,38024_D03_S001,"Llanos de Aridane, Los",196,43,115,434,788,745,26.308724832214764,15.436241610738255
2021,20210101_38024_D03_S002,38024_D03_S002,"Llanos de Aridane, Los",185,29,105,346,665,636,29.08805031446541,16.50943396226415
2021,20210101_38024_D03_S003,38024_D03_S003,"Llanos de Aridane, Los",100,22,54,246,422,400,25.0,13.5
2021,20210101_38025_D01_S001,38025_D01_S001,"Matanza de Acentejo, La",159,20,126,483,788,768,20.703125,16.40625
2021,20210101_38025_D01_S002,38025_D01_S002,"Matanza de Acentejo, La",127,17,91,364,599,582,21.8213058419244,15.63573883161512
2021,20210101_38025_D01_S003,38025_D01_S003,"Matanza de Acentejo, La",267,16,114,505,902,886,30.135440180586908,12.866817155756207
2021,20210101_38025_D01_S004,38025_D01_S004,"Matanza de Acentejo, La",273,21,100,469,863,842,32.42280285035629,11.876484560570072
2021,20210101_38025_D01_S005,38025_D01_S005,"Matanza de Acentejo, La",86,12,49,158,305,293,29.351535836177476,16.72354948805461
2021,20210101_38026_D01_S001,38026_D01_S001,"Orotava, La",246,21,45,234,546,525,46.857142857142854,8.571428571428571
2021,20210101_38026_D01_S002,38026_D01_S002,"Orotava, La",308,27,49,317,701,674,45.6973293768546,7.270029673590504
2021,20210101_38026_D01_S004,38026_D01_S004,"Orotava, La",255,15,55,317,642,627,40.66985645933014,8.771929824561404
2021,20210101_38026_D02_S001,38026_D02_S001,"Orotava, La",176,18,64,308,566,548,32.11678832116788,11.678832116788321
2021,20210101_38026_D02_S002,38026_D02_S002,"Orotava, La",98,12,60,277,447,435,22.528735632183906,13.793103448275861
2021,20210101_38026_D02_S003,38026_D02_S003,"Orotava, La",255,25,111,542,933,908,28.083700440528634,12.224669603524228
2021,20210101_38026_D02_S004,38026_D02_S004,"Orotava, La",131,11,36,213,391,380,34.473684210526315,9.473684210526315
2021,20210101_38026_D03_S001,38026_D03_S001,"Orotava, La",89,16,100,310,515,499,17.83567134268537,20.04008016032064
2021,20210101_38026_D03_S002,38026_D03_S002,"Orotava, La",112,13,56,240,421,408,27.45098039215686,13.72549019607843
2021,20210101_38026_D03_S003,38026_D03_S003,"Orotava, La",290,22,37,336,685,663,43.74057315233786,5.580693815987933
2021,20210101_38026_D03_S004,38026_D03_S004,"Orotava, La",264,12,94,452,822,810,32.592592592592595,11.604938271604938
2021,20210101_38026_D03_S005,38026_D03_S005,"Orotava, La",77,11,56,254,398,387,19.896640826873384,14.470284237726098
2021,20210101_38026_D03_S006,38026_D03_S006,"Orotava, La",238,14,70,409,731,717,33.19386331938633,9.762900976290098
2021,20210101_38026_D03_S007,38026_D03_S007,"Orotava, La",129,5,71,299,504,499,25.851703406813627,14.228456913827655
2021,20210101_38026_D04_S001,38026_D04_S001,"Orotava, La",313,35,73,457,878,843,37.12930011862396,8.659549228944247
2021,20210101_38026_D04_S002,38026_D04_S002,"Orotava, La",151,11,70,323,555,544,27.75735294117647,12.867647058823529
2021,20210101_38026_D04_S003,38026_D04_S003,"Orotava, La",175,18,37,197,427,409,42.78728606356968,9.04645476772616
2021,20210101_38026_D04_S004,38026_D04_S004,"Orotava, La",60,4,28,167,259,255,23.529411764705884,10.980392156862745
2021,20210101_38026_D04_S005,38026_D04_S005,"Orotava, La",278,29,45,364,716,687,40.46579330422125,6.550218340611353
2021,20210101_38026_D05_S001,38026_D05_S001,"Orotava, La",145,22,126,441,734,712,20.365168539325843,17.696629213483146
2021,20210101_38026_D05_S002,38026_D05_S002,"Orotava, La",103,13,73,248,437,424,24.29245283018868,17.21698113207547
2021,20210101_38026_D05_S003,38026_D05_S003,"Orotava, La",147,18,120,412,697,679,21.649484536082475,17.673048600883654
2021,20210101_38026_D05_S004,38026_D05_S004,"Orotava, La",46,4,78,213,341,337,13.649851632047477,23.14540059347181
2021,20210101_38026_D05_S005,38026_D05_S005,"Orotava, La",134,14,77,422,647,633,21.169036334913113,12.164296998420221
2021,20210101_38026_D06_S001,38026_D06_S001,"Orotava, La",22,7,77,181,287,280,7.857142857142857,27.5
2021,20210101_38026_D06_S002,38026_D06_S002,"Orotava, La",54,14,112,232,412,398,13.5678391959799,28.14070351758794
2021,20210101_38026_D06_S003,38026_D06_S003,"Orotava, La",76,17,104,372,569,552,13.768115942028986,18.840579710144926
2021,20210101_38026_D06_S004,38026_D06_S004,"Orotava, La",46,31,186,333,596,565,8.141592920353983,32.92035398230089
2021,20210101_38027_D01_S001,38027_D01_S001,"Paso, El",145,22,69,315,551,529,27.410207939508506,13.043478260869565
2021,20210101_38027_D02_S001,38027_D02_S001,"Paso, El",243,31,121,492,887,856,28.38785046728972,14.13551401869159
2021,20210101_38027_D03_S001,38027_D03_S001,"Paso, El",136,27,68,249,480,453,30.02207505518764,15.01103752759382
2021,20210101_38027_D03_S002,38027_D03_S002,"Paso, El",154,24,62,233,473,449,34.29844097995546,13.808463251670378
2021,20210101_38027_D04_S001,38027_D04_S001,"Paso, El",117,24,74,266,481,457,25.601750547045953,16.192560175054705
2021,20210101_38028_D01_S001,38028_D01_S001,Puerto de la Cruz,104,9,32,149,294,285,36.49122807017544,11.228070175438596
2021,20210101_38028_D01_S002,38028_D01_S002,Puerto de la Cruz,171,20,57,325,573,553,30.922242314647377,10.30741410488246
2021,20210101_38028_D01_S003,38028_D01_S003,Puerto de la Cruz,414,38,39,456,947,909,45.54455445544554,4.29042904290429
2021,20210101_38028_D01_S004,38028_D01_S004,Puerto de la Cruz,423,28,36,348,835,807,52.41635687732342,4.4609665427509295
2021,20210101_38028_D02_S001,38028_D02_S001,Puerto de la Cruz,112,14,20,163,309,295,37.96610169491525,6.779661016949152
2021,20210101_38028_D02_S002,38028_D02_S002,Puerto de la Cruz,77,8,22,110,217,209,36.8421052631579,10.526315789473685
2021,20210101_38028_D02_S003,38028_D02_S003,Puerto de la Cruz,180,17,28,213,438,421,42.75534441805225,6.65083135391924
2021,20210101_38028_D02_S004,38028_D02_S004,Puerto de la Cruz,345,29,71,381,826,797,43.28732747804266,8.90840652446675
2021,20210101_38028_D02_S005,38028_D02_S005,Puerto de la Cruz,176,17,92,381,666,649,27.11864406779661,14.175654853620955
2021,20210101_38028_D03_S001,38028_D03_S001,Puerto de la Cruz,112,7,33,178,330,323,34.6749226006192,10.21671826625387
2021,20210101_38028_D03_S002,38028_D03_S002,Puerto de la Cruz,95,7,42,202,346,339,28.023598820058996,12.389380530973451
2021,20210101_38028_D03_S003,38028_D03_S003,Puerto de la Cruz,53,13,46,182,294,281,18.86120996441281,16.370106761565836
2021,20210101_38028_D03_S004,38028_D03_S004,Puerto de la Cruz,147,18,47,263,475,457,32.16630196936543,10.284463894967177
2021,20210101_38028_D03_S005,38028_D03_S005,Puerto de la Cruz,74,7,60,242,383,376,19.680851063829788,15.957446808510639
2021,20210101_38028_D03_S006,38028_D03_S006,Puerto de la Cruz,79,16,53,224,372,356,22.191011235955056,14.887640449438202
2021,20210101_38028_D04_S001,38028_D04_S001,Puerto de la Cruz,93,19,62,272,446,427,21.779859484777518,14.519906323185012
2021,20210101_38028_D04_S002,38028_D04_S002,Puerto de la Cruz,75,15,68,208,366,351,21.367521367521366,19.373219373219374
2021,20210101_38028_D04_S003,38028_D04_S003,Puerto de la Cruz,121,16,122,451,710,694,17.435158501440924,17.579250720461093
2021,20210101_38028_D04_S004,38028_D04_S004,Puerto de la Cruz,205,18,53,284,560,542,37.82287822878229,9.77859778597786
2021,20210101_38028_D04_S005,38028_D04_S005,Puerto de la Cruz,25,5,43,125,198,193,12.953367875647668,22.27979274611399
2021,20210101_38029_D01_S001,38029_D01_S001,Puntagorda,72,17,68,193,350,333,21.62162162162162,20.42042042042042
2021,20210101_38029_D01_S002,38029_D01_S002,Puntagorda,83,26,45,200,354,328,25.304878048780488,13.71951219512195
2021,20210101_38030_D01_S001,38030_D01_S001,Puntallana,133,24,106,300,563,539,24.675324675324674,19.666048237476808
2021,20210101_38030_D01_S002,38030_D01_S002,Puntallana,126,22,53,226,427,405,31.11111111111111,13.08641975308642
2021,20210101_38031_D01_S001,38031_D01_S001,"Realejos, Los",78,7,60,200,345,338,23.076923076923077,17.75147928994083
2021,20210101_38031_D01_S002,38031_D01_S002,"Realejos, Los",240,35,98,529,902,867,27.68166089965398,11.303344867358708
2021,20210101_38031_D01_S003,38031_D01_S003,"Realejos, Los",244,25,80,457,806,781,31.241997439180537,10.243277848911651
2021,20210101_38031_D01_S004,38031_D01_S004,"Realejos, Los",249,20,122,569,960,940,26.48936170212766,12.97872340425532
2021,20210101_38031_D01_S005,38031_D01_S005,"Realejos, Los",154,22,106,426,708,686,22.448979591836736,15.451895043731778
2021,20210101_38031_D01_S006,38031_D01_S006,"Realejos, Los",119,16,61,301,497,481,24.74012474012474,12.681912681912682
2021,20210101_38031_D01_S007,38031_D01_S007,"Realejos, Los",81,4,71,246,402,398,20.35175879396985,17.839195979899497
2021,20210101_38031_D01_S008,38031_D01_S008,"Realejos, Los",165,17,76,372,630,613,26.916802610114193,12.398042414355627
