year,geo_ocupacion,section_key,municipio,casos_alta_cualificacion,casos_ocupacion_no_consta,casos_ocupaciones_elementales,casos_cualificados_bajo,ocupacion_total,ocupacion_total_conocida,pct_alta_cualificacion,pct_ocupaciones_elementales
2021,20210101_38038_D06_S004,38038_D06_S004,Santa Cruz de Tenerife,61,11,57,127,256,245,24.897959183673468,23.26530612244898
2021,20210101_38038_D06_S005,38038_D06_S005,Santa Cruz de Tenerife,137,6,43,173,359,353,38.81019830028329,12.181303116147308
2021,20210101_38038_D06_S006,38038_D06_S006,Santa Cruz de Tenerife,149,8,8,99,264,256,58.203125,3.125
2021,20210101_38038_D06_S007,38038_D06_S007,Santa Cruz de Tenerife,360,47,70,428,905,858,41.95804195804196,8.158508158508159
2021,20210101_38038_D06_S008,38038_D06_S008,Santa Cruz de Tenerife,224,12,18,143,397,385,58.18181818181818,4.675324675324675
2021,20210101_38038_D06_S010,38038_D06_S010,Santa Cruz de Tenerife,150,15,29,209,403,388,38.65979381443299,7.474226804123711
2021,20210101_38038_D06_S011,38038_D06_S011,Santa Cruz de Tenerife,118,8,57,183,366,358,32.960893854748605,15.921787709497206
2021,20210101_38038_D06_S012,38038_D06_S012,Santa Cruz de Tenerife,279,21,45,255,600,579,48.18652849740933,7.772020725388601
2021,20210101_38038_D06_S013,38038_D06_S013,Santa Cruz de Tenerife,199,7,32,130,368,361,55.124653739612185,8.86426592797784
2021,20210101_38038_D06_S014,38038_D06_S014,Santa Cruz de Tenerife,161,15,34,183,393,378,42.592592592592595,8.994708994708995
2021,20210101_38038_D06_S016,38038_D06_S016,Santa Cruz de Tenerife,34,7,74,153,268,261,13.026819923371647,28.35249042145594
2021,20210101_38038_D06_S017,38038_D06_S017,Santa Cruz de Tenerife,100,12,67,240,419,407,24.57002457002457,16.461916461916463
2021,20210101_38038_D06_S018,38038_D06_S018,Santa Cruz de Tenerife,137,20,34,198,389,369,37.12737127371274,9.214092140921409
2021,20210101_38038_D06_S019,38038_D06_S019,Santa Cruz de Tenerife,133,7,34,200,374,367,36.23978201634878,9.264305177111716
2021,20210101_38038_D06_S020,38038_D06_S020,Santa Cruz de Tenerife,125,10,50,204,389,379,32.98153034300792,13.192612137203167
2021,20210101_38038_D06_S021,38038_D06_S021,Santa Cruz de Tenerife,171,25,61,273,530,505,33.86138613861386,12.07920792079208
2021,20210101_38038_D06_S022,38038_D06_S022,Santa Cruz de Tenerife,419,48,42,381,890,842,49.7624703087886,4.98812351543943
2021,20210101_38038_D06_S023,38038_D06_S023,Santa Cruz de Tenerife,77,5,77,167,326,321,23.98753894080997,23.98753894080997
2021,20210101_38038_D06_S025,38038_D06_S025,Santa Cruz de Tenerife,519,40,21,275,855,815,63.68098159509202,2.576687116564417
2021,20210101_38038_D06_S026,38038_D06_S026,Santa Cruz de Tenerife,53,5,41,157,256,251,21.115537848605577,16.334661354581673
2021,20210101_38038_D06_S028,38038_D06_S028,Santa Cruz de Tenerife,263,22,42,292,619,597,44.0536013400335,7.035175879396985
2021,20210101_38038_D06_S029,38038_D06_S029,Santa Cruz de Tenerife,69,5,11,36,121,116,59.48275862068966,9.482758620689655
2021,20210101_38038_D07_S001,38038_D07_S001,Santa Cruz de Tenerife,234,27,60,347,668,641,36.505460218408736,9.360374414976599
2021,20210101_38038_D07_S002,38038_D07_S002,Santa Cruz de Tenerife,111,20,101,327,559,539,20.59369202226345,18.738404452690165
2021,20210101_38038_D07_S003,38038_D07_S003,Santa Cruz de Tenerife,135,18,106,368,627,609,22.167487684729064,17.4055829228243
2021,20210101_38038_D07_S004,38038_D07_S004,Santa Cruz de Tenerife,23,3,56,136,218,215,10.69767441860465,26.046511627906977
2021,20210101_38038_D07_S005,38038_D07_S005,Santa Cruz de Tenerife,70,8,45,189,312,304,23.026315789473685,14.802631578947368
2021,20210101_38038_D07_S006,38038_D07_S006,Santa Cruz de Tenerife,92,16,75,210,393,377,24.40318302387268,19.893899204244033
2021,20210101_38038_D07_S007,38038_D07_S007,Santa Cruz de Tenerife,78,16,85,262,441,425,18.352941176470587,20.0
2021,20210101_38038_D07_S009,38038_D07_S009,Santa Cruz de Tenerife,144,14,64,290,512,498,28.91566265060241,12.85140562248996
2021,20210101_38038_D08_S001,38038_D08_S001,Santa Cruz de Tenerife,63,5,96,211,375,370,17.027027027027028,25.945945945945947
2021,20210101_38038_D09_S001,38038_D09_S001,Santa Cruz de Tenerife,62,11,79,175,327,316,19.620253164556964,25.0
2021,20210101_38038_D09_S002,38038_D09_S002,Santa Cruz de Tenerife,47,10,50,126,233,223,21.076233183856502,22.42152466367713
2021,20210101_38038_D09_S003,38038_D09_S003,Santa Cruz de Tenerife,68,5,70,217,360,355,19.154929577464788,19.718309859154928
2021,20210101_38038_D09_S006,38038_D09_S006,Santa Cruz de Tenerife,95,8,82,231,416,408,23.284313725490197,20.098039215686274
2021,20210101_38038_D09_S007,38038_D09_S007,Santa Cruz de Tenerife,69,6,28,179,282,276,25.0,10.144927536231885
2021,20210101_38038_D09_S009,38038_D09_S009,Santa Cruz de Tenerife,59,5,92,309,465,460,12.826086956521738,20.0
2021,20210101_38038_D09_S010,38038_D09_S010,Santa Cruz de Tenerife,42,14,114,215,385,371,11.320754716981131,30.7277628032345
2021,20210101_38038_D09_S011,38038_D09_S011,Santa Cruz de Tenerife,50,11,95,192,348,337,14.836795252225519,28.189910979228486
2021,20210101_38038_D09_S012,38038_D09_S012,Santa Cruz de Tenerife,117,14,89,340,560,546,21.428571428571427,16.3003663003663
2021,20210101_38038_D09_S014,38038_D09_S014,Santa Cruz de Tenerife,40,8,58,153,259,251,15.936254980079681,23.10756972111554
2021,20210101_38038_D09_S015,38038_D09_S015,Santa Cruz de Tenerife,73,4,50,184,311,307,23.778501628664497,16.286644951140065
2021,20210101_38038_D09_S016,38038_D09_S016,Santa Cruz de Tenerife,43,7,67,210,327,320,13.4375,20.9375
2021,20210101_38038_D09_S018,38038_D09_S018,Santa Cruz de Tenerife,36,6,42,124,208,202,17.821782178217823,20.792079207920793
2021,20210101_38038_D09_S019,38038_D09_S019,Santa Cruz de Tenerife,124,20,87,298,529,509,24.361493123772103,17.092337917485267
2021,20210101_38038_D09_S021,38038_D09_S021,Santa Cruz de Tenerife,52,8,48,155,263,255,20.392156862745097,18.823529411764707
2021,20210101_38038_D09_S022,38038_D09_S022,Santa Cruz de Tenerife,67,11,95,227,400,389,17.223650385604113,24.42159383033419
2021,20210101_38038_D10_S001,38038_D10_S001,Santa Cruz de Tenerife,44,6,34,171,255,249,17.670682730923694,13.654618473895582
2021,20210101_38038_D10_S002,38038_D10_S002,Santa Cruz de Tenerife,79,3,58,178,318,315,25.07936507936508,18.41269841269841
2021,20210101_38038_D10_S003,38038_D10_S003,Santa Cruz de Tenerife,80,4,56,215,355,351,22.79202279202279,15.954415954415955
2021,20210101_38038_D10_S004,38038_D10_S004,Santa Cruz de Tenerife,36,4,35,134,209,205,17.5609756097561,17.073170731707318
2021,20210101_38038_D10_S005,38038_D10_S005,Santa Cruz de Tenerife,56,11,50,135,252,241,23.236514522821576,20.74688796680498
2021,20210101_38038_D10_S006,38038_D10_S006,Santa Cruz de Tenerife,207,14,50,272,543,529,39.130434782608695,9.45179584120983
2021,20210101_38038_D10_S007,38038_D10_S007,Santa Cruz de Tenerife,115,9,34,137,295,286,40.20979020979021,11.888111888111888
2021,20210101_38038_D10_S008,38038_D10_S008,Santa Cruz de Tenerife,92,9,46,186,333,324,28.395061728395063,14.197530864197532
2021,20210101_38038_D10_S009,38038_D10_S009,Santa Cruz de Tenerife,87,6,37,190,320,314,27.70700636942675,11.78343949044586
2021,20210101_38038_D10_S010,38038_D10_S010,Santa Cruz de Tenerife,35,7,52,123,217,210,16.666666666666668,24.761904761904763
2021,20210101_38038_D10_S011,38038_D10_S011,Santa Cruz de Tenerife,84,5,60,346,495,490,17.142857142857142,12.244897959183673
2021,20210101_38038_D10_S012,38038_D10_S012,Santa Cruz de Tenerife,63,8,65,184,320,312,20.192307692307693,20.833333333333332
2021,20210101_38038_D10_S013,38038_D10_S013,Santa Cruz de Tenerife,63,9,13,106,191,182,34.61538461538461,7.142857142857143
2021,20210101_38038_D10_S014,38038_D10_S014,Santa Cruz de Tenerife,81,4,46,209,340,336,24.107142857142858,13.69047619047619
2021,20210101_38038_D10_S015,38038_D10_S015,Santa Cruz de Tenerife,172,15,62,196,445,430,40.0,14.418604651162791
2021,20210101_38038_D10_S016,38038_D10_S016,Santa Cruz de Tenerife,133,13,48,241,435,422,31.51658767772512,11.374407582938389
2021,20210101_38038_D11_S001,38038_D11_S001,Santa Cruz de Tenerife,107,21,101,358,587,566,18.90459363957597,17.84452296819788
2021,20210101_38038_D11_S002,38038_D11_S002,Santa Cruz de Tenerife,190,31,92,454,767,736,25.815217391304348,12.5
2021,20210101_38038_D11_S003,38038_D11_S003,Santa Cruz de Tenerife,346,40,94,669,1149,1109,31.199278629395852,8.476104598737601
2021,20210101_38038_D11_S004,38038_D11_S004,Santa Cruz de Tenerife,151,31,129,458,769,738,20.460704607046072,17.479674796747968
2021,20210101_38038_D11_S005,38038_D11_S005,Santa Cruz de Tenerife,100,16,60,287,463,447,22.371364653243848,13.422818791946309
2021,20210101_38038_D11_S006,38038_D11_S006,Santa Cruz de Tenerife,107,22,132,433,694,672,15.922619047619047,19.642857142857142
2021,20210101_38038_D11_S007,38038_D11_S007,Santa Cruz de Tenerife,98,14,72,285,469,455,21.53846153846154,15.824175824175825
2021,20210101_38038_D11_S008,38038_D11_S008,Santa Cruz de Tenerife,154,18,50,346,568,550,28.0,9.090909090909092
2021,20210101_38038_D11_S009,38038_D11_S009,Santa Cruz de Tenerife,74,7,89,211,381,374,19.78609625668449,23.796791443850267
2021,20210101_38038_D11_S010,38038_D11_S010,Santa Cruz de Tenerife,145,10,99,328,582,572,25.34965034965035,17.307692307692307
2021,20210101_38038_D11_S011,38038_D11_S011,Santa Cruz de Tenerife,22,6,105,186,319,313,7.0287539936102235,33.546325878594246
2021,20210101_38038_D11_S012,38038_D11_S012,Santa Cruz de Tenerife,61,13,120,306,500,487,12.525667351129364,24.640657084188913
2021,20210101_38038_D11_S013,38038_D11_S013,Santa Cruz de Tenerife,176,31,78,400,685,654,26.91131498470948,11.926605504587156
2021,20210101_38038_D11_S014,38038_D11_S014,Santa Cruz de Tenerife,270,19,18,200,507,488,55.32786885245902,3.6885245901639343
2021,20210101_38038_D11_S015,38038_D11_S015,Santa Cruz de Tenerife,120,23,84,376,603,580,20.689655172413794,14.482758620689655
2021,20210101_38038_D11_S016,38038_D11_S016,Santa Cruz de Tenerife,64,9,71,187,331,322,19.875776397515526,22.049689440993788
2021,20210101_38038_D11_S017,38038_D11_S017,Santa Cruz de Tenerife,48,27,101,224,400,373,12.868632707774799,27.07774798927614
2021,20210101_38038_D11_S018,38038_D11_S018,Santa Cruz de Tenerife,223,28,93,412,756,728,30.63186813186813,12.774725274725276
2021,20210101_38038_D11_S019,38038_D11_S019,Santa Cruz de Tenerife,97,14,77,243,431,417,23.26139088729017,18.465227817745802
2021,20210101_38038_D11_S020,38038_D11_S020,Santa Cruz de Tenerife,170,12,98,402,682,670,25.37313432835821,14.626865671641792
2021,20210101_38038_D11_S021,38038_D11_S021,Santa Cruz de Tenerife,557,30,26,403,1016,986,56.49087221095335,2.636916835699797
2021,20210101_38038_D12_S001,38038_D12_S001,Santa Cruz de Tenerife,172,28,93,380,673,645,26.666666666666668,14.418604651162791
2021,20210101_38038_D12_S002,38038_D12_S002,Santa Cruz de Tenerife,179,29,127,465,800,771,23.216601815823605,16.472114137483786
2021,20210101_38038_D12_S003,38038_D12_S003,Santa Cruz de Tenerife,55,9,68,200,332,323,17.027863777089784,21.05263157894737
2021,20210101_38038_D12_S004,38038_D12_S004,Santa Cruz de Tenerife,122,10,73,295,500,490,24.897959183673468,14.89795918367347
2021,20210101_38038_D12_S005,38038_D12_S005,Santa Cruz de Tenerife,253,27,104,548,932,905,27.955801104972377,11.491712707182321
2021,20210101_38038_D12_S006,38038_D12_S006,Santa Cruz de Tenerife,158,33,89,392,672,639,24.726134585289515,13.928012519561815
2021,20210101_38038_D12_S007,38038_D12_S007,Santa Cruz de Tenerife,98,12,38,225,373,361,27.14681440443213,10.526315789473685
2021,20210101_38038_D12_S008,38038_D12_S008,Santa Cruz de Tenerife,251,31,111,573,966,935,26.844919786096256,11.871657754010695
2021,20210101_38038_D12_S009,38038_D12_S009,Santa Cruz de Tenerife,301,33,103,581,1018,985,30.558375634517766,10.456852791878173
2021,20210101_38038_D12_S010,38038_D12_S010,Santa Cruz de Tenerife,214,21,67,423,725,704,30.397727272727273,9.517045454545455
2021,20210101_38038_D12_S011,38038_D12_S011,Santa Cruz de Tenerife,218,23,115,424,780,757,28.79788639365918,15.191545574636724
2021,20210101_38039_D01_S001,38039_D01_S001,Santa Úrsula,153,17,108,420,698,681,22.46696035242291,15.859030837004406
2021,20210101_38039_D01_S002,38039_D01_S002,Santa Úrsula,90,11,82,371,554,543,16.574585635359117,15.101289134438305
2021,20210101_38039_D01_S003,38039_D01_S003,Santa Úrsula,78,8,110,295,491,483,16.149068322981368,22.77432712215321
2021,20210101_38039_D01_S004,38039_D01_S004,Santa Úrsula,261,28,60,361,710,682,38.26979472140763,8.79765395894428
2021,20210101_38039_D01_S005,38039_D01_S005,Santa Úrsula,126,14,60,305,505,491,25.661914460285132,12.219959266802444
2021,20210101_38039_D01_S006,38039_D01_S006,Santa Úrsula,170,20,91,390,671,651,26.113671274961597,13.978494623655914
2021,20210101_38039_D01_S007,38039_D01_S007,Santa Úrsula,203,23,91,422,739,716,28.35195530726257,12.70949720670391
2021,20210101_38039_D01_S008,38039_D01_S008,Santa Úrsula,92,15,62,260,429,414,22.22222222222222,14.97584541062802
2021,20210101_38039_D01_S009,38039_D01_S009,Santa Úrsula,474,28,43,404,949,921,51.465798045602604,4.668838219326819
2021,20210101_38040_D01_S001,38040_D01_S001,Santiago del Teide,85,17,102,333,537,520,16.346153846153847,19.615384615384617
2021,20210101_38040_D01_S002,38040_D01_S002,Santiago del Teide,217,37,120,570,944,907,23.925027563395812,13.230429988974642
2021,20210101_38040_D01_S003,38040_D01_S003,Santiago del Teide,154,26,236,599,1015,989,15.57128412537917,23.86248736097068
2021,20210101_38040_D01_S004,38040_D01_S004,Santiago del Teide,198,47,165,730,1140,1093,18.115279048490393,15.096065873741994
2021,20210101_38041_D01_S001,38041_D01_S001,"Sauzal, El",353,31,58,374,816,785,44.968152866242036,7.388535031847134
2021,20210101_38041_D01_S002,38041_D01_S002,"Sauzal, El",50,14,66,229,359,345,14.492753623188406,19.130434782608695
2021,20210101_38041_D01_S003,38041_D01_S003,"Sauzal, El",97,11,106,263,477,466,20.815450643776824,22.746781115879827
2021,20210101_38041_D01_S004,38041_D01_S004,"Sauzal, El",349,16,59,247,671,655,53.282442748091604,9.007633587786259
2021,20210101_38041_D01_S005,38041_D01_S005,"Sauzal, El",245,13,54,339,651,638,38.4012539184953,8.463949843260188
2021,20210101_38041_D01_S006,38041_D01_S006,"Sauzal, El",95,11,119,318,543,532,17.857142857142858,22.36842105263158
2021,20210101_38042_D01_S001,38042_D01_S001,"Silos, Los",148,16,89,227,480,464,31.896551724137932,19.18103448275862
2021,20210101_38042_D01_S002,38042_D01_S002,"Silos, Los",80,5,101,179,365,360,22.22222222222222,28.055555555555557
2021,20210101_38042_D01_S003,38042_D01_S003,"Silos, Los",55,8,119,173,355,347,15.85014409221902,34.293948126801155
2021,20210101_38042_D01_S004,38042_D01_S004,"Silos, Los",64,6,120,158,348,342,18.71345029239766,35.08771929824562
2021,20210101_38043_D01_S001,38043_D01_S001,Tacoronte,294,18,81,385,778,760,38.68421052631579,10.657894736842104
2021,20210101_38043_D01_S002,38043_D01_S002,Tacoronte,233,21,73,342,669,648,35.95679012345679,11.265432098765432
2021,20210101_38043_D01_S003,38043_D01_S003,Tacoronte,243,18,75,333,669,651,37.327188940092164,11.52073732718894
2021,20210101_38043_D01_S004,38043_D01_S004,Tacoronte,77,15,88,246,426,411,18.734793187347933,21.41119221411192
2021,20210101_38043_D01_S005,38043_D01_S005,Tacoronte,232,18,73,286,609,591,39.25549915397631,12.351945854483926
2021,20210101_38043_D01_S006,38043_D01_S006,Tacoronte,110,8,29,145,292,284,38.732394366197184,10.211267605633802
2021,20210101_38043_D01_S007,38043_D01_S007,Tacoronte,148,15,88,356,607,592,25.0,14.864864864864865
2021,20210101_38043_D01_S008,38043_D01_S008,Tacoronte,259,19,64,303,645,626,41.373801916932905,10.223642172523961
2021,20210101_38043_D01_S009,38043_D01_S009,Tacoronte,281,22,128,478,909,887,31.679819616685457,14.430665163472378
2021,20210101_38043_D01_S010,38043_D01_S010,Tacoronte,253,17,51,321,642,625,40.48,8.16
2021,20210101_38043_D01_S011,38043_D01_S011,Tacoronte,356,27,74,467,924,897,39.68784838350056,8.249721293199554
2021,20210101_38043_D01_S012,38043_D01_S012,Tacoronte,131,10,126,376,643,633,20.69510268562401,19.90521327014218
2021,20210101_38043_D01_S013,38043_D01_S013,Tacoronte,156,11,57,272,496,485,32.16494845360825,11.75257731958763
2021,20210101_38043_D01_S014,38043_D01_S014,Tacoronte,262,20,51,222,555,535,48.97196261682243,9.532710280373832
2021,20210101_38043_D01_S015,38043_D01_S015,Tacoronte,198,11,53,285,547,536,36.940298507462686,9.888059701492537
2021,20210101_38044_D01_S001,38044_D01_S001,"Tanque, El",76,11,155,275,517,506,15.019762845849803,30.632411067193676
2021,20210101_38044_D01_S002,38044_D01_S002,"Tanque, El",45,13,131,207,396,383,11.74934725848564,34.20365535248042
2021,20210101_38045_D01_S001,38045_D01_S001,Tazacorte,37,10,41,103,191,181,20.441988950276244,22.65193370165746
2021,20210101_38045_D01_S002,38045_D01_S002,Tazacorte,146,24,137,380,687,663,22.021116138763198,20.663650075414782
2021,20210101_38045_D01_S003,38045_D01_S003,Tazacorte,86,18,42,190,336,318,27.044025157232703,13.20754716981132
2021,20210101_38045_D01_S004,38045_D01_S004,Tazacorte,44,18,86,188,336,318,13.836477987421384,27.044025157232703
2021,20210101_38046_D01_S001,38046_D01_S001,Tegueste,414,28,68,369,879,851,48.648648648648646,7.990599294947121
2021,20210101_38046_D01_S002,38046_D01_S002,Tegueste,227,30,92,393,742,712,31.882022471910112,12.92134831460674
2021,20210101_38046_D01_S003,38046_D01_S003,Tegueste,234,19,82,384,719,700,33.42857142857143,11.714285714285714
2021,20210101_38046_D01_S004,38046_D01_S004,Tegueste,378,35,112,432,957,922,40.99783080260303,12.147505422993492
2021,20210101_38046_D01_S005,38046_D01_S005,Tegueste,161,17,30,211,419,402,40.049751243781095,7.462686567164179
2021,20210101_38046_D01_S006,38046_D01_S006,Tegueste,271,22,33,223,549,527,51.42314990512334,6.261859582542694
2021,20210101_38046_D01_S007,38046_D01_S007,Tegueste,211,19,54,330,614,595,35.46218487394958,9.07563025210084
2021,20210101_38047_D01_S001,38047_D01_S001,Tijarafe,150,32,104,308,594,562,26.690391459074732,18.505338078291814
2021,20210101_38047_D01_S002,38047_D01_S002,Tijarafe,71,31,51,175,328,297,23.905723905723907,17.171717171717173
2021,20210101_38048_D01_S001,38048_D01_S001,Valverde,261,25,111,386,783,758,34.43271767810026,14.643799472295514
2021,20210101_38048_D01_S002,38048_D01_S002,Valverde,229,22,106,400,757,735,31.156462585034014,14.421768707482993
2021,20210101_38048_D01_S004,38048_D01_S004,Valverde,204,14,39,213,470,456,44.73684210526316,8.552631578947368
2021,20210101_38049_D01_S001,38049_D01_S001,Valle Gran Rey,197,41,150,608,996,955,20.6282722513089,15.706806282722512
2021,20210101_38049_D01_S002,38049_D01_S002,Valle Gran Rey,103,14,90,346,553,539,19.109461966604822,16.697588126159555
2021,20210101_38050_D01_S001,38050_D01_S001,Vallehermoso,162,23,82,378,645,622,26.04501607717042,13.183279742765274
2021,20210101_38050_D03_S001,38050_D03_S001,Vallehermoso,37,9,88,147,281,272,13.602941176470589,32.35294117647059
2021,20210101_38051_D01_S001,38051_D01_S001,"Victoria de Acentejo, La",52,6,37,175,270,264,19.696969696969695,14.015151515151516
2021,20210101_38051_D01_S002,38051_D01_S002,"Victoria de Acentejo, La",130,7,47,276,460,453,28.69757174392936,10.375275938189846
2021,20210101_38051_D01_S003,38051_D01_S003,"Victoria de Acentejo, La",55,4,84,272,415,411,13.38199513381995,20.437956204379564
2021,20210101_38051_D01_S004,38051_D01_S004,"Victoria de Acentejo, La",52,10,57,172,291,281,18.505338078291814,20.284697508896798
2021,20210101_38051_D01_S005,38051_D01_S005,"Victoria de Acentejo, La",125,11,79,353,568,557,22.44165170556553,14.183123877917415
2021,20210101_38051_D01_S006,38051_D01_S006,"Victoria de Acentejo, La",166,16,107,470,759,743,22.34185733512786,14.401076716016151
2021,20210101_38051_D01_S007,38051_D01_S007,"Victoria de Acentejo, La",139,11,51,320,521,510,27.254901960784313,10.0
2021,20210101_38052_D01_S001,38052_D01_S001,Vilaflor de Chasna,143,21,106,393,663,642,22.274143302180686,16.510903426791277
2021,20210101_38053_D01_S001,38053_D01_S001,Villa de Mazo,160,20,44,241,465,445,35.95505617977528,9.887640449438202
2021,20210101_38053_D01_S002,38053_D01_S002,Villa de Mazo,92,9,66,210,377,368,25.0,17.934782608695652
2021,20210101_38053_D01_S003,38053_D01_S003,Villa de Mazo,112,14,67,235,428,414,27.053140096618357,16.183574879227052
2021,20210101_38053_D01_S004,38053_D01_S004,Villa de Mazo,71,14,62,149,296,282,25.177304964539008,21.98581560283688
2021,20210101_38053_D01_S005,38053_D01_S005,Villa de Mazo,54,18,80,198,350,332,16.265060240963855,24.096385542168676
2021,20210101_38901_D01_S001,38901_D01_S001,"Pinar de El Hierro, El",198,32,105,368,703,671,29.508196721311474,15.648286140089418
2022,20220101_38001_D01_S001,38001_D01_S001,Adeje,172,44,154,397,767,723,23.789764868603044,21.300138312586444
2022,20220101_38001_D01_S002,38001_D01_S002,Adeje,181,58,238,684,1161,1103,16.409791477787852,21.57751586582049
2022,20220101_38001_D01_S003,38001_D01_S003,Adeje,222,56,127,748,1153,1097,20.23701002734731,11.577028258887877
2022,20220101_38001_D01_S004,38001_D01_S004,Adeje,126,45,212,518,901,856,14.719626168224298,24.766355140186917
2022,20220101_38001_D01_S005,38001_D01_S005,Adeje,227,52,225,640,1144,1092,20.78754578754579,20.604395604395606
2022,20220101_38001_D01_S006,38001_D01_S006,Adeje,223,48,256,697,1224,1176,18.962585034013607,21.768707482993197
2022,20220101_38001_D01_S007,38001_D01_S007,Adeje,323,92,165,996,1576,1484,21.765498652291104,11.118598382749326
2022,20220101_38001_D01_S008,38001_D01_S008,Adeje,322,69,105,592,1088,1019,31.599607458292443,10.304219823356231
2022,20220101_38001_D01_S009,38001_D01_S009,Adeje,396,64,97,732,1289,1225,32.326530612244895,7.918367346938775
2022,20220101_38001_D01_S010,38001_D01_S010,Adeje,155,42,89,350,636,594,26.094276094276093,14.983164983164983
2022,20220101_38001_D01_S011,38001_D01_S011,Adeje,331,95,169,915,1510,1415,23.392226148409893,11.943462897526501
2022,20220101_38001_D01_S012,38001_D01_S012,Adeje,201,62,148,537,948,886,22.686230248306998,16.704288939051917
2022,20220101_38001_D01_S013,38001_D01_S013,Adeje,457,82,143,905,1587,1505,30.365448504983387,9.501661129568106
2022,20220101_38001_D01_S014,38001_D01_S014,Adeje,122,38,114,354,628,590,20.677966101694917,19.322033898305083
2022,20220101_38001_D01_S015,38001_D01_S015,Adeje,175,44,173,570,962,918,19.06318082788671,18.845315904139433
2022,20220101_38001_D01_S016,38001_D01_S016,Adeje,143,31,94,338,606,575,24.869565217391305,16.347826086956523
2022,20220101_38001_D01_S017,38001_D01_S017,Adeje,268,67,139,645,1119,1052,25.475285171102662,13.212927756653992
2022,20220101_38001_D01_S018,38001_D01_S018,Adeje,545,85,85,1037,1752,1667,32.69346130773845,5.098980203959208
2022,20220101_38002_D01_S001,38002_D01_S001,Agulo,116,24,60,179,379,355,32.67605633802817,16.901408450704224
2022,20220101_38003_D01_S001,38003_D01_S001,Alajeró,188,37,158,486,869,832,22.596153846153847,18.990384615384617
2022,20220101_38004_D01_S001,38004_D01_S001,Arafo,255,33,102,478,868,835,30.538922155688624,12.215568862275449
2022,20220101_38004_D01_S002,38004_D01_S002,Arafo,171,28,94,368,661,633,27.01421800947867,14.849921011058452
2022,20220101_38004_D01_S003,38004_D01_S003,Arafo,262,43,94,401,800,757,34.61030383091149,12.417437252311757
2022,20220101_38005_D01_S001,38005_D01_S001,Arico,41,10,115,150,316,306,13.398692810457517,37.58169934640523
2022,20220101_38005_D01_S002,38005_D01_S002,Arico,42,10,100,153,305,295,14.23728813559322,33.898305084745765
2022,20220101_38005_D01_S003,38005_D01_S003,Arico,96,34,97,256,483,449,21.380846325167038,21.603563474387528
2022,20220101_38005_D01_S004,38005_D01_S004,Arico,363,43,145,590,1141,1098,33.060109289617486,13.20582877959927
2022,20220101_38005_D01_S005,38005_D01_S005,Arico,184,40,191,545,960,920,20.0,20.76086956521739
2022,20220101_38005_D01_S006,38005_D01_S006,Arico,41,20,55,159,275,255,16.07843137254902,21.568627450980394
2022,20220101_38006_D01_S001,38006_D01_S001,Arona,101,27,104,271,503,476,21.218487394957982,21.84873949579832
2022,20220101_38006_D01_S002,38006_D01_S002,Arona,126,36,148,449,759,723,17.42738589211618,20.470262793914245
2022,20220101_38006_D01_S003,38006_D01_S003,Arona,216,56,228,739,1239,1183,18.258664412510566,19.273034657650044
2022,20220101_38006_D01_S004,38006_D01_S004,Arona,161,50,242,645,1098,1048,15.36259541984733,23.091603053435115
2022,20220101_38006_D01_S005,38006_D01_S005,Arona,146,47,156,558,907,860,16.976744186046513,18.13953488372093
2022,20220101_38006_D01_S006,38006_D01_S006,Arona,151,43,87,400,681,638,23.66771159874608,13.636363636363637
2022,20220101_38006_D01_S007,38006_D01_S007,Arona,77,34,289,368,768,734,10.490463215258856,39.3732970027248
2022,20220101_38006_D01_S008,38006_D01_S008,Arona,132,45,195,460,832,787,16.772554002541295,24.777636594663278
2022,20220101_38006_D01_S009,38006_D01_S009,Arona,185,43,233,706,1167,1124,16.459074733096084,20.729537366548044
2022,20220101_38006_D01_S010,38006_D01_S010,Arona,189,56,213,569,1027,971,19.464469618949536,21.936148300720905
2022,20220101_38006_D01_S011,38006_D01_S011,Arona,303,75,172,1010,1560,1485,20.404040404040405,11.582491582491583
2022,20220101_38006_D01_S012,38006_D01_S012,Arona,51,26,117,320,514,488,10.450819672131148,23.975409836065573
2022,20220101_38006_D01_S013,38006_D01_S013,Arona,90,59,364,580,1093,1034,8.704061895551257,35.20309477756286
2022,20220101_38006_D01_S014,38006_D01_S014,Arona,193,56,128,704,1081,1025,18.829268292682926,12.487804878048781
2022,20220101_38006_D01_S015,38006_D01_S015,Arona,267,40,93,649,1049,1009,26.461843409316156,9.217046580773042
2022,20220101_38006_D01_S016,38006_D01_S016,Arona,335,80,219,896,1530,1450,23.103448275862068,15.10344827586207
2022,20220101_38006_D01_S017,38006_D01_S017,Arona,62,10,65,221,358,348,17.816091954022987,18.67816091954023
2022,20220101_38006_D01_S018,38006_D01_S018,Arona,351,86,211,993,1641,1555,22.572347266881028,13.569131832797428
2022,20220101_38006_D01_S019,38006_D01_S019,Arona,149,32,75,394,650,618,24.110032362459545,12.135922330097088
2022,20220101_38006_D01_S020,38006_D01_S020,Arona,282,74,129,758,1243,1169,24.123182207014544,11.035072711719419
2022,20220101_38006_D01_S021,38006_D01_S021,Arona,101,54,294,541,990,936,10.790598290598291,31.41025641025641
2022,20220101_38006_D01_S022,38006_D01_S022,Arona,216,62,173,631,1082,1020,21.176470588235293,16.96078431372549
