year,geocode,section_key,municipio,distrito,seccion,renta_bruta_media_hogar,renta_bruta_media_persona,renta_neta_uc_media,renta_neta_uc_mediana,renta_ratio_media_mediana,map_year_renta
2021,20220101_38038_D06_S028,38038_D06_S028,Santa Cruz de Tenerife,6,28,40591.0,16752.0,20456.0,19950.0,1.0253634085213033,2022
2021,20220101_38038_D06_S029,38038_D06_S029,Santa Cruz de Tenerife,6,29,49584.0,19216.0,23535.0,22050.0,1.0673469387755101,2022
2021,20220101_38038_D07_S001,38038_D07_S001,Santa Cruz de Tenerife,7,1,44345.0,16128.0,20419.0,17850.0,1.143921568627451,2022
2021,20220101_38038_D07_S002,38038_D07_S002,Santa Cruz de Tenerife,7,2,33261.0,12232.0,16082.0,14350.0,1.1206968641114983,2022
2021,20220101_38038_D07_S003,38038_D07_S003,Santa Cruz de Tenerife,7,3,32043.0,12983.0,16850.0,15750.0,1.0698412698412698,2022
2021,20220101_38038_D07_S004,38038_D07_S004,Santa Cruz de Tenerife,7,4,26599.0,9719.0,13423.0,12950.0,1.0365250965250965,2022
2021,20220101_38038_D07_S005,38038_D07_S005,Santa Cruz de Tenerife,7,5,31510.0,11910.0,15788.0,15050.0,1.0490365448504984,2022
2021,20220101_38038_D07_S006,38038_D07_S006,Santa Cruz de Tenerife,7,6,23821.0,10237.0,13272.0,11550.0,1.1490909090909092,2022
2021,20220101_38038_D07_S007,38038_D07_S007,Santa Cruz de Tenerife,7,7,29239.0,11543.0,15071.0,13650.0,1.1041025641025641,2022
2021,20220101_38038_D07_S009,38038_D07_S009,Santa Cruz de Tenerife,7,9,33758.0,13415.0,17167.0,15050.0,1.1406644518272426,2022
2021,20220101_38038_D08_S001,38038_D08_S001,Santa Cruz de Tenerife,8,1,25754.0,11381.0,14626.0,12950.0,1.1294208494208495,2022
2021,20220101_38038_D09_S001,38038_D09_S001,Santa Cruz de Tenerife,9,1,23843.0,10756.0,13814.0,12950.0,1.0667181467181468,2022
2021,20220101_38038_D09_S002,38038_D09_S002,Santa Cruz de Tenerife,9,2,23576.0,9939.0,12787.0,11550.0,1.1070995670995671,2022
2021,20220101_38038_D09_S003,38038_D09_S003,Santa Cruz de Tenerife,9,3,25701.0,10804.0,14029.0,12950.0,1.0833204633204634,2022
2021,20220101_38038_D09_S006,38038_D09_S006,Santa Cruz de Tenerife,9,6,27674.0,11831.0,14814.0,12950.0,1.1439382239382239,2022
2021,20220101_38038_D09_S007,38038_D09_S007,Santa Cruz de Tenerife,9,7,28900.0,11803.0,15237.0,14350.0,1.0618118466898954,2022
2021,20220101_38038_D09_S009,38038_D09_S009,Santa Cruz de Tenerife,9,9,23944.0,9022.0,12284.0,10850.0,1.1321658986175116,2022
2021,20220101_38038_D09_S010,38038_D09_S010,Santa Cruz de Tenerife,9,10,24622.0,9390.0,12841.0,11550.0,1.1117748917748917,2022
2021,20220101_38038_D09_S011,38038_D09_S011,Santa Cruz de Tenerife,9,11,22890.0,9388.0,12549.0,11550.0,1.0864935064935064,2022
2021,20220101_38038_D09_S012,38038_D09_S012,Santa Cruz de Tenerife,9,12,29153.0,11166.0,14757.0,13650.0,1.0810989010989012,2022
2021,20220101_38038_D09_S014,38038_D09_S014,Santa Cruz de Tenerife,9,14,21368.0,9076.0,11956.0,10150.0,1.1779310344827587,2022
2021,20220101_38038_D09_S015,38038_D09_S015,Santa Cruz de Tenerife,9,15,25617.0,11490.0,14372.0,12250.0,1.1732244897959183,2022
2021,20220101_38038_D09_S016,38038_D09_S016,Santa Cruz de Tenerife,9,16,27953.0,10486.0,14154.0,12950.0,1.092972972972973,2022
2021,20220101_38038_D09_S018,38038_D09_S018,Santa Cruz de Tenerife,9,18,25909.0,11089.0,14294.0,13650.0,1.0471794871794873,2022
2021,20220101_38038_D09_S019,38038_D09_S019,Santa Cruz de Tenerife,9,19,29131.0,11656.0,14944.0,13650.0,1.0947985347985347,2022
2021,20220101_38038_D09_S021,38038_D09_S021,Santa Cruz de Tenerife,9,21,26369.0,11318.0,14343.0,13650.0,1.0507692307692307,2022
2021,20220101_38038_D09_S022,38038_D09_S022,Santa Cruz de Tenerife,9,22,23019.0,9428.0,12346.0,11550.0,1.0689177489177488,2022
2021,20220101_38038_D10_S001,38038_D10_S001,Santa Cruz de Tenerife,10,1,25682.0,11035.0,14279.0,12950.0,1.1026254826254827,2022
2021,20220101_38038_D10_S002,38038_D10_S002,Santa Cruz de Tenerife,10,2,27544.0,11262.0,14619.0,13650.0,1.070989010989011,2022
2021,20220101_38038_D10_S003,38038_D10_S003,Santa Cruz de Tenerife,10,3,27413.0,11308.0,14724.0,12950.0,1.136988416988417,2022
2021,20220101_38038_D10_S004,38038_D10_S004,Santa Cruz de Tenerife,10,4,23734.0,11285.0,14065.0,12950.0,1.0861003861003862,2022
2021,20220101_38038_D10_S005,38038_D10_S005,Santa Cruz de Tenerife,10,5,25233.0,11167.0,14374.0,13650.0,1.0530402930402931,2022
2021,20220101_38038_D10_S006,38038_D10_S006,Santa Cruz de Tenerife,10,6,45941.0,17317.0,21692.0,17850.0,1.2152380952380952,2022
2021,20220101_38038_D10_S007,38038_D10_S007,Santa Cruz de Tenerife,10,7,36709.0,15891.0,19344.0,16450.0,1.1759270516717326,2022
2021,20220101_38038_D10_S008,38038_D10_S008,Santa Cruz de Tenerife,10,8,35394.0,14008.0,17811.0,16450.0,1.0827355623100303,2022
2021,20220101_38038_D10_S009,38038_D10_S009,Santa Cruz de Tenerife,10,9,34073.0,12733.0,16671.0,15050.0,1.1077076411960134,2022
2021,20220101_38038_D10_S010,38038_D10_S010,Santa Cruz de Tenerife,10,10,30437.0,11087.0,14929.0,13650.0,1.0936996336996336,2022
2021,20220101_38038_D10_S011,38038_D10_S011,Santa Cruz de Tenerife,10,11,36487.0,14525.0,18121.0,16450.0,1.101580547112462,2022
2021,20220101_38038_D10_S012,38038_D10_S012,Santa Cruz de Tenerife,10,12,27069.0,10442.0,13889.0,12250.0,1.133795918367347,2022
2021,20220101_38038_D10_S013,38038_D10_S013,Santa Cruz de Tenerife,10,13,30133.0,13269.0,16541.0,15050.0,1.0990697674418604,2022
2021,20220101_38038_D10_S014,38038_D10_S014,Santa Cruz de Tenerife,10,14,33965.0,13447.0,17134.0,16450.0,1.041580547112462,2022
2021,20220101_38038_D10_S015,38038_D10_S015,Santa Cruz de Tenerife,10,15,42127.0,15658.0,19852.0,17150.0,1.1575510204081632,2022
2021,20220101_38038_D10_S016,38038_D10_S016,Santa Cruz de Tenerife,10,16,34542.0,14172.0,17682.0,16450.0,1.0748936170212766,2022
2021,20220101_38038_D11_S001,38038_D11_S001,Santa Cruz de Tenerife,11,1,26819.0,9972.0,13320.0,12950.0,1.0285714285714285,2022
2021,20220101_38038_D11_S002,38038_D11_S002,Santa Cruz de Tenerife,11,2,31619.0,12027.0,15729.0,14350.0,1.0960975609756098,2022
2021,20220101_38038_D11_S003,38038_D11_S003,Santa Cruz de Tenerife,11,3,33845.0,13408.0,17015.0,15750.0,1.0803174603174603,2022
2021,20220101_38038_D11_S004,38038_D11_S004,Santa Cruz de Tenerife,11,4,27979.0,10527.0,14013.0,12950.0,1.082084942084942,2022
2021,20220101_38038_D11_S005,38038_D11_S005,Santa Cruz de Tenerife,11,5,30399.0,11589.0,15327.0,13650.0,1.1228571428571428,2022
2021,20220101_38038_D11_S006,38038_D11_S006,Santa Cruz de Tenerife,11,6,27932.0,10339.0,14041.0,12250.0,1.146204081632653,2022
2021,20220101_38038_D11_S007,38038_D11_S007,Santa Cruz de Tenerife,11,7,27519.0,10452.0,14022.0,12950.0,1.0827799227799229,2022
2021,20220101_38038_D11_S008,38038_D11_S008,Santa Cruz de Tenerife,11,8,34790.0,12790.0,16675.0,15050.0,1.1079734219269104,2022
2021,20220101_38038_D11_S009,38038_D11_S009,Santa Cruz de Tenerife,11,9,22693.0,8805.0,11660.0,10850.0,1.0746543778801843,2022
2021,20220101_38038_D11_S010,38038_D11_S010,Santa Cruz de Tenerife,11,10,29918.0,11176.0,14932.0,13650.0,1.093919413919414,2022
2021,20220101_38038_D11_S011,38038_D11_S011,Santa Cruz de Tenerife,11,11,19567.0,7161.0,10071.0,9450.0,1.0657142857142856,2022
2021,20220101_38038_D11_S012,38038_D11_S012,Santa Cruz de Tenerife,11,12,20174.0,7585.0,10564.0,9450.0,1.117883597883598,2022
2021,20220101_38038_D11_S013,38038_D11_S013,Santa Cruz de Tenerife,11,13,32278.0,11870.0,15561.0,14350.0,1.084390243902439,2022
2021,20220101_38038_D11_S014,38038_D11_S014,Santa Cruz de Tenerife,11,14,61252.0,19254.0,24776.0,22750.0,1.0890549450549452,2022
2021,20220101_38038_D11_S015,38038_D11_S015,Santa Cruz de Tenerife,11,15,30943.0,11612.0,15035.0,13650.0,1.1014652014652015,2022
2021,20220101_38038_D11_S016,38038_D11_S016,Santa Cruz de Tenerife,11,16,28435.0,10327.0,13884.0,12950.0,1.0721235521235521,2022
2021,20220101_38038_D11_S017,38038_D11_S017,Santa Cruz de Tenerife,11,17,29104.0,10159.0,14039.0,13650.0,1.0284981684981684,2022
2021,20220101_38038_D11_S018,38038_D11_S018,Santa Cruz de Tenerife,11,18,36449.0,13321.0,17260.0,15750.0,1.0958730158730159,2022
2021,20220101_38038_D11_S019,38038_D11_S019,Santa Cruz de Tenerife,11,19,26557.0,10122.0,13481.0,12250.0,1.1004897959183673,2022
2021,20220101_38038_D11_S020,38038_D11_S020,Santa Cruz de Tenerife,11,20,33264.0,12557.0,16280.0,15050.0,1.0817275747508306,2022
2021,20220101_38038_D11_S021,38038_D11_S021,Santa Cruz de Tenerife,11,21,59612.0,21938.0,26676.0,24850.0,1.0734808853118711,2022
2021,20220101_38038_D12_S001,38038_D12_S001,Santa Cruz de Tenerife,12,1,39103.0,12628.0,17199.0,15750.0,1.092,2022
2021,20220101_38038_D12_S002,38038_D12_S002,Santa Cruz de Tenerife,12,2,34278.0,11808.0,15982.0,14350.0,1.1137282229965157,2022
2021,20220101_38038_D12_S003,38038_D12_S003,Santa Cruz de Tenerife,12,3,23528.0,10423.0,13702.0,12250.0,1.118530612244898,2022
2021,20220101_38038_D12_S004,38038_D12_S004,Santa Cruz de Tenerife,12,4,34673.0,12072.0,16241.0,15050.0,1.0791362126245847,2022
2021,20220101_38038_D12_S005,38038_D12_S005,Santa Cruz de Tenerife,12,5,36487.0,12572.0,16948.0,15750.0,1.0760634920634922,2022
2021,20220101_38038_D12_S006,38038_D12_S006,Santa Cruz de Tenerife,12,6,31735.0,11430.0,15249.0,14350.0,1.0626480836236933,2022
2021,20220101_38038_D12_S007,38038_D12_S007,Santa Cruz de Tenerife,12,7,32862.0,12101.0,16414.0,15050.0,1.0906312292358804,2022
2021,20220101_38038_D12_S008,38038_D12_S008,Santa Cruz de Tenerife,12,8,35576.0,13076.0,17049.0,15750.0,1.0824761904761904,2022
2021,20220101_38038_D12_S009,38038_D12_S009,Santa Cruz de Tenerife,12,9,39284.0,14197.0,18490.0,17850.0,1.0358543417366948,2022
2021,20220101_38038_D12_S010,38038_D12_S010,Santa Cruz de Tenerife,12,10,37680.0,13372.0,17709.0,15750.0,1.1243809523809525,2022
2021,20220101_38038_D12_S011,38038_D12_S011,Santa Cruz de Tenerife,12,11,28952.0,10902.0,14308.0,12950.0,1.104864864864865,2022
2021,20220101_38039_D01_S001,38039_D01_S001,Santa Úrsula,1,1,25822.0,9827.0,13247.0,11550.0,1.146926406926407,2022
2021,20220101_38039_D01_S002,38039_D01_S002,Santa Úrsula,1,2,26220.0,9730.0,13310.0,12250.0,1.0865306122448979,2022
2021,20220101_38039_D01_S003,38039_D01_S003,Santa Úrsula,1,3,26462.0,9297.0,13009.0,12250.0,1.0619591836734694,2022
2021,20220101_38039_D01_S004,38039_D01_S004,Santa Úrsula,1,4,38471.0,15251.0,18830.0,15750.0,1.1955555555555555,2022
2021,20220101_38039_D01_S005,38039_D01_S005,Santa Úrsula,1,5,28562.0,10929.0,14471.0,12950.0,1.1174517374517374,2022
2021,20220101_38039_D01_S006,38039_D01_S006,Santa Úrsula,1,6,29615.0,11375.0,14752.0,12250.0,1.2042448979591838,2022
2021,20220101_38039_D01_S007,38039_D01_S007,Santa Úrsula,1,7,32699.0,12286.0,15877.0,14350.0,1.106411149825784,2022
2021,20220101_38039_D01_S008,38039_D01_S008,Santa Úrsula,1,8,31636.0,11321.0,15163.0,12950.0,1.170888030888031,2022
2021,20220101_38039_D01_S009,38039_D01_S009,Santa Úrsula,1,9,50987.0,19377.0,23834.0,21350.0,1.1163466042154566,2022
2021,20220101_38040_D01_S001,38040_D01_S001,Santiago del Teide,1,1,29851.0,10454.0,14607.0,13650.0,1.0701098901098902,2022
2021,20220101_38040_D01_S002,38040_D01_S002,Santiago del Teide,1,2,28033.0,11041.0,15150.0,12950.0,1.16988416988417,2022
2021,20220101_38040_D01_S003,38040_D01_S003,Santiago del Teide,1,3,29603.0,10245.0,14142.0,12950.0,1.092046332046332,2022
2021,20220101_38040_D01_S004,38040_D01_S004,Santiago del Teide,1,4,26552.0,9875.0,13661.0,11550.0,1.1827705627705627,2022
2021,20220101_38041_D01_S001,38041_D01_S001,El Sauzal,1,1,49619.0,18396.0,22696.0,18550.0,1.2235040431266846,2022
2021,20220101_38041_D01_S002,38041_D01_S002,El Sauzal,1,2,34327.0,11748.0,16109.0,14350.0,1.1225783972125436,2022
2021,20220101_38041_D01_S003,38041_D01_S003,El Sauzal,1,3,31792.0,10830.0,14814.0,12950.0,1.1439382239382239,2022
2021,20220101_38041_D01_S004,38041_D01_S004,El Sauzal,1,4,48802.0,17989.0,23003.0,20650.0,1.1139467312348668,2022
2021,20220101_38041_D01_S005,38041_D01_S005,El Sauzal,1,5,39207.0,14759.0,18550.0,15750.0,1.1777777777777778,2022
2021,20220101_38041_D01_S006,38041_D01_S006,El Sauzal,1,6,33135.0,11248.0,15359.0,14350.0,1.0703135888501742,2022
2021,20220101_38042_D01_S001,38042_D01_S001,Los Silos,1,1,35662.0,12663.0,16612.0,13650.0,1.216996336996337,2022
2021,20220101_38042_D01_S002,38042_D01_S002,Los Silos,1,2,26941.0,9775.0,13498.0,12250.0,1.1018775510204082,2022
2021,20220101_38042_D01_S003,38042_D01_S003,Los Silos,1,3,28390.0,9862.0,14010.0,13650.0,1.0263736263736263,2022
2021,20220101_38042_D01_S004,38042_D01_S004,Los Silos,1,4,32603.0,10582.0,14840.0,12250.0,1.2114285714285715,2022
2021,20220101_38043_D01_S001,38043_D01_S001,Tacoronte,1,1,37869.0,15071.0,18724.0,16450.0,1.1382370820668692,2022
2021,20220101_38043_D01_S002,38043_D01_S002,Tacoronte,1,2,39156.0,14916.0,18686.0,15050.0,1.241594684385382,2022
2021,20220101_38043_D01_S003,38043_D01_S003,Tacoronte,1,3,42311.0,14405.0,18811.0,16450.0,1.1435258358662614,2022
2021,20220101_38043_D01_S004,38043_D01_S004,Tacoronte,1,4,31723.0,10622.0,14702.0,12950.0,1.1352895752895753,2022
2021,20220101_38043_D01_S005,38043_D01_S005,Tacoronte,1,5,50007.0,17145.0,20949.0,15050.0,1.3919601328903655,2022
2021,20220101_38043_D01_S006,38043_D01_S006,Tacoronte,1,6,37999.0,14352.0,18145.0,15050.0,1.2056478405315614,2022
2021,20220101_38043_D01_S007,38043_D01_S007,Tacoronte,1,7,35344.0,12081.0,16275.0,14350.0,1.1341463414634145,2022
2021,20220101_38043_D01_S008,38043_D01_S008,Tacoronte,1,8,42405.0,15851.0,20002.0,17150.0,1.1662973760932944,2022
2021,20220101_38043_D01_S009,38043_D01_S009,Tacoronte,1,9,37025.0,14711.0,18701.0,13650.0,1.37003663003663,2022
2021,20220101_38043_D01_S010,38043_D01_S010,Tacoronte,1,10,45320.0,16581.0,20848.0,17850.0,1.1679551820728291,2022
2021,20220101_38043_D01_S011,38043_D01_S011,Tacoronte,1,11,40804.0,14749.0,18833.0,16450.0,1.1448632218844985,2022
2021,20220101_38043_D01_S012,38043_D01_S012,Tacoronte,1,12,32341.0,10915.0,14906.0,13650.0,1.092014652014652,2022
2021,20220101_38043_D01_S013,38043_D01_S013,Tacoronte,1,13,33653.0,11694.0,15617.0,14350.0,1.0882926829268293,2022
2021,20220101_38043_D01_S014,38043_D01_S014,Tacoronte,1,14,53402.0,18436.0,22541.0,18550.0,1.2151482479784366,2022
2021,20220101_38043_D01_S015,38043_D01_S015,Tacoronte,1,15,39083.0,14835.0,19029.0,15750.0,1.2081904761904763,2022
2021,20220101_38044_D01_S001,38044_D01_S001,El Tanque,1,1,30278.0,10664.0,14611.0,12250.0,1.192734693877551,2022
2021,20220101_38044_D01_S002,38044_D01_S002,El Tanque,1,2,25148.0,8990.0,12690.0,12250.0,1.0359183673469388,2022
2021,20220101_38045_D01_S001,38045_D01_S001,Tazacorte,1,1,27957.0,11763.0,15586.0,12250.0,1.2723265306122449,2022
2021,20220101_38045_D01_S002,38045_D01_S002,Tazacorte,1,2,28418.0,11901.0,15663.0,12950.0,1.2094980694980695,2022
2021,20220101_38045_D01_S003,38045_D01_S003,Tazacorte,1,3,26517.0,11044.0,15200.0,12950.0,1.1737451737451738,2022
2021,20220101_38045_D01_S004,38045_D01_S004,Tazacorte,1,4,24159.0,9268.0,12844.0,12950.0,0.9918146718146719,2022
2021,20220101_38046_D01_S001,38046_D01_S001,Tegueste,1,1,50282.0,18287.0,22558.0,19250.0,1.171844155844156,2022
2021,20220101_38046_D01_S002,38046_D01_S002,Tegueste,1,2,39512.0,14051.0,18492.0,16450.0,1.1241337386018238,2022
2021,20220101_38046_D01_S003,38046_D01_S003,Tegueste,1,3,41424.0,14258.0,18675.0,17150.0,1.0889212827988337,2022
2021,20220101_38046_D01_S004,38046_D01_S004,Tegueste,1,4,43812.0,15206.0,19672.0,17150.0,1.1470553935860057,2022
2021,20220101_38046_D01_S005,38046_D01_S005,Tegueste,1,5,49966.0,16594.0,21172.0,18550.0,1.1413477088948787,2022
2021,20220101_38046_D01_S006,38046_D01_S006,Tegueste,1,6,62269.0,20906.0,25741.0,22750.0,1.1314725274725275,2022
2021,20220101_38046_D01_S007,38046_D01_S007,Tegueste,1,7,39150.0,14549.0,18762.0,17150.0,1.0939941690962098,2022
2021,20220101_38047_D01_S001,38047_D01_S001,Tijarafe,1,1,32118.0,12919.0,16928.0,14350.0,1.179651567944251,2022
2021,20220101_38047_D01_S002,38047_D01_S002,Tijarafe,1,2,30644.0,12467.0,16590.0,15050.0,1.1023255813953488,2022
2021,20220101_38048_D01_S001,38048_D01_S001,Valverde,1,1,39848.0,16131.0,20235.0,17150.0,1.1798833819241983,2022
2021,20220101_38048_D01_S002,38048_D01_S002,Valverde,1,2,33001.0,13363.0,17287.0,15050.0,1.1486378737541527,2022
2021,20220101_38048_D01_S004,38048_D01_S004,Valverde,1,4,41597.0,18434.0,22098.0,19250.0,1.147948051948052,2022
2021,20220101_38049_D01_S001,38049_D01_S001,Valle Gran Rey,1,1,28714.0,11596.0,16162.0,12950.0,1.2480308880308881,2022
2021,20220101_38049_D01_S002,38049_D01_S002,Valle Gran Rey,1,2,27291.0,11255.0,15875.0,13650.0,1.163003663003663,2022
2021,20220101_38050_D01_S001,38050_D01_S001,Vallehermoso,1,1,26348.0,11968.0,15913.0,14350.0,1.1089198606271777,2022
2021,20220101_38050_D03_S001,38050_D03_S001,Vallehermoso,3,1,20676.0,11733.0,14272.0,12950.0,1.1020849420849421,2022
2021,20220101_38051_D01_S001,38051_D01_S001,La Victoria de Acentejo,1,1,26238.0,10389.0,13872.0,11550.0,1.2010389610389611,2022
2021,20220101_38051_D01_S002,38051_D01_S002,La Victoria de Acentejo,1,2,34059.0,12667.0,16302.0,14350.0,1.1360278745644599,2022
2021,20220101_38051_D01_S003,38051_D01_S003,La Victoria de Acentejo,1,3,24887.0,9202.0,12738.0,12250.0,1.0398367346938775,2022
2021,20220101_38051_D01_S004,38051_D01_S004,La Victoria de Acentejo,1,4,25364.0,9599.0,13314.0,11550.0,1.1527272727272728,2022
2021,20220101_38051_D01_S005,38051_D01_S005,La Victoria de Acentejo,1,5,29131.0,10858.0,14549.0,12950.0,1.1234749034749034,2022
2021,20220101_38051_D01_S006,38051_D01_S006,La Victoria de Acentejo,1,6,28740.0,10789.0,14408.0,12950.0,1.1125868725868726,2022
2021,20220101_38051_D01_S007,38051_D01_S007,La Victoria de Acentejo,1,7,30393.0,11720.0,15458.0,13650.0,1.1324542124542125,2022
2021,20220101_38052_D01_S001,38052_D01_S001,Vilaflor de Chasna,1,1,31356.0,12506.0,16069.0,14350.0,1.1197909407665505,2022
2021,20220101_38053_D01_S001,38053_D01_S001,Villa de Mazo,1,1,40401.0,15252.0,19691.0,16450.0,1.1970212765957446,2022
2021,20220101_38053_D01_S002,38053_D01_S002,Villa de Mazo,1,2,35008.0,13291.0,17137.0,14350.0,1.1942160278745644,2022
2021,20220101_38053_D01_S003,38053_D01_S003,Villa de Mazo,1,3,37123.0,13312.0,17570.0,15750.0,1.1155555555555556,2022
2021,20220101_38053_D01_S004,38053_D01_S004,Villa de Mazo,1,4,30031.0,11677.0,15658.0,13650.0,1.1471062271062271,2022
2021,20220101_38053_D01_S005,38053_D01_S005,Villa de Mazo,1,5,30690.0,10758.0,15028.0,13650.0,1.100952380952381,2022
2021,20220101_38901_D01_S001,38901_D01_S001,El Pinar de El Hierro,1,1,32307.0,12971.0,16587.0,15050.0,1.1021262458471761,2022
2022,20230101_38001_D01_S001,38001_D01_S001,Adeje,1,1,36433.0,13360.0,17621.0,15750.0,1.118793650793651,2023
2022,20230101_38001_D01_S002,38001_D01_S002,Adeje,1,2,33393.0,11271.0,15433.0,14350.0,1.0754703832752612,2023
2022,20230101_38001_D01_S003,38001_D01_S003,Adeje,1,3,36956.0,13035.0,17298.0,14350.0,1.2054355400696863,2023
2022,20230101_38001_D01_S004,38001_D01_S004,Adeje,1,4,31845.0,11359.0,15647.0,14350.0,1.090383275261324,2023
2022,20230101_38001_D01_S005,38001_D01_S005,Adeje,1,5,39194.0,13075.0,17902.0,17150.0,1.0438483965014578,2023
2022,20230101_38001_D01_S006,38001_D01_S006,Adeje,1,6,35127.0,11325.0,15815.0,15050.0,1.0508305647840532,2023
2022,20230101_38001_D01_S007,38001_D01_S007,Adeje,1,7,23136.0,9956.0,12929.0,10850.0,1.1916129032258065,2023
2022,20230101_38001_D01_S008,38001_D01_S008,Adeje,1,8,29381.0,11944.0,16333.0,14350.0,1.1381881533101046,2023
2022,20230101_38001_D01_S009,38001_D01_S009,Adeje,1,9,47085.0,15640.0,20216.0,17850.0,1.1325490196078432,2023
2022,20230101_38001_D01_S010,38001_D01_S010,Adeje,1,10,55119.0,16181.0,21689.0,19250.0,1.1267012987012988,2023
2022,20230101_38001_D01_S011,38001_D01_S011,Adeje,1,11,25406.0,10815.0,14315.0,12250.0,1.1685714285714286,2023
2022,20230101_38001_D01_S012,38001_D01_S012,Adeje,1,12,40387.0,13670.0,18294.0,15750.0,1.1615238095238096,2023
2022,20230101_38001_D01_S013,38001_D01_S013,Adeje,1,13,38061.0,13501.0,18823.0,15050.0,1.2506976744186047,2023
2022,20230101_38001_D01_S014,38001_D01_S014,Adeje,1,14,33759.0,11882.0,16031.0,14350.0,1.1171428571428572,2023
2022,20230101_38001_D01_S015,38001_D01_S015,Adeje,1,15,33264.0,11374.0,15464.0,13650.0,1.132893772893773,2023
2022,20230101_38001_D01_S016,38001_D01_S016,Adeje,1,16,37215.0,12528.0,16685.0,15050.0,1.108637873754153,2023
2022,20230101_38001_D01_S017,38001_D01_S017,Adeje,1,17,27630.0,11771.0,15317.0,12950.0,1.1827799227799227,2023
2022,20230101_38001_D01_S018,38001_D01_S018,Adeje,1,18,38638.0,14344.0,18897.0,15050.0,1.2556146179401992,2023
2022,20230101_38002_D01_S001,38002_D01_S001,Agulo,1,1,32876.0,14846.0,19062.0,17850.0,1.0678991596638656,2023
2022,20230101_38003_D01_S001,38003_D01_S001,Alajeró,1,1,35225.0,15187.0,19520.0,17850.0,1.0935574229691876,2023
2022,20230101_38004_D01_S001,38004_D01_S001,Arafo,1,1,38849.0,14467.0,18755.0,17150.0,1.0935860058309037,2023
2022,20230101_38004_D01_S002,38004_D01_S002,Arafo,1,2,37358.0,13183.0,17730.0,15750.0,1.1257142857142857,2023
2022,20230101_38004_D01_S003,38004_D01_S003,Arafo,1,3,42842.0,15883.0,20161.0,18550.0,1.0868463611859838,2023
2022,20230101_38005_D01_S001,38005_D01_S001,Arico,1,1,29207.0,10569.0,14402.0,12950.0,1.1121235521235522,2023
2022,20230101_38005_D01_S002,38005_D01_S002,Arico,1,2,32256.0,11756.0,15899.0,14350.0,1.1079442508710802,2023
2022,20230101_38005_D01_S003,38005_D01_S003,Arico,1,3,32703.0,12631.0,16673.0,15750.0,1.0586031746031745,2023
2022,20230101_38005_D01_S004,38005_D01_S004,Arico,1,4,31065.0,14096.0,17710.0,15750.0,1.1244444444444444,2023
2022,20230101_38005_D01_S005,38005_D01_S005,Arico,1,5,27511.0,11940.0,15478.0,14350.0,1.0786062717770035,2023
2022,20230101_38005_D01_S006,38005_D01_S006,Arico,1,6,35422.0,13491.0,18109.0,16450.0,1.1008510638297873,2023
2022,20230101_38006_D01_S001,38006_D01_S001,Arona,1,1,38514.0,13676.0,18125.0,16450.0,1.1018237082066868,2023
2022,20230101_38006_D01_S002,38006_D01_S002,Arona,1,2,33137.0,11717.0,15971.0,15050.0,1.0611960132890366,2023
2022,20230101_38006_D01_S003,38006_D01_S003,Arona,1,3,34747.0,12272.0,16516.0,15050.0,1.0974086378737542,2023
2022,20230101_38006_D01_S004,38006_D01_S004,Arona,1,4,32657.0,11201.0,15602.0,15050.0,1.0366777408637873,2023
2022,20230101_38006_D01_S005,38006_D01_S005,Arona,1,5,29662.0,11597.0,15232.0,13650.0,1.1158974358974358,2023
2022,20230101_38006_D01_S006,38006_D01_S006,Arona,1,6,30362.0,13898.0,17530.0,13650.0,1.2842490842490843,2023
2022,20230101_38006_D01_S007,38006_D01_S007,Arona,1,7,25576.0,8731.0,11983.0,10850.0,1.1044239631336406,2023
2022,20230101_38006_D01_S008,38006_D01_S008,Arona,1,8,29457.0,11240.0,14784.0,12950.0,1.1416216216216217,2023
2022,20230101_38006_D01_S009,38006_D01_S009,Arona,1,9,31512.0,11374.0,15692.0,14350.0,1.0935191637630661,2023
2022,20230101_38006_D01_S010,38006_D01_S010,Arona,1,10,34261.0,12270.0,16630.0,15750.0,1.0558730158730159,2023
2022,20230101_38006_D01_S011,38006_D01_S011,Arona,1,11,31175.0,12310.0,16031.0,12950.0,1.237915057915058,2023
2022,20230101_38006_D01_S012,38006_D01_S012,Arona,1,12,30174.0,9988.0,14149.0,13650.0,1.0365567765567765,2023
2022,20230101_38006_D01_S013,38006_D01_S013,Arona,1,13,26152.0,8331.0,11949.0,10850.0,1.1012903225806452,2023
2022,20230101_38006_D01_S014,38006_D01_S014,Arona,1,14,33057.0,13028.0,16646.0,14350.0,1.16,2023
2022,20230101_38006_D01_S015,38006_D01_S015,Arona,1,15,35167.0,13664.0,18036.0,14350.0,1.256864111498258,2023
2022,20230101_38006_D01_S016,38006_D01_S016,Arona,1,16,21719.0,10448.0,13463.0,11550.0,1.1656277056277056,2023
2022,20230101_38006_D01_S017,38006_D01_S017,Arona,1,17,30203.0,12443.0,16150.0,14350.0,1.1254355400696865,2023
2022,20230101_38006_D01_S018,38006_D01_S018,Arona,1,18,27948.0,9547.0,13170.0,12250.0,1.0751020408163265,2023
2022,20230101_38006_D01_S019,38006_D01_S019,Arona,1,19,29629.0,13126.0,16589.0,13650.0,1.2153113553113553,2023
2022,20230101_38006_D01_S020,38006_D01_S020,Arona,1,20,28961.0,13133.0,17098.0,14350.0,1.1914982578397213,2023
